pl_name,pl_masse,ra,dec
"XO-3 b",,65.4695814,57.8172095
"HD 216770 b",,343.9748751,-26.6595286
"HD 92788 b",,160.7021351,-2.1847173
"HD 179949 b",,288.8890182,-24.1797939
"HD 217107 b",,344.5647243,-2.3954489
"HD 88133 b",,152.5319349,18.1857284
"HD 75289 b",,131.9181715,-41.7377748
"HD 128311 c",,219.0032292,9.7454368
"HD 217107 c",,344.5647243,-2.3954489
"HD 69830 c",,124.6010091,-12.6364246
"HD 202206 c",,318.7405221,-20.7897284
"KELT-6 b",,195.9818362,30.6401450
"HD 189733 b",,300.1821223,22.7097759
"Kepler-372 d",,291.2562253,49.2589288
"Kepler-48 b",3.94000,299.1393094,40.9489390
"HIP 105854 b",,321.5962275,-37.8294782
"HD 27442 b",,64.1205476,-59.3028771
"HD 72659 b",,128.5128072,-1.5686323
"Kepler-236 b",,283.8664285,39.8981928
"Kepler-122 c",,291.1118647,39.9490248
"Kepler-149 b",,285.8537014,38.3840916
"HD 11977 b",,28.7347403,-67.6469871
"GJ 15 A b",,4.6126677,44.0247296
"K2-58 b",,333.8218395,-14.0498570
"Wolf 1061 b",,247.5748276,-12.6676866
"Kepler-231 b",,293.9733913,50.5318460
"HD 220842 b",,351.6534162,56.8871415
"Kepler-80 b",,296.1125759,39.9787451
"Kepler-42 b",,292.2196000,44.6173667
"WASP-4 b",,353.5629149,-42.0617794
"Kepler-126 d",,289.3473634,44.2084445
"MOA-2011-BLG-262L b",,270.0978330,-31.2452583
"Kepler-829 b",,282.3328312,42.4638125
"Kepler-292 f",,295.7661979,42.4242822
"Kepler-332 b",,286.6627811,47.4136938
"Kepler-312 c",,298.3957687,42.4597712
"Kepler-430 b",,292.8085984,49.5794242
"HD 11506 b",,28.2106607,-19.5073960
"OGLE-TR-56 b",410.00070,269.1479583,-29.5392222
"HD 1605 c",,5.1317548,30.9750611
"Kepler-1316 b",,298.8358277,40.2930714
"Kepler-1318 b",,290.3763246,41.1507928
"Kepler-1202 b",,292.2906060,44.6532281
"Kepler-221 e",,296.6547477,46.8352242
"Kepler-1586 b",,298.2026236,44.9258585
"Kepler-686 b",,285.2138190,39.0274660
"Kepler-1604 b",,285.4106549,44.4122318
"Kepler-265 b",,290.5104788,41.2447430
"K2-195 b",,199.8315191,-8.5095364
"K2-59 c",,338.9425500,-14.0277270
"K2-22 b",,169.4827046,2.6190363
"Kepler-226 c",,292.3760942,47.8809596
"Kepler-320 c",,293.2135155,46.1751457
"KELT-7 b",,78.2955912,33.3179532
"WASP-121 b",375.99289,107.6002312,-39.0972705
"Kepler-1130 b",,285.2074210,45.3843330
"Kepler-775 b",,291.4332781,41.7033162
"Kepler-401 c",,290.0827494,50.8634361
"Kepler-366 c",,296.8520316,49.0844359
"Kepler-395 c",,293.5111889,45.1366252
"Kepler-191 b",,291.1833211,45.3230937
"Kepler-204 c",,285.3471620,41.7618450
"Kepler-537 b",,289.8805804,51.2769907
"Kepler-681 b",,289.3997364,51.2502428
"Kepler-887 b",,290.0907893,39.8169085
"Kepler-227 c",,291.9342748,48.1416760
"Kepler-1683 b",,298.4501035,44.2840193
"GJ 3293 e",,67.1484425,-25.1713396
"Kepler-153 c",,282.4605020,48.2570293
"Kepler-183 b",,293.5308112,39.3159329
"Kepler-1511 b",,288.4211892,43.1797730
"HD 111998 b",,193.2953521,-3.5531133
"HD 9174 b",,22.5043352,-19.6052945
"HD 34445 c",,79.4207483,7.3527156
"HD 76920 b",,133.8203530,-67.2653621
"K2-127 b",,207.0782895,-11.5889878
"TrES-2 b",380.76034,286.8085258,49.3164211
"K2-85 b",,59.4648290,18.4649505
"K2-37 d",,243.4509662,-24.7870527
"Kepler-804 c",,293.3722109,44.7851812
"TRAPPIST-1 c",,346.6263919,-5.0434618
"Kepler-802 b",,286.0157998,45.0077413
"Kepler-1364 b",,295.1521334,49.5876179
"OGLE-2017-BLG-0373L b",60.10000,269.3294067,-31.9517231
"HD 175167 b",,285.0033888,-69.9450664
"HD 211810 b",,334.5286724,61.1349912
"KMT-2016-BLG-2142L b",,268.1120000,-29.3845615
"HD 74156 c",,130.6047813,4.5772338
"Kepler-1243 b",,294.0093970,42.8807779
"Kepler-1302 b",,290.9892462,50.3080640
"Kepler-1312 b",,292.9712801,41.0357494
"Kepler-222 b",,287.9060885,46.9377479
"Kepler-1038 b",,298.9721472,44.1323499
"Kepler-150 e",,288.2341025,40.5208970
"Kepler-882 b",,294.6500256,43.3356106
"TOI-172 b",1722.63860,316.6318791,-26.6928654
"HD 92987 b",,160.9012407,-39.0583857
"Kepler-492 b",,295.4967099,42.5379323
"Kepler-722 c",,290.2632874,44.5564051
"Kepler-969 c",,288.3724989,47.9335642
"Kepler-1521 b",,292.6903779,37.8350549
"HD 102843 b",,177.5854673,-1.2522989
"WASP-103 b",473.56670,249.3148604,7.1833758
"GJ 357 c",,144.0074644,-21.6650634
"HAT-P-69 b",1137.83140,130.5056385,3.7105662
"WASP-73 b",,319.9496969,-58.1489328
"Kepler-951 b",,287.7375794,38.1146488
"Kepler-1137 b",,287.1302407,48.6653470
"HD 21693 b",,51.8040469,-58.3232726
"HD 45184 b",,96.1820205,-28.7806402
"CoRoT-14 b",2358.29860,103.4242023,-5.5360385
"Kepler-215 c",,294.9735313,45.2136867
"Kepler-731 b",,296.3931945,45.5685330
"Kepler-256 c",,292.5804200,46.0973588
"Kepler-776 b",,287.2726117,41.6356009
"Kepler-113 c",,287.9978721,50.9441847
"Kepler-1237 b",,295.6292745,44.6905815
"Kepler-1245 b",,290.7443078,43.2607530
"Kepler-364 b",,281.5699998,47.3986233
"Kepler-1287 b",,289.1346298,47.0630180
"Kepler-280 b",,291.3905325,42.1804735
"Kepler-23 c",,294.2189131,49.4792536
"Kepler-1238 b",,297.9057655,40.1628378
"DMPP-3 A b",,91.6243820,-72.5126648
"GJ 229 A c",,92.6435993,-21.8677233
"Kepler-1661 b",17.00000,285.1670927,41.9669383
"OGLE-2018-BLG-1700L b",1400.00000,269.9560420,-28.5286389
"Kepler-378 b",,294.9489697,46.4388673
"Kepler-1309 b",,298.7351131,40.7641262
"Kepler-1314 b",,294.2373599,45.1968274
"K2-319 b",,166.8010058,3.0399357
"TOI-776 b",4.00000,178.5779970,-37.5533568
"HD 86226 b",,149.1235154,-24.0991859
"Kepler-164 b",,287.7808115,47.6298453
"Kepler-1055 b",,290.4867838,44.9325410
"Kepler-350 c",,285.4195845,39.7061009
"Kepler-1076 b",,287.5902594,51.0606047
"Kepler-1146 b",,286.7167120,47.4256580
"Kepler-1166 b",,290.3484956,50.9028387
"Kepler-1216 b",,287.4052661,45.9179790
"OGLE-2006-BLG-109L c",86.00000,268.1437920,-30.0877778
"Kepler-65 d",,288.6887221,41.1511076
"Kepler-192 c",,287.9179379,45.5928829
"Kepler-1210 b",,292.8321598,48.2193376
"Kepler-387 b",,287.7982699,45.6567655
"Kepler-1227 b",,287.0664109,41.8749712
"Kepler-36 c",,291.2501859,49.2318073
"Kepler-20 f",,287.6979913,42.3385782
"Kepler-553 c",,298.5508922,48.3325405
"Kepler-1419 b",,292.2545917,37.9713760
"Kepler-65 d",4.14000,288.6887221,41.1511076
"Kepler-440 b",,285.3500664,41.4523695
"K2-320 b",,163.2519122,5.3064776
"HIP 57274 d",,176.1705487,30.9576484
"Kepler-1652 b",,294.3660313,49.9150219
"Kepler-1365 b",,292.1996573,42.0459944
"Kepler-107 b",,297.0281620,48.2086019
"Kepler-55 c",,285.1683291,44.0264898
"Kepler-55 e",,285.1683291,44.0264898
"Kepler-388 b",,284.8280577,44.6086451
"Kepler-92 b",,289.0860607,41.5630224
"Kepler-1359 b",,289.5388180,41.8928154
"Kepler-111 c",,291.6531630,44.6882613
"Kepler-782 b",,288.8682460,47.7594700
"Kepler-1436 b",,297.7115530,46.7679816
"Kepler-437 b",,297.3473326,44.0269249
"Kepler-1701 b",,286.6088625,41.8892986
"Kepler-559 b",,296.6368878,43.8027948
"Kepler-1528 b",,287.4029864,46.5740084
"Kepler-603 d",,294.2809679,42.2909295
"Kepler-296 e",,286.5400278,49.4372614
"Kepler-877 b",,289.8591023,46.5227429
"Kepler-889 b",,291.4674540,50.7595597
"Kepler-306 e",,288.5387145,40.6160545
"Kepler-51 b",,296.4797624,49.9376486
"Kepler-1578 b",,288.3021104,47.7756227
"Kepler-1580 b",,285.9687099,41.3635264
"Kepler-40 b",,296.8136883,47.5265446
"Kepler-555 b",,285.5168720,38.9324587
"Kepler-226 b",,292.3760942,47.8809596
"Kepler-740 b",,286.4822566,46.6924560
"Kepler-781 b",,287.6535874,47.4147762
"Kepler-1340 b",,296.2328099,42.4727965
"Kepler-217 b",,293.0377331,46.2775223
"Kepler-977 b",,291.5161959,42.2480736
"Kepler-703 b",,299.1868586,41.7426990
"Kepler-247 d",,288.6425609,43.0393769
"Kepler-1022 b",,289.3520595,46.9736345
"Kepler-60 c",,288.9612535,42.2650472
"Kepler-58 b",,296.3586251,39.1152033
"Kepler-291 b",,287.9163029,42.4372666
"Kepler-1438 b",,289.2898190,40.6816262
"Kepler-667 b",,295.5549918,49.0172956
"Kepler-730 c",,285.5547895,45.5788420
"Kepler-1339 b",,283.7457695,48.3734690
"Kepler-1531 b",,285.1466220,39.3708055
"Kepler-308 c",,295.7852423,40.4395753
"Kepler-156 c",,290.2964214,37.7494271
"Kepler-199 c",,295.5594278,40.2362490
"Kepler-805 b",,293.2300178,45.0533640
"Kepler-284 c",,293.1465698,47.7297053
"Kepler-287 b",,290.9274282,48.4434588
"Kepler-1552 b",,291.6768669,38.8749152
"Kepler-944 b",,293.6012911,42.3797910
"Kepler-1667 b",,283.5329505,48.0943604
"Kepler-960 b",,281.4572217,46.7465538
"Kepler-1460 b",,285.5577888,44.0108221
"Kepler-310 b",,288.8392780,46.9867472
"Kepler-1110 b",,291.8080645,38.6226615
"Kepler-147 b",,287.9757213,39.0871680
"Kepler-632 b",,297.2526130,40.2886050
"Kepler-203 c",,297.0899590,41.3880686
"Kepler-917 b",,299.0512562,47.9492677
"Kepler-1505 b",,292.0020614,41.7869639
"Kepler-188 b",,281.2797173,44.3154743
"Kepler-338 c",,282.9790593,40.7844188
"Kepler-69 b",,293.2609013,44.8688656
"Kepler-69 c",,293.2609013,44.8688656
"Kepler-670 b",,297.0154644,49.2252988
"Kepler-52 c",,286.7380152,49.9757383
"Kepler-108 c",,294.5589885,46.0623952
"Kepler-1046 b",,296.7558056,46.9982799
"Kepler-358 b",,293.2302333,48.2813901
"Kepler-1584 b",,287.7626791,43.2743929
"Kepler-1603 b",,295.3298254,42.5349698
"WASP-26 b",,4.6030424,-15.2674044
"Kepler-306 b",,288.5387145,40.6160545
"Kepler-172 e",,283.3684093,41.8218390
"Kepler-930 b",,298.3144494,42.2473698
"Kepler-85 e",,290.9734395,45.2902761
"Kepler-502 b",,291.0801330,43.8601911
"Kepler-18 c",,298.0794448,44.7462480
"Kepler-745 b",,291.4994412,37.0592571
"Kepler-266 c",,294.4843821,44.1669355
"Kepler-636 b",,293.5920614,41.0950891
"Kepler-1154 b",,297.4771158,39.8772345
"Kepler-197 d",,295.2264739,50.5592348
"HAT-P-32 b",273.33380,31.0427614,46.6878512
"Kepler-885 b",,288.6615682,49.7371538
"Kepler-150 b",,288.2341025,40.5208970
"Kepler-600 b",,283.8330588,41.9786358
"Kepler-155 b",,288.4957831,51.0819286
"Kepler-573 b",,289.5211955,51.2374057
"HATS-3 b",174.80650,312.4574879,-24.4286938
"Kepler-580 b",,283.4997537,40.5528053
"Kepler-112 c",,296.9811361,43.2097025
"Kepler-161 b",,290.5164698,43.0838642
"Kepler-46 b",281.27955,289.2687388,42.6041819
"Kepler-603 b",,294.2809679,42.2909295
"Kepler-28 b",479.90000,292.1370409,42.4294835
"Kepler-179 c",,298.6636163,47.7619329
"Kepler-770 c",,286.4904589,38.3748720
"Kepler-927 b",,289.3834807,41.3926651
"Kepler-1064 b",,291.7415821,37.6888103
"Kepler-450 c",,295.4865821,51.0135237
"Kepler-202 c",,282.9734874,41.3217991
"Kepler-57 b",,293.6413146,44.6570692
"Kepler-798 b",,292.4782785,42.1422821
"Kepler-933 b",,289.5685257,43.5385438
"Kepler-1024 b",,291.9510277,38.2516419
"Kepler-936 b",,293.5777958,46.7362953
"Kepler-939 b",,293.8656181,47.0268148
"Kepler-1053 b",,291.4186349,39.1273664
"Kepler-1161 b",,299.0770621,45.4405583
"Kepler-1052 b",,295.3427300,46.6022134
"Kepler-1336 b",,296.2776587,46.8998006
"Kepler-1337 b",,287.0091176,46.7961229
"Kepler-1017 b",,283.4692990,40.1325185
"Kepler-1035 b",,289.0422430,42.8824991
"Kepler-84 f",,298.2520208,40.4960842
"Kepler-1149 b",,294.1891824,45.1515263
"Kepler-1150 b",,296.7244553,49.5326846
"Kepler-305 c",,299.2242557,40.3431670
"Kepler-770 d",,286.4904589,38.3748720
"Kepler-1236 b",,295.6247375,42.5458739
"Kepler-1221 b",,285.8223636,45.7118423
"CoRoT-5 b",145.88397,101.2772396,0.8152163
"HD 23472 b",17.92000,55.4590314,-62.7672667
"Kepler-1637 b",,282.2368006,48.1542016
"HAT-P-20 b",2301.08920,111.9164295,24.3361185
"HAT-P-22 b",685.55931,155.6814593,50.1287115
"WASP-19 b",356.92309,148.4167672,-45.6591078
"HAT-P-32 b",251.08570,31.0427614,46.6878512
"HD 110082 b",,192.5892855,-88.1211107
"Kepler-748 b",,292.2628779,37.2369732
"K2-200 b",,202.2512060,-4.6100532
"Kepler-484 b",,284.3942844,46.2491109
"KOI-217 b",,294.8654667,46.2858128
"K2-3 b",,172.3353708,-1.4551364
"Kepler-177 c",13.50000,286.0471442,45.0532038
"TOI-220 b",13.80000,91.7996988,-61.9972098
"BD+55 362 b",,23.9636676,56.6982282
"K2-184 b",,129.1405227,14.4618826
"Kepler-124 c",,286.7527322,49.0648788
"Kepler-16 b",105.83300,289.0758307,51.7572290
"Kepler-192 d",,287.9179379,45.5928829
"Kepler-216 c",,293.7280695,46.1291139
"Kepler-1563 b",,288.5735936,51.4727698
"HATS-24 b",,268.8907069,-61.7474000
"HATS-68 b",410.00070,15.0060770,-58.9047242
"WASP-100 b",400.46580,68.9598159,-64.0270390
"Kepler-259 c",,288.2119707,46.6150461
"Kepler-1485 b",,298.0954404,44.7370612
"K2-75 c",,338.8448960,-7.4698950
"WASP-48 b",254.26400,291.1623865,55.4730273
"WASP-50 b",464.03180,43.6880738,-10.8980242
"Kepler-1178 b",,288.4561183,45.8022258
"Kepler-11 d",,297.1150949,41.9091092
"K2-138 f",1.63000,348.9490311,-10.8497391
"Kepler-652 b",,288.0080899,46.4736108
"Kepler-301 b",,283.9829040,49.2329512
"Kepler-474 b",,292.3215174,43.8811723
"K2-10 b",,172.1216476,1.6906217
"Kepler-1056 b",,299.5259832,46.8992561
"Kepler-860 b",,295.5772681,46.2547028
"Kepler-1609 b",,290.1465356,39.6658026
"K2-190 b",,205.3630485,-13.1608686
"Kepler-1229 b",,297.4868347,46.9966782
"K2-95 b",,129.3625717,18.9766197
"K2-243 b",,181.1211419,-4.8991358
"Kepler-1507 b",,288.5616269,46.5361247
"Kepler-1186 b",,288.4796333,47.1017438
"K2-50 b",,169.4836540,5.9882890
"HD 209458 b",217.71355,330.7950219,18.8842419
"Kepler-352 b",,299.8966237,46.0519022
"WASP-157 b",,201.6551525,-8.3176353
"HIP 41378 b",,126.6158279,10.0803708
"K2-136 d",,67.4128615,22.8825674
"OGLE-TR-56 b",1048.83900,269.1479583,-29.5392222
"K2-279 b",,204.7792935,-6.0417592
"Kepler-1194 b",,291.6994841,38.1452065
"HD 63433 c",,117.4793699,27.3631342
"Kepler-1045 b",,284.1832668,45.0740897
"LHS 1140 c",1.76000,11.2486320,-15.2741085
"WASP-99 b",889.92400,39.8976689,-50.0081934
"Kepler-403 d",,289.9214256,46.7445267
"NN Ser d",731.00000,238.2337015,12.9120871
"Kepler-46 b",,289.2687388,42.6041819
"Kepler-200 c",,284.4099503,41.2374928
"K2-114 b",,127.8829120,11.9222550
"K2-137 b",158.91500,186.8704260,-6.1952168
"Kepler-1398 c",,294.8661073,48.6389923
"CoRoT-20 b",1347.54000,97.7204249,0.2268931
"Kepler-804 b",,293.3722109,44.7851812
"K2-288 B b",,55.4442857,18.2684913
"Kepler-76 b",,294.1921185,39.6189727
"K2-258 b",,187.6314027,-1.1609171
"Kepler-239 c",,294.2020505,40.6633313
"K2-232 b",126.49634,73.7667927,18.6543230
"K2-225 b",,186.5410958,-9.6248232
"Kepler-260 b",,291.9259658,38.0140525
"Kepler-891 b",,291.0837644,40.3552252
"Kepler-322 c",,281.3487514,44.2952525
"Kepler-106 b",,300.8640060,44.3375497
"HIP 116454 b",11.82000,353.9543517,0.4447043
"HATS-47 b",117.27927,287.4844021,-49.6649424
"K2-83 c",,59.9013782,15.5587994
"Kepler-479 b",,291.0218899,37.7698734
"Kepler-1205 b",,290.2796734,41.5150499
"Kepler-287 c",,290.9274282,48.4434588
"K2-177 b",,55.2296156,20.7360891
"K2-98 b",32.20000,126.4882114,11.5110933
"WASP-39 b",89.94589,217.3266477,-3.4444994
"WASP-47 b",370.00000,331.2030920,-12.0190670
"HATS-61 b",1080.62200,61.6578005,-25.3496674
"WASP-28 b",294.62841,353.6162694,-1.5799849
"HAT-P-7 b",571.77617,292.2471900,47.9695429
"WASP-119 b",,55.9336392,-65.1937800
"Kepler-263 c",,292.4698022,37.5677941
"HIP 109384 b",,332.4089720,71.3139560
"LP 791-18 c",,165.6904843,-16.4064445
"HD 142 c",,1.5836771,-49.0753625
"HAT-P-24 b",238.37250,108.8251171,14.2626064
"WASP-54 b",187.51970,205.4542456,-0.1281712
"Qatar-1 b",,303.3818697,65.1623313
"Kepler-364 c",,281.5699998,47.3986233
"HD 218566 b",,347.2974170,-2.2611645
"70 Vir b",2380.45000,202.1064898,13.7763085
"Kepler-953 b",,288.9716297,44.6246451
"omi UMa b",,127.5649503,60.7177048
"Kepler-217 c",,293.0377331,46.2775223
"Kepler-336 c",,290.2376224,41.3313637
"XO-4 b",495.49697,110.3880285,58.2681094
"HAT-P-29 b",245.68259,33.1310921,51.7787754
"Kepler-433 b",893.10230,297.5936232,40.9772546
"TrES-2 b",367.72931,286.8085258,49.3164211
"rho CrB b",,240.2600639,33.3001861
"K2-101 b",,130.3439097,18.9338205
"Kepler-356 c",,292.4210998,37.6827919
"Kepler-394 c",,296.3019792,50.6723115
"Lupus-TR-3 b",257.43100,232.5774696,-42.9799461
"WASP-26 b",329.90754,4.6030424,-15.2674044
"Kepler-549 c",,283.0228527,47.2611431
"HD 131664 b",,225.0254554,-73.5352345
"Kepler-386 b",,289.8589165,48.6938077
"WASP-8 b",711.93920,359.9008737,-35.0313349
"Kepler-241 b",,292.9131121,41.0609786
"HAT-P-33 b",206.58950,113.1842383,33.8350214
"Kepler-371 b",,292.3264835,38.6575441
"HAT-P-36 b",582.24000,188.2662048,44.9153672
"HAT-P-20 b",2320.10000,111.9164295,24.3361185
"HATS-36 b",,291.4787013,-23.2028183
"GJ 3470 b",13.90000,119.7735021,15.3912090
"Kepler-1392 b",,288.7669819,46.3944497
"Kepler-135 b",,290.4950939,38.7954956
"Kepler-892 b",,283.1296399,43.8880983
"PSR B1257+12 d",,195.0149029,12.6823534
"Kepler-1291 b",,289.3770051,40.0010791
"Kepler-104 c",,287.6046621,42.1665104
"K2-47 b",,168.5825696,2.7805614
"Kepler-12 b",137.62039,286.2434458,50.0403671
"HD 136352 b",,230.4401147,-48.3188174
"Kepler-1446 b",,289.4240357,46.7260823
"WASP-135 b",603.87700,267.2848846,29.8790428
"Kepler-725 b",,283.9774949,44.8115613
"Kepler-82 f",20.90000,292.8733696,42.9661583
"Kepler-344 c",,292.4996101,46.3243406
"Kepler-131 c",,288.5308924,40.9423730
"Kepler-1377 b",,289.1954229,46.6516055
"Kepler-1257 b",,296.0756231,45.6270165
"TrES-2 b",383.30298,286.8085258,49.3164211
"HD 17156 b",1036.76146,42.4366123,71.7530882
"WASP-104 b",404.26300,160.6023689,7.4350768
"Kepler-1680 b",,297.0746571,39.9338893
"WASP-14 b",2809.61720,218.2766247,21.8946875
"K2-83 b",,59.9013782,15.5587994
"Kepler-87 c",6.40000,297.9168433,46.9651146
"K2-265 b",,342.0316493,-14.4947789
"Kepler-186 b",,298.6527360,43.9549884
"Kepler-12 b",136.66690,286.2434458,50.0403671
"Kepler-938 b",,294.7890593,46.9839352
"Kepler-666 b",,298.4568899,48.7915925
"Kepler-1565 b",,297.9529793,40.8067876
"WASP-73 b",597.50000,319.9496969,-58.1489328
"K2-227 b",,190.9484237,-8.4784159
"TOI-813 b",,72.6940102,-60.9054608
"Kepler-557 b",,293.7084179,41.6151084
"Kepler-1668 b",,297.3523076,46.0959309
"KOI-351 f",,284.4334642,49.3051239
"Kepler-1315 b",,295.8215678,46.0530562
"HD 149026 b",116.95700,247.6229827,38.3475349
"K2-71 b",,341.7248656,-9.8816109
"55 Cnc f",47.00510,133.1468373,28.3298154
"Kepler-1452 b",,292.4227920,38.2662824
"Kepler-571 b",,286.5510448,49.4187310
"MOA-2008-BLG-310L b",74.00000,268.5605420,-34.7780528
"MOA-2009-BLG-266L b",10.40000,267.0081250,-35.0054111
"Kepler-51 b",2.30000,296.4797624,49.9376486
"Kepler-326 c",17.40000,294.3255898,46.0022646
"MOA-2011-BLG-028L b",30.00000,270.8540000,-29.2134167
"Kepler-256 e",,292.5804200,46.0973588
"TrES-4 b",247.90740,268.3043361,37.2117397
"Kepler-60 c",2.00000,288.9612535,42.2650472
"WASP-18 b",3270.47070,24.3544618,-45.6777937
"MOA-2011-BLG-262L b",17.00000,270.0978330,-31.2452583
"UKIRT-2017-BLG-001L b",407.00000,266.6540830,-29.2113609
"Kepler-18 d",15.70000,298.0794448,44.7462480
"UZ For b",2002.20000,53.8694682,-25.7393857
"Kepler-102 d",2.60000,281.4824731,47.2078263
"OGLE-2016-BLG-1227L b",250.00000,265.5971250,-33.7597778
"OGLE-2015-BLG-0954L b",1100.00000,270.1843330,-28.6608889
"OGLE-2017-BLG-1375L b",3585.00000,269.1548750,-30.3114167
"Kepler-49 b",8.60000,292.2945208,40.5918123
"TOI-1231 b",15.40000,156.7472600,-52.4678724
"Kepler-417 b",11.00000,293.8241813,42.7796480
"Kepler-128 c",33.30000,282.4922622,43.9802442
"OGLE-2012-BLG-0950L b",34.00000,272.0192570,-29.7315826
"KMT-2016-BLG-0212L b",10.90000,268.4392500,-29.0868889
"KMT-2016-BLG-2397L b",769.00000,266.2125420,-23.2013806
"Kepler-85 e",0.60000,290.9734395,45.2902761
"MOA-2011-BLG-291L b",13.00000,268.8678890,-29.1706657
"Kepler-9 c",509.70000,285.5739904,38.4008192
"OGLE-2015-BLG-1771L b",126.00000,268.7990000,-28.8627500
"OGLE-2017-BLG-0173L b",7.58100,267.9706120,-29.2713604
"TrES-2 b",380.74400,286.8085258,49.3164211
"OGLE-2017-BLG-0373L b",127.00000,269.3294067,-31.9517231
"MOA-2010-BLG-353L b",73.00000,271.3039170,-27.2932333
"Kepler-297 c",42.10000,283.2091605,48.7776156
"Kepler-23 d",17.60000,294.2189131,49.4792536
"Kepler-223 c",12.40000,298.3183909,47.2794824
"KMT-2016-BLG-1107L b",29.00000,266.4177500,-26.0318000
"Kepler-81 c",4.30000,293.6369437,42.8248275
"Kepler-254 c",3.20000,288.1646541,45.8164257
"OGLE-2012-BLG-0563L b",123.00000,271.4905000,-27.7120000
"Kepler-37 d",62.50000,284.0592503,44.5183733
"Kepler-138 b",0.50000,290.3814122,43.2930645
"KMT-2018-BLG-0748L b",60.00000,267.8745000,-30.6463889
"MOA-2011-BLG-262L b",0.47000,270.0978330,-31.2452583
"Kepler-57 b",118.10000,293.6413146,44.6570692
"MOA-2016-BLG-319L b",200.00000,268.7422180,-29.7504635
"MOA-2016-BLG-227L b",1500.00000,271.4737550,-27.7142868
"OGLE-2011-BLG-0173L b",2100.00000,269.3157350,-28.2338619
"OGLE-2012-BLG-0950L b",20.00000,272.0192570,-29.7315826
"TRAPPIST-1 g",1.14800,346.6263919,-5.0434618
"EPIC 212587672 b",,205.4445125,-10.8625468
"Kepler-24 c",33.60000,290.4132621,38.3437283
"Kepler-58 b",34.90000,296.3586251,39.1152033
"Kepler-104 b",19.60000,287.6046621,42.1665104
"Kepler-26 c",6.10000,284.9410627,46.5664505
"Kepler-328 b",28.50000,295.8092756,40.0084866
"Kepler-643 b",321.00830,290.3272423,42.8982283
"MOA-2013-BLG-605L b",21.77000,272.0192570,-29.7315826
"TRAPPIST-1 c",1.15600,346.6263919,-5.0434618
"EPIC 201238110 b",,179.7058532,-3.3894613
"SWEEPS-4 b",1207.70000,269.7246667,-29.1890556
"HD 39091 b",4100.00700,84.2992798,-80.4646041
"Kepler-1306 b",,294.4783627,46.9458638
"K2-81 b",,57.4854562,14.5020556
"K2-195 c",,199.8315191,-8.5095364
"Kepler-556 b",,290.5294799,38.9427306
"Kepler-91 b",241.54000,285.6729033,44.1167513
"Kepler-773 b",,290.8846217,38.0575539
"HD 10180 c",,24.4731133,-60.5114881
"HD 1690 b",,5.3055886,-8.2811442
"HD 132406 b",,224.2276121,53.3809615
"HD 95872 b",,165.8658796,-22.0943303
"HD 141399 c",,236.7235392,46.9862880
"HD 40307 f",,88.5172191,-60.0237289
"GJ 667 C e",,259.7510609,-34.9977651
"HD 69830 d",,124.6010091,-12.6364246
"HD 5583 b",,14.4869460,34.9853306
"HD 103197 b",,178.2201971,-50.2927911
"HD 97658 b",,168.6376584,25.7105962
"HD 114729 b",,198.1833997,-31.8746756
"HAT-P-11 c",,297.7101763,48.0818635
"HIP 5158 c",,16.5094891,-22.4536134
"tau Cet e",,26.0093029,-15.9337987
"HD 31253 b",,73.6822877,12.3520103
"HD 142415 b",,239.4189890,-60.2006948
"K2-18 c",,172.5601410,7.5878315
"HD 73267 b",,129.0735123,-34.4594469
"HIP 12961 b",,41.6800749,-23.0860048
"HD 4917 b",,12.7762624,-12.9276648
"HD 148427 b",,247.1171311,-13.3996231
"HD 128356 b",,219.2702793,-25.8031728
"HD 32518 b",,77.4037569,69.6391355
"WASP-148 c",127.13200,254.1305022,44.3025361
"Qatar-1 b",411.27202,303.3818697,65.1623313
"HD 240237 b",,348.9259334,58.0432233
"KELT-15 b",289.22530,117.4149764,-52.1204471
"Gl 686 b",,264.4764878,18.5959509
"GJ 876 e",,343.3239737,-14.2665958
"HIP 48714 b",,149.0332672,62.7859505
"HD 176986 b",,285.7739138,-11.0449410
"HIP 67537 b",,207.5808445,-39.9008996
"HD 73526 c",,129.3183310,-41.3184231
"HD 221287 b",,352.8362230,-58.2097540
"GJ 163 c",,62.3228353,-53.3711768
"HD 147873 b",,246.4380471,-33.5672217
"HD 147018 b",,245.7490012,-61.6901291
"WASP-41 c",,190.6188034,-30.6398176
"GJ 480 b",,189.7134226,11.6950708
"GJ 251 b",,103.7002499,33.2664632
"HD 97658 b",7.86000,168.6376584,25.7105962
"GJ 273 b",,111.8520910,5.2258070
"HAT-P-1 b",168.44990,344.4453632,38.6749190
"GJ 357 d",,144.0074644,-21.6650634
"HD 8326 b",,20.5314418,-26.8940678
"HD 4760 b",,12.4161652,6.4071412
"GJ 9066 b",,30.0588307,13.0443172
"HD 17156 b",1014.15300,42.4366123,71.7530882
"HAT-P-7 b",566.05523,292.2471900,47.9695429
"Kepler-1285 b",,281.8353366,44.1558825
"K2-37 c",,243.4509662,-24.7870527
"K2-215 b",,18.4700795,6.1238647
"WASP-83 b",96.93815,190.1519558,-19.2843527
"TrES-1 b",266.97720,286.0408755,36.6325360
"TrES-2 b",406.82240,286.8085258,49.3164211
"Kepler-1599 b",,286.2208685,41.1511886
