pl_name,pl_masse,ra,dec
"HD 28185 b",,66.6100461,-10.5510754
"HAT-P-13 b",270.46200,129.8823772,47.3519076
"HD 114386 b",,197.6652124,-35.0561807
"WASP-33 b",1303.00000,36.7127375,37.5504441
"HD 2039 b",,6.0851069,-56.6499880
"HD 141399 e",,236.7235392,46.9862880
"HAT-P-2 b",2739.69460,245.1514324,41.0479601
"HD 160691 c",,266.0361585,-51.8348751
"HD 160691 b",,266.0361585,-51.8348751
"HD 160691 d",,266.0361585,-51.8348751
"HD 45350 b",,97.1902262,38.9627315
"HD 117207 b",,202.3368806,-35.5713041
"WASP-19 b",354.06262,148.4167672,-45.6591078
"8 UMi b",,224.2016850,74.9009379
"Kepler-169 d",,285.9999204,40.9193822
"BD-10 3166 b",,164.6191243,-10.7704227
"Kepler-32 b",,297.8423073,46.5743595
"HD 181342 b",,290.2674078,-23.6196996
"K2-29 b",232.01590,62.6704220,24.4016558
"Kepler-662 b",,290.4650801,47.9291252
"Kepler-187 c",,299.7964955,44.0892448
"Kepler-720 b",,298.6356478,44.1709388
"14 And b",,352.8241500,39.2358367
"HD 145457 b",,242.5162215,26.7429068
"HD 154345 b",,255.6524619,47.0855544
"kap CrB b",591.16380,237.8080012,35.6558818
"HIP 109600 b",,333.0270790,29.0662082
"Kepler-120 c",,287.8915707,39.3390979
"Kepler-236 c",,283.8664285,39.8981928
"Kepler-283 b",,293.6137413,47.8389380
"Qatar-1 b",405.23325,303.3818697,65.1623313
"Kepler-109 c",,290.3926795,40.2849074
"Kepler-127 b",,285.1899439,46.0280596
"Kepler-254 d",,288.1646541,45.8164257
"WASP-94 A b",143.65300,313.7832393,-34.1357512
"HD 67087 b",,121.9155672,31.5511553
"WASP-6 b",154.14755,348.1571282,-22.6741248
"Kepler-1308 b",,285.9287514,38.5207097
"Kepler-186 f",,298.6527360,43.9549884
"Kepler-763 b",,292.1445534,47.1573604
"Kepler-1583 b",,286.3869335,47.0165188
"Kepler-783 b",,291.0628615,47.4847890
"Kepler-1363 b",,296.9964872,49.2563228
"Kepler-1368 b",,294.7669795,41.6446434
"Kepler-544 b",,294.0290734,39.0517893
"Kepler-1032 b",,289.9308779,40.0977109
"Kepler-974 b",,285.0131082,40.2209547
"Kepler-1389 b",,285.7174414,44.7583487
"Kepler-1262 b",,288.7718287,42.2131694
"Kepler-349 c",,293.6764689,44.6155972
"Kepler-169 b",,285.9999204,40.9193822
"K2-29 b",,62.6704220,24.4016558
"K2-43 b",,169.1170280,-3.9754405
"Kepler-154 d",,289.7805393,49.8965624
"Kepler-533 b",,293.6856893,48.8249915
"Kepler-365 c",,295.6265640,49.1304110
"Kepler-1241 b",,294.5762033,38.4569588
"Kepler-310 d",,288.8392780,46.9867472
"Kepler-221 d",,296.6547477,46.8352242
"Kepler-257 b",,297.3159994,46.0232642
"Kepler-186 c",,298.6527360,43.9549884
"Kepler-586 b",,293.0571982,45.5511266
"Kepler-989 b",,281.5827983,47.2334674
"Kepler-290 c",,286.4100307,42.6815137
"Kepler-304 b",,294.4418031,40.5575408
"Kepler-967 b",,286.5580128,38.4052418
"Kepler-993 b",,292.6141076,44.3946644
"Kepler-1177 b",,286.6714813,49.4062964
"Kepler-800 b",,286.5747697,44.7951858
"Kepler-326 c",,294.3255898,46.0022646
"Kepler-979 b",,300.3712023,46.4081872
"HD 86950 b",,150.4066612,-17.3330699
"MXB 1658-298 b",7532.57100,255.5272522,-29.9455833
"WASP-20 b",120.13974,5.1605621,-23.9357894
"Kepler-1155 b",,288.8206058,39.5228712
"Kepler-351 c",,286.4527949,42.6577891
"HAT-P-12 b",,209.3886452,43.4933100
"OGLE-2017-BLG-1434L b",,268.2803650,-30.2457218
"HD 47366 b",,99.4200181,-12.9856593
"OGLE-2014-BLG-1722L b",,268.7523800,-31.4690552
"GJ 1132 b",1.66000,153.7090696,-47.1549358
"K2-254 b",,185.5507926,-4.7172908
"HD 26965 b",,63.8082666,-7.6676027
"WASP-174 b",413.17900,195.7940145,-41.3848617
"PSR J2322-2650 b",,350.6443481,-26.8495331
"BD+48 740 b",,40.7425426,48.9300579
"Kepler-1222 b",,294.8896160,49.3798215
"Kepler-279 c",,287.3912950,42.1948220
"Kepler-583 b",,282.1113206,42.3545514
"Kepler-82 b",,292.8733696,42.9661583
"Kepler-967 c",,286.5580128,38.4052418
"Kepler-611 b",,286.0049121,45.4803043
"Kepler-651 b",,287.3327284,46.2034366
"Kepler-1000 b",,286.6854729,47.0981948
"Kepler-1506 b",,290.1498822,41.4645625
"TCP J05074264+2447555 b",9.20000,76.9276657,24.7987499
"WASP-71 b",441.78370,29.2634506,0.7588247
"BD-17 63 b",,7.1413494,-16.2273254
"HD 100777 b",,173.9646303,-4.7555425
"HD 13931 b",,34.1979991,43.7722065
"HD 190647 b",,301.8318167,-35.5395236
"HD 213240 b",,337.7506266,-49.4341037
"HD 231701 b",,293.0176220,16.4743566
"HD 330075 b",,237.4054997,-49.9639199
"HD 63765 b",,116.9582617,-54.2653450
"K2-261 b",70.87609,163.0323119,0.4931670
"Kepler-1321 b",,294.5285970,46.6408737
"XO-5 b",,116.7163868,39.0944695
"HD 55696 b",,108.0622029,-38.1746390
"HD 96167 b",,166.3125657,-10.2913450
"K2-266 c",,157.9356855,0.9372782
"K2-123 b",,134.4441404,21.4532748
"HD 95089 c",,164.6987480,1.7290087
"HD 14787 b",,35.8085099,10.8367972
"Kepler-428 b",406.82240,290.5817432,40.5773106
"HATS-7 b",39.09309,208.8567465,-21.2078587
"Kepler-1244 b",,282.3012505,46.5161814
"Kepler-223 c",,298.3183909,47.2794824
"Kepler-880 b",,281.9712347,43.6727839
"WASP-32 b",1109.22670,3.9617073,1.2005122
"HD 98649 b",,170.2147665,-23.2181063
"HD 181234 b",,289.9998695,-9.3249700
"Kepler-227 b",,291.9342748,48.1416760
"Kepler-175 b",,289.5532320,43.8761160
"Kepler-197 c",,295.2264739,50.5592348
"Kepler-1225 b",,290.6332748,40.1369671
"Kepler-79 e",,300.5171067,44.3815508
"Kepler-1231 b",,288.5882888,42.6056644
"HIP 41378 d",,126.6158279,10.0803708
"K2-308 b",,78.3391194,16.4141986
"HAT-P-12 b",67.06213,209.3886452,43.4933100
"HD 25171 b",,58.9574779,-65.1863239
"EPIC 212737443 c",,204.2215065,-7.3180577
"HAT-P-52 b",,42.7217412,29.0222492
"HD 202772 A b",323.23311,319.6995877,-26.6163743
"HD 20781 d",,50.0139757,-28.7841175
"HATS-70 b",4100.00700,109.1045212,-31.2443947
"KMT-2017-BLG-1146L b",270.00000,269.1058330,-33.1424694
"HAT-P-35 b",335.62848,123.2507030,4.7870288
"Kepler-380 b",,282.3947017,48.7591334
"Kepler-1215 b",,297.4636477,48.1813978
"Kepler-693 b",,283.2535270,40.3582155
"Kepler-237 b",,283.2213438,40.4217620
"Kepler-728 b",,291.0923621,45.1155087
"Kepler-272 b",,299.1275257,47.5938319
"Kepler-790 b",,286.9171489,38.8722123
"Kepler-189 b",,287.5646296,44.3050662
"2MASS J04414489+2301513 b",2383.60000,70.4371079,23.0308544
"Kepler-377 c",,295.4220717,38.7356737
"PSR B0329+54 b",,53.2472749,54.5791636
"OGLE-2016-BLG-1227L b",,265.5971250,-33.7597778
"CoRoT-31 b",266.97720,94.8207350,-4.4222978
"KOI-1783.01",71.00000,289.3414629,46.9881550
"Kepler-26 b",,284.9410627,46.5664505
"Kepler-401 b",,290.0827494,50.8634361
"Kepler-1356 b",,290.9953825,43.2438792
"Kepler-1006 b",,295.7542063,42.5373065
"Kepler-1031 b",,296.0898796,48.9554121
"Kepler-1690 b",,288.1566649,41.8779417
"Kepler-182 c",,289.8301128,50.5862025
"Kepler-183 c",,293.5308112,39.3159329
"Kepler-186 e",,298.6527360,43.9549884
"HIP 107772 b",,327.4977057,-41.2440371
"TOI-942 b",16.00000,76.6496172,-20.2456126
"TOI-251 b",317.83000,353.0620655,-37.2558629
"HD 108236 d",,186.5740627,-51.3630519
"HD 129445 b",,221.5104196,-68.7629901
"Kepler-1415 b",,285.1568015,47.8732512
"Kepler-523 b",,284.0611224,45.5068127
"Kepler-163 b",,295.0027458,46.9873389
"Kepler-435 b",,292.2873012,43.1972542
"Kepler-1181 b",,289.7473165,39.5234131
"Kepler-372 c",,291.2562253,49.2589288
"Kepler-192 b",,287.9179379,45.5928829
"Kepler-384 b",,286.0261113,44.7828571
"Kepler-1179 b",,284.0974305,47.8104856
"Kepler-1193 b",,288.1447323,51.2756446
"Kepler-1653 b",,296.4577020,41.2660210
"Kepler-431 b",,281.1123072,43.2277663
"Kepler-665 b",,297.0255947,48.4785669
"Kepler-1277 b",,295.1025166,40.5723736
"Kepler-1292 b",,284.9057222,43.9491434
"Kepler-130 d",,288.4505905,40.2452006
"Kepler-446 b",,282.2501047,44.9210020
"Kepler-398 d",,291.4688524,40.3437001
"Kepler-1330 b",,290.5767116,39.9568913
"Kepler-11 b",,297.1150949,41.9091092
"Kepler-1465 b",,289.8194222,51.9048541
"Kepler-1474 b",,294.6940261,45.8668090
"Kepler-1481 b",,289.4390075,49.7312226
"Kepler-1495 b",,286.1306907,38.7795494
"Kepler-597 b",,293.4700919,39.2528182
"Kepler-311 c",,282.0612731,47.0854984
"Kepler-824 b",,290.4774060,39.7319975
"Kepler-851 b",,294.6802199,49.1401106
"Kepler-220 c",,291.5060432,46.8956262
"Kepler-1341 b",,280.5116813,44.1593503
"Kepler-1304 b",,285.2763652,39.4468274
"Kepler-222 c",,287.9060885,46.9377479
"Kepler-232 c",,295.8161668,51.1217249
"Kepler-234 b",,291.6535379,38.4946597
"Kepler-242 b",,286.5656932,41.8084168
"Kepler-1385 b",,282.6313559,46.4810220
"Kepler-794 b",,288.1336793,38.9968923
"Kepler-132 b",,283.2358100,41.3430370
"Kepler-164 c",,287.7808115,47.6298453
"Kepler-4 b",,285.6154492,50.1357712
"Kepler-1424 b",,290.9916648,40.2293347
"Kepler-684 b",,290.8704935,38.2735978
"Kepler-1196 b",,292.3695850,43.9108663
"Kepler-1207 b",,295.0641963,49.3589615
"KIC 5437945 b",,288.4749028,40.6512848
"Kepler-543 b",,287.2187273,38.8625366
"Kepler-311 b",,282.0612731,47.0854984
"Kepler-919 b",,298.1147862,48.4943834
"Kepler-56 b",,293.7583002,41.8718070
"Kepler-284 b",,293.1465698,47.7297053
"Kepler-584 b",,288.2306150,42.4136181
"Kepler-1558 b",,286.8194349,46.9117837
"Kepler-149 d",,285.8537014,38.3840916
"Kepler-171 c",,296.7719082,41.7555958
"Kepler-1620 b",,297.2709026,46.9284743
"Kepler-174 b",,287.4389454,43.8320052
"Kepler-848 b",,293.2882949,48.8116114
"Kepler-326 d",,294.3255898,46.0022646
"Kepler-1675 b",,283.8095478,41.0412517
"Kepler-1651 b",,283.6282602,48.3908081
"Kepler-623 b",,296.9867284,47.4773531
"Kepler-1674 b",,294.8160447,45.3060844
"Kepler-342 b",,292.6780488,46.7266813
"Kepler-342 d",,292.6780488,46.7266813
"Kepler-1699 b",,292.1373281,48.9171579
"Kepler-1083 b",,283.1618831,45.1983360
"GJ 15 A c",,4.6126677,44.0247296
"GJ 27.1 b",,9.9980016,-44.2541679
"GJ 682 c",,264.2610245,-44.3232519
"7 CMa b",,99.1712760,-19.2561808
"NY Vir c",,204.7005847,-2.0303873
"HAT-P-3 b",189.10885,206.0940142,48.0285650
"HAT-P-6 b",,354.7740917,42.4659866
"Kepler-485 b",,294.9963415,50.4700458
"Kepler-363 c",,283.1920779,41.3054172
"Kepler-31 d",,294.0230229,45.8530535
"Kepler-198 c",,290.6731326,38.6910045
"Kepler-641 b",,291.8235292,42.5161945
"Kepler-354 d",,285.7515347,41.3356739
"Kepler-373 b",,289.3879904,50.5970115
"Kepler-155 c",,288.4957831,51.0819286
"Kepler-121 b",,286.1621273,39.6780204
"Kepler-964 b",,295.3000650,40.5565792
"Kepler-1542 b",,285.7284757,42.6544651
"DS Tuc A b",,354.9154673,-69.1960430
"Kepler-640 b",,296.0322000,42.1317392
"Kepler-1486 b",,290.5903907,45.4396955
"Kepler-228 d",,296.2860853,48.2246328
"Kepler-590 b",,296.3855467,48.2334177
"Kepler-674 b",,285.1761864,50.1496897
"Kepler-24 b",,290.4132621,38.3437283
"Kepler-661 b",,283.7107463,47.8631748
"Kepler-247 b",,288.6425609,43.0393769
"Kepler-207 b",,290.0305195,42.1660555
"Kepler-647 b",,284.7882977,44.5916225
"Kepler-340 c",,295.9334710,40.3005515
"Kepler-818 b",,296.2351072,39.3702865
"Kepler-208 c",,293.8901979,42.5279413
"Kepler-130 b",,288.4505905,40.2452006
"Kepler-196 c",,284.9685077,42.0791214
"Kepler-1640 b",,294.5577857,40.8504949
"Kepler-1611 b",,296.5120204,49.7277506
"Kepler-388 c",,284.8280577,44.6086451
"Kepler-1001 b",,286.2739151,48.6186972
"Kepler-1029 b",,292.1328738,41.5474786
"Kepler-837 b",,285.2467607,45.9501100
"Kepler-813 b",,285.6626752,48.4353251
"Kepler-292 b",,295.7661979,42.4242822
"Kepler-299 b",,283.2070156,48.5805222
"Kepler-945 b",,291.2697354,42.0960305
"Kepler-158 c",,284.0323723,39.7815365
"Kepler-806 b",,296.0071956,44.8535698
"DP Leo b",1995.88832,169.3162193,17.9615717
"Kepler-84 c",,298.2520208,40.4960842
"Kepler-139 c",,282.3919451,43.8894167
"Kepler-1322 b",,293.2045009,45.4353919
"Kepler-325 d",,289.8354219,49.8256070
"Kepler-1176 b",,297.9197240,45.2742038
"Kepler-1074 b",,284.4766869,46.2526781
"Kepler-161 c",,290.5164698,43.0838642
"Kepler-1366 b",,285.0648845,41.5548464
"Kepler-1406 b",,292.0818824,38.9149472
"CoRoT-8 b",69.28694,291.5885696,1.4262972
"CoRoT-12 b",277.46559,100.7656871,-1.2964437
"WD 0806-661 b",2383.60000,121.7275683,-66.3058835
"WASP-22 b",180.84527,52.8180374,-23.8197924
"GJ 1214 b",6.43000,258.8313991,4.9606795
"WASP-80 b",178.62046,303.1667996,-2.1444369
"WASP-2 b",291.76794,307.7255587,6.4293305
"XO-5 b",334.03933,116.7163868,39.0944695
"GJ 436 b",21.67601,175.5505363,26.7030669
"HAT-P-15 b",649.32669,66.2481420,39.4606020
"HAT-P-16 b",1341.24260,9.5730343,42.4630961
"Kepler-271 b",,283.0029316,44.2841080
"Kepler-407 b",,286.0363025,49.6145027
"K2-187 b",,132.5235618,23.1924709
"K2-217 b",,11.2983678,6.4815879
"HD 124330 b",,212.8207093,54.4089731
"Kepler-75 b",,291.1376203,36.5773443
"Kepler-575 b",,286.9638856,37.8296147
"Kepler-685 b",,293.8719143,38.4229184
"WASP-79 b",267.93069,66.3709016,-30.6004362
"Kepler-198 d",,290.6731326,38.6910045
"Kepler-87 c",,297.9168433,46.9651146
"Kepler-39 b",,296.9603348,46.0342954
"TOI-216.01",,73.9800129,-63.2603301
"Kepler-390 c",,291.6288086,41.2088351
"K2-277 b",,202.0161895,-15.9379749
"BD+20 594 b",16.30000,53.6511231,20.5990205
"K2-229 c",,186.8729195,-6.7218474
"Kepler-906 b",,291.4055614,40.1254254
"Kepler-154 b",,289.7805393,49.8965624
"Kepler-940 b",,294.2413053,47.2759642
"Kepler-341 c",,289.8615609,43.4727412
"Kepler-985 b",,290.1443390,44.0498808
"HD 108236 c",,186.5740627,-51.3630519
"HATS-18 b",629.30340,173.9574203,-29.1560639
"Kepler-1010 b",,289.1926026,44.1493165
"Kepler-1365 c",,292.1996573,42.0459944
"WASP-159 b",174.80650,68.1364792,-38.9682973
"WASP-15 b",179.89178,208.9280111,-32.1597118
"WASP-65 b",492.62000,133.3242982,8.5230171
"Kepler-756 b",,290.6079736,41.2010940
"HATS-55 b",292.72143,114.2833819,-32.7554188
"Kepler-942 b",,294.9550809,44.1499518
"Kepler-257 d",,297.3159994,46.0232642
"GJ 436 b",22.10000,175.5505363,26.7030669
"Kepler-419 c",2320.10000,295.4179125,51.1847629
"K2-276 b",,125.9528309,22.6339399
"Kepler-1643 b",,300.4310076,44.7510129
"Kepler-1666 c",,297.9516071,46.2647024
"Kepler-1015 b",,292.7573088,43.4268439
"HAT-P-32 b",263.79890,31.0427614,46.6878512
"K2-198 b",,198.8436817,-6.4649888
"Kepler-1224 b",,286.6257591,37.5373130
"K2-179 b",,58.7967878,23.7567524
"Kepler-1440 b",,285.3469737,48.3122283
"K2-52 b",,246.6114157,-24.9699462
"Kepler-1328 b",,284.6753857,44.4177225
"Qatar-5 b",1373.02560,7.0539375,42.0613451
"K2-34 b",,127.5787231,22.2359194
"Kepler-52 c",3308.41000,286.7380152,49.9757383
"Kepler-1577 b",,292.9552704,47.5730433
"HD 3167 b",,8.7401487,4.3807215
"Kepler-937 c",,294.1688142,46.7146161
"Kepler-354 b",,285.7515347,41.3356739
"Kepler-1613 b",,289.8750066,43.4209318
"HATS-71 b",,15.5518893,-61.7561333
"LHS 1140 b",6.65000,11.2486320,-15.2741085
"Kepler-648 b",,283.8996207,45.0169137
"Kepler-81 b",,293.6369437,42.8248275
"Kepler-62 c",,283.2125621,45.3496992
"K2-132 b",,182.1662666,-8.7472172
"CoRoT-4 b",232.33373,102.1946233,-0.6727861
"Kepler-60 c",4.80000,288.9612535,42.2650472
"HATS-14 b",340.39593,313.2154754,-25.6873756
"Kepler-44 b",317.82000,300.1023512,45.7621918
"Kepler-301 d",,283.9829040,49.2329512
"Kepler-1554 b",,286.5760160,41.7415762
"Kepler-828 b",,286.8872555,42.4712271
"TrES-3 b",603.55917,268.0291106,37.5463268
"Kepler-340 b",,295.9334710,40.3005515
"Kepler-20 d",,287.6979913,42.3385782
"Kepler-1676 b",,287.2368778,43.5671665
"Kepler-1421 b",,286.5806115,48.5442312
"Kepler-897 b",,290.5867992,51.6957731
"K2-165 d",,184.9004881,0.9683270
"TOI-700 b",,97.0957165,-65.5786149
"HIP 65 A b",1021.18779,0.1856063,-54.8308228
"OGLE-2005-BLG-071L b",,267.5407080,-34.6731944
"Kepler-1160 b",,287.8793899,43.3640752
"Kepler-191 d",,291.1833211,45.3230937
"Kepler-1002 b",,293.0794629,43.0736770
"Kepler-444 b",,289.7528323,41.6318840
"GJ 357 b",,144.0074644,-21.6650634
"K2-3 d",,172.3353708,-1.4551364
"Kepler-118 b",,299.2131881,41.4248195
"Kepler-1143 c",,287.3027720,39.2896399
"Kepler-1602 b",,293.5808607,40.4275396
"Kepler-1261 b",,285.2324786,48.8066963
"Kepler-1476 b",,284.5320743,43.9898971
"Kepler-392 b",,288.6608260,43.3681938
"GJ 317 b",,130.2445254,-23.4528090
"Kepler-80 d",6.75000,296.1125759,39.9787451
"Kepler-59 b",651.52000,287.0394932,46.6401677
"Kepler-256 b",,292.5804200,46.0973588
"Kepler-1102 b",,281.3225917,48.0664955
"K2-33 b",,242.5613635,-19.3193831
"K2-199 b",,208.9014508,-6.1360833
"Kepler-233 c",,296.3665054,51.3194548
"Kepler-598 b",,293.1234493,40.9348005
"K2-269 b",,130.1551381,13.0146799
"HD 73534 b",,129.8153421,12.9599703
"WASP-26 b",326.71500,4.6030424,-15.2674044
"NGTS-13 b",1538.29720,176.2402326,-38.1397158
"Kepler-219 b",,288.7389481,46.7625929
"GJ 1214 b",,258.8313991,4.9606795
"Kepler-1444 b",,285.3306799,42.0405016
"Kepler-1396 b",,294.3363936,44.9182296
"Kepler-1435 b",,291.1732806,44.9210836
"Kepler-1128 b",,293.0633150,39.4034052
"KOI-94 d",,297.3330716,41.8911186
"K2-3 c",3.10000,172.3353708,-1.4551364
"Kepler-333 c",,292.2861201,40.9135429
"CoRoT-7 c",8.40000,100.9561682,-1.0630076
"Kepler-276 b",,293.5681970,39.0363123
"WASP-50 b",466.55500,43.6880738,-10.8980242
"K2-90 b",,59.1527391,22.4724517
"TOI-700 c",,97.0957165,-65.5786149
"Kepler-307 c",,297.7950939,40.4176403
"WASP-35 b",228.82800,76.0818912,-6.2297801
"K2-49 b",,177.3202331,3.4755183
"K2-84 c",,55.8093566,16.6344396
"Kepler-857 b",,294.6323978,43.4004526
"Kepler-925 b",,290.1065581,40.4906242
"Kepler-755 c",,296.8609348,41.0973178
"TYC 0434-04538-1 b",,271.3396528,2.0622774
"Kepler-37 e",,284.0592503,44.5183733
"Kepler-1635 b",,285.3490542,45.5561768
"Kepler-11 f",2.00000,297.1150949,41.9091092
"HATS-3 b",340.38200,312.4574879,-24.4286938
"Kepler-1092 b",,297.7232008,47.1126833
"CoRoT-19 b",346.43470,97.0335983,-0.1707293
"Kepler-139 b",,282.3919451,43.8894167
"Kepler-1441 b",,293.7191177,43.1245756
"HATS-9 b",,290.8101704,-20.1663771
"Kepler-1665 b",,290.3962400,41.0399229
"EPIC 220674823 b",,13.0800239,10.7947051
"Qatar-7 b",597.52040,358.5151344,37.0218242
"Kepler-53 b",,290.4617926,40.5624966
"Kepler-504 b",,284.9219608,45.9723265
"XO-3 b",3759.92890,65.4695814,57.8172095
"LHS 1815 b",8.70000,91.0899861,-55.3115376
"K2-213 b",,13.1403998,3.5077702
"K2-207 b",,11.6996481,0.6406182
"Kepler-167 d",,292.6585253,38.3455558
"Kepler-746 b",,290.6822097,37.3551593
"Kepler-44 b",324.17000,300.1023512,45.7621918
"Kepler-520 c",,293.1802903,41.6177408
"CoRoT-30 b",921.70700,277.6011767,6.8359338
"KMT-2019-BLG-1339L b",397.00000,265.7434170,-25.5739167
"Kepler-85 b",,290.9734395,45.2902761
"Kepler-1259 b",,297.8414628,46.9676288
"HAT-P-26 b",22.24810,213.1565508,4.0594175
"HAT-P-37 b",371.52800,284.2960393,51.2691212
"OGLE-2016-BLG-1067L b",140.00000,273.2045000,-27.0126389
"K2-223 b",,185.3061830,-10.2820915
"CoRoT-17 b",772.29000,278.6992360,-6.6122880
"MOA-2009-BLG-387L b",830.00000,268.4616250,-33.9903333
"KOI-94 d",58.40000,297.3330716,41.8911186
"Kepler-1423 b",,288.2437481,41.1100655
"K2-38 c",9.90000,240.0333095,-23.1894196
"Kepler-1664 b",,286.8527157,49.2616668
"EPIC 205950854 c",,333.1100738,-16.3418863
"MOA-2013-BLG-605L b",8.28000,272.0192570,-29.7315826
"Kepler-176 d",15.20000,294.6679021,43.8532104
"Kepler-240 c",102.30000,291.1587635,40.7502108
"OGLE-2017-BLG-1140L b",515.00000,266.8830570,-24.5226669
"Kepler-238 e",169.70000,287.8971066,40.6378141
"MOA-bin-29 b",190.00000,269.3759583,-29.7365639
"Kepler-277 c",39.60000,286.5831894,39.0772582
"OGLE-2015-BLG-1771L b",740.90000,268.7990000,-28.8627500
"Kepler-25 c",15.20000,286.6383905,39.4879038
"Kepler-323 b",684.40000,291.3822988,38.1274595
"HR 8799 d",,346.8701486,21.1340376
"Kepler-277 b",87.30000,286.5831894,39.0772582
"Kepler-145 b",37.10000,291.3877397,44.5290465
"TRAPPIST-1 d",0.29700,346.6263919,-5.0434618
"Kepler-33 f",9.60000,289.0775348,46.0051696
"Kepler-363 c",66.40000,283.1920779,41.3054172
"Kepler-31 c",29.50000,294.0230229,45.8530535
"MOA-2010-BLG-477L b",480.00000,271.5310060,-31.4544773
"Kepler-11 d",6.80000,297.1150949,41.9091092
"Kepler-32 b",9.40000,297.8423073,46.5743595
"Kepler-276 d",16.30000,293.5681970,39.0363123
"MOA-2016-BLG-319L b",210.00000,268.7422180,-29.7504635
"Kepler-49 b",8.00000,292.2945208,40.5918123
"MOA-2008-BLG-310L b",23.40000,268.5605420,-34.7780528
"Kepler-122 e",27.70000,291.1118647,39.9490248
"Kepler-549 b",11.00000,283.0228527,47.2611431
"Kepler-197 c",5.30000,295.2264739,50.5592348
"Kepler-56 c",286.80000,293.7583002,41.8718070
"OGLE-2012-BLG-0950L b",25.00000,272.0192570,-29.7315826
"MOA-2009-BLG-319L b",50.00000,271.7422080,-26.8196917
"OGLE-2005-BLG-169L b",14.10000,271.5221670,-30.7326389
"Kepler-80 d",3.70000,296.1125759,39.9787451
"MOA-2013-BLG-605L b",3.23000,272.0192570,-29.7315826
"OGLE-2007-BLG-368L b",20.00000,269.1081670,-32.2374167
"OGLE-2013-BLG-1761L b",860.00000,268.4094850,-28.8952713
"KMT-2016-BLG-2142L b",4923.00000,268.1120000,-29.3845615
"Kepler-396 c",17.90000,296.1328135,48.9773095
"Kepler-79 c",13.70000,300.5171067,44.3815508
"Kepler-33 e",5.50000,289.0775348,46.0051696
"Kepler-105 b",5.10000,287.8872376,46.2761224
"55 Cnc f",44.81200,133.1468373,28.3298154
"Kepler-36 c",7.50000,291.2501859,49.2318073
"Kepler-92 b",64.30000,289.0860607,41.5630224
"Kepler-33 d",3.91000,289.0775348,46.0051696
"TrES-3 b",607.03000,268.0291106,37.5463268
"MOA-2016-BLG-227L b",1300.00000,271.4737550,-27.7142868
"Kepler-595 b",17.40000,294.5703593,50.6730147
"K2-193 b",,205.2371043,-11.0093342
"Kepler-1296 b",,292.1251038,41.4077928
"XO-2 N b",176.39565,117.0267691,50.2251472
"HAT-P-14 b",1093.33520,260.1161719,38.2421682
"WASP-81 b",231.69807,304.2079924,3.2939492
"Kepler-1595 b",,285.7227502,43.0094855
"Kepler-441 b",,284.5669540,49.0127077
"HD 10180 d",,24.4731133,-60.5114881
"HD 212301 b",,336.8803957,-77.7183219
"HD 158038 b",,261.4395312,27.3030721
"Pr0211 b",,130.5477440,19.2769570
"HD 222582 b",,355.4640788,-5.9862379
"HD 164604 b",,270.7787177,-28.5608343
"Kepler-88 d",,291.1481028,40.6694130
"HD 190007 b",,300.6956339,3.3266992
"GJ 317 c",,130.2445254,-23.4528090
"HATS-59 c",,170.3243250,-22.3881770
"HD 215497 c",,341.6527140,-56.5997984
"WASP-107 c",,188.3864277,-10.1462141
"HD 1605 b",,5.1317548,30.9750611
"KELT-12 b",301.93850,267.6404906,36.5701761
"GJ 676 A e",,262.5448903,-51.6377777
"Teegarden's Star c",,43.2691449,16.8649024
"HD 192310 c",,303.8284712,-27.0337556
"V0391 Peg b",,331.0504119,26.4188227
"75 Cet b",,38.0391598,-1.0350269
"RR Cae b",,65.2733756,-48.6542601
"HD 108147 b",,186.4409852,-64.0223492
"K2-266 b",,157.9356855,0.9372782
"DMPP-1 c",,86.7761233,-10.6303217
"HD 16417 b",,39.2441029,-34.5790905
"HD 33142 c",,76.8980559,-13.9863374
"HD 120084 b",,205.6619890,78.0646376
"GJ 667 C f",,259.7510609,-34.9977651
"GJ 9827 b",3.42000,351.7717763,-1.2853435
"NSVS 14256825 b",,305.0019460,4.6323715
"GJ 9827 d",5.20000,351.7717763,-1.2853435
"HAT-P-32 b",216.12440,31.0427614,46.6878512
"HD 30669 b",,72.1198522,-28.4190757
"HD 68402 b",,121.3474609,-74.4100732
"eps Eri b",247.90740,53.2284306,-9.4581715
"CT Cha b",5403.00000,166.0375038,-76.4553693
"HATS-44 b",177.98480,84.3267559,-27.9725758
"Kepler-970 b",,289.6252192,40.7087351
"PDS 70 b",953.49000,212.0421402,-41.3980405
"KOI-3680 b",613.41190,293.2815266,45.3096572
"HAT-P-25 b",180.20961,48.4354731,25.1973548
"Kepler-424 b",327.35000,298.6249797,48.5774500
"Kepler-10 b",3.57000,285.6792980,50.2414842
"K2-219 b",,12.8452963,8.8675474
"HAT-P-41 b",254.26400,297.3226523,4.6724124
"K2-188 b",,129.8137008,23.3574367
"WASP-1 b",273.33380,5.1669536,31.9899732
"Kepler-36 b",3.83000,291.2501859,49.2318073
"TOI-628 b",2011.86390,99.2630608,1.7675497
"K2-164 b",,171.9336590,-0.0628488
"K2-32 d",,252.4260080,-19.5430504
"K2-233 b",,230.4799011,-20.2317975
"WASP-43 b",635.02434,154.9081869,-9.8064431
"CoRoT-1 b",359.14790,102.0798591,-3.1021394
"HD 3167 c",,8.7401487,4.3807215
