pl_name,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,sy_dist
"Kepler-975 b",1,1,0,10.98955,70.73595,1.97032130,1.500,426.0880000
"Kepler-545 b",1,1,0,11.93508,72.75932,13.24934059,2.470,818.0010000
"Kepler-728 b",1,1,0,13.48226,77.02592,5.74347727,3.230,1765.2300000
"Kepler-254 b",1,3,0,15.64277,76.82240,5.82665919,3.680,1389.4800000
"Kepler-256 c",1,4,0,12.96405,78.39607,3.38801185,1.790,1026.4300000
"Kepler-24 c",1,4,0,11.01831,70.54989,12.33340885,4.750,1156.8100000
"Kepler-201 b",1,2,0,10.12709,74.33875,25.67212848,2.730,636.4450000
"Kepler-198 c",1,3,0,10.98805,70.95869,49.56740850,,495.3580000
"Kepler-203 b",1,3,0,7.89379,75.69361,3.16269207,,703.3020000
"Kepler-206 d",1,3,0,11.71043,74.16686,23.44337480,,594.4470000
"Kepler-347 b",1,2,0,16.35836,80.44858,12.79838000,1.690,1298.8800000
"Kepler-348 b",1,2,0,7.37141,75.01850,7.05674700,1.490,570.7830000
"Kepler-350 b",1,3,0,15.11288,70.17289,11.18969000,1.640,956.8590000
"Kepler-351 c",1,3,0,15.54303,73.30625,57.24717000,3.300,1083.9100000
"Kepler-1075 b",1,1,0,16.69848,78.22874,1.52373200,1.110,291.2750000
"Kepler-364 b",1,2,0,20.43826,76.69680,25.74610000,1.300,891.4620000
"Kepler-121 b",1,2,0,14.57646,70.37852,3.17742200,2.340,510.5230000
"Kepler-323 b",1,2,0,10.24008,70.69550,1.67832630,,454.8830000
"Kepler-1550 b",1,1,0,12.87652,69.59786,225.58524500,,1179.0100000
"Kepler-1551 b",1,1,0,8.03777,73.90163,24.49726830,,1463.7200000
"HAT-P-17 b",1,2,0,-16.17689,80.85150,,,92.3831000
"Kepler-316 c",1,2,0,13.25897,76.07606,6.82778390,1.320,384.9380000
"Kepler-144 b",1,2,0,18.68909,72.14748,5.88522100,1.330,384.9170000
"Kepler-145 c",1,2,0,13.04277,76.57260,42.88255000,4.320,566.8500000
"Kepler-158 b",1,2,0,16.12696,69.82072,16.70924000,1.860,315.1770000
"Kepler-865 b",1,1,0,8.53980,77.80764,14.16400056,,586.1370000
"Kepler-862 b",1,1,0,9.96035,80.44530,3.14864615,,1039.0300000
"Kepler-1116 b",1,1,0,12.51187,76.36321,41.69767990,,1008.5700000
"Kepler-657 b",1,1,0,14.33807,79.10657,24.54345660,,1691.8800000
"Kepler-663 b",1,1,0,10.64959,81.74667,4.99677700,2.400,1063.0900000
"Kepler-185 c",1,2,0,18.69333,73.39808,20.72910761,,466.7350000
"Kepler-1060 b",1,1,0,14.65459,70.29069,46.87827068,,946.5650000
"Kepler-138 c",1,3,0,13.17249,75.10743,13.78109344,1.400,66.8624000
"Kepler-228 d",1,3,0,11.67615,81.50262,11.09435443,,1644.6100000
"Kepler-8 b",1,1,0,19.01274,71.65893,,15.789,1021.8700000
"Kepler-212 b",1,2,0,14.94551,74.11519,16.25831000,0.940,687.1940000
"Kepler-532 b",1,1,0,10.47604,82.61406,12.92491623,2.620,312.7980000
"Kepler-172 c",1,4,0,17.34751,71.60688,6.38901755,2.350,828.5920000
"Kepler-523 b",1,1,0,18.19117,75.41032,5.83597706,,253.2950000
"Kepler-140 b",1,2,0,16.51644,77.51619,3.25427000,1.610,583.8590000
"Kepler-52 c",1,3,0,18.08721,80.47826,16.38482024,,321.5420000
"Kepler-18 d",1,3,0,8.92007,79.00740,14.85891269,6.040,433.0470000
"Kepler-48 d",1,4,0,6.33882,76.08999,,1.937,306.7380000
"Kepler-103 c",1,2,0,12.75709,71.65202,179.61200000,5.140,494.8320000
"Kepler-710 b",1,1,0,11.87064,75.06752,4.34728553,1.600,1448.3400000
"Kepler-642 b",1,1,0,10.60971,75.63245,4.41745855,2.900,781.5820000
"Kepler-642 b",1,1,0,10.60971,75.63245,4.41746257,3.950,781.5820000
"Kepler-674 b",1,1,0,19.08773,80.28251,2.24338000,1.610,342.2540000
"Kepler-675 b",1,1,0,14.01054,82.59658,2.33743970,,665.6800000
"Kepler-643 b",1,1,0,13.04119,74.72295,16.33895200,12.700,1063.5800000
"Kepler-225 c",1,2,0,13.78927,79.53972,18.79420980,1.820,561.1010000
"Kepler-175 b",1,2,0,13.96113,75.39446,11.90362000,2.500,1312.3400000
"Kepler-1162 b",1,1,0,18.67184,75.14127,32.56370690,2.220,940.2110000
"Kepler-174 b",1,3,0,15.33905,74.71852,13.98177862,,384.7570000
"Kepler-141 c",1,2,0,10.44986,81.60929,7.01061700,37.400,301.1830000
"Kepler-409 b",1,1,0,12.61690,79.43306,68.95860800,0.980,68.1730000
"Kepler-499 b",1,1,0,10.38317,77.23258,5.63252845,2.100,556.7260000
"Kepler-142 b",1,3,0,12.48273,81.36992,2.02414559,1.940,548.6860000
"Kepler-968 b",1,2,0,18.81793,80.34362,,2.081,290.3240000
"Kepler-966 b",1,1,0,11.99998,83.52260,,5.558,1027.8000000
"Kepler-647 b",1,2,0,17.38500,74.70457,16.22534399,,1087.8700000
"Kepler-219 c",1,3,0,15.64895,77.88787,22.71451538,,787.0700000
"Kepler-355 c",1,2,0,16.04522,73.26258,25.76263521,,1432.1700000
"Kepler-1672 b",1,1,0,6.78475,75.04428,150.87831980,,391.1810000
"Kepler-992 b",1,1,0,18.69367,77.61384,20.16040877,,259.6390000
"Kepler-846 b",1,1,0,17.55834,79.64610,19.80778729,,1127.1200000
"Kepler-818 b",1,1,0,7.47435,73.59645,10.03538581,4.690,925.0370000
"Kepler-202 c",1,2,0,17.44261,71.00646,16.28247625,,285.1110000
"Kepler-84 d",1,5,0,6.68858,75.35385,4.22453631,,1023.9000000
"Kepler-399 c",1,3,0,5.96067,75.99132,26.67578180,,740.5370000
"Kepler-208 c",1,4,0,10.52882,75.56386,7.46662197,1.520,775.3280000
"Kepler-57 b",1,2,0,11.65774,77.41261,5.72931758,,644.1400000
"Kepler-798 b",1,1,0,11.28489,74.73250,13.71938763,,972.2740000
"Kepler-934 b",1,1,0,13.42851,75.50887,55.67383090,2.090,608.7380000
"Kepler-1034 b",1,1,0,13.92633,68.74506,12.12401737,2.370,654.5490000
"Kepler-388 c",1,2,0,17.36479,74.73194,13.29724000,1.060,
"Kepler-937 b",1,2,0,12.25527,79.46009,67.66919000,3.800,1571.4600000
"Kepler-996 b",1,1,0,11.39157,73.98536,3.77057431,,1216.5800000
"Kepler-949 b",1,1,0,9.44424,80.69553,8.68930122,2.920,486.1050000
"Kepler-66 b",1,1,0,12.35796,79.37647,17.81595067,2.930,1202.9600000
"Kepler-184 c",1,3,0,12.04501,75.41102,20.30307267,,610.3260000
"Kepler-1217 b",1,1,0,16.99240,82.01835,2.03231664,,1347.7100000
"Kepler-1332 b",1,1,0,13.01204,75.88873,11.87457664,,528.6850000
"Kepler-811 b",1,1,0,18.13436,78.04972,23.58461000,2.160,985.0410000
"Kepler-1336 b",1,2,0,11.05935,80.30664,23.19841872,,1126.6400000
"Kepler-826 b",1,1,0,15.33019,69.55449,4.48758016,,779.5960000
"Kepler-302 b",1,2,0,10.75802,76.70486,30.18376000,2.800,1402.5800000
"Kepler-299 b",1,4,0,19.77727,78.26193,2.92721559,1.220,1052.2400000
"Kepler-319 c",1,3,0,12.75373,71.32161,6.94135824,,503.4360000
"Kepler-988 b",1,1,0,12.50541,74.23269,17.76080053,2.070,304.8890000
"Kepler-977 b",1,1,0,11.97106,74.50788,26.85336000,2.600,568.7510000
"Kepler-351 c",1,3,0,15.54303,73.30625,57.24899018,,1083.9100000
"Kepler-919 b",1,1,0,10.73672,82.33495,11.04564000,2.060,1119.8700000
"Kepler-313 b",1,2,0,10.76951,82.64379,14.97031664,2.530,
"Kepler-62 b",1,5,0,18.69539,75.03750,5.71489398,,300.8740000
"Kepler-33 f",1,5,0,15.13411,77.26281,41.02902000,4.460,1209.1600000
"Kepler-282 d",1,4,0,17.53304,74.87605,24.80568031,2.330,1337.6100000
"Kepler-282 d",1,4,0,17.53304,74.87605,24.80567750,,1337.6100000
"Kepler-1206 b",1,1,0,12.60425,82.81438,,1.436,762.0190000
"Kepler-1207 b",1,1,0,12.91225,82.15527,13.68237119,1.620,1754.1900000
"Kepler-1320 b",1,1,0,13.27142,71.76684,0.86838650,1.520,647.4240000
"Kepler-401 b",1,3,0,16.44236,82.17430,14.38345309,,965.5600000
"Kepler-1322 b",1,1,0,12.28194,77.98305,0.96286820,1.500,1350.3200000
"Kepler-369 b",1,2,0,13.08730,80.40251,,1.374,
"Kepler-750 c",1,2,0,14.31346,75.37602,4.08898221,,1296.0200000
"Kepler-304 c",1,4,0,9.24910,73.98630,5.31595347,2.800,434.6840000
"Kepler-1357 b",1,1,0,15.38605,82.07475,,1.220,1015.6900000
"Kepler-1170 b",1,1,0,12.21294,76.12959,9.98970266,,1050.4500000
"Kepler-1173 b",1,1,0,12.42904,78.16899,0.76985360,0.890,377.0600000
"Kepler-1359 b",1,1,0,13.14527,73.53491,59.49709520,3.240,614.8590000
"Kepler-770 c",1,3,0,13.82103,69.25204,1.47532231,1.200,930.4570000
"Kepler-1078 b",1,1,0,11.21701,75.80288,3.00725068,,2481.7100000
"Kepler-1079 b",1,1,0,8.53647,80.42779,,2.036,591.0980000
"Kepler-1183 b",1,1,0,9.99015,71.69328,28.50615646,,1919.1900000
"Kepler-1244 b",1,1,0,19.68291,75.97691,3.70429015,,1075.8100000
"Kepler-759 b",1,1,0,12.52759,73.25192,41.80695945,,1073.4800000
"Kepler-633 b",1,1,0,8.74621,74.29882,8.50341306,,680.5400000
"Kepler-84 b",1,5,0,6.68858,75.35385,8.72605688,,1023.9000000
"Kepler-1430 b",1,1,0,13.65714,74.96655,2.46050095,,875.5230000
"Kepler-47 d",2,3,0,11.66115,80.00709,187.36600000,7.040,1025.0200000
"WASP-16 b",1,1,0,38.09725,329.23463,,,194.1340000
"WASP-24 b",3,1,0,48.82969,1.86251,,,322.1140000
"K2-21 c",1,2,0,-57.17935,48.93602,15.49412230,,83.6448000
"Kepler-1017 b",1,1,0,16.65844,69.99200,7.23404900,3.200,552.0580000
"Kepler-1016 c",1,2,0,11.65065,78.93727,,4.327,1402.8200000
"K2-192 b",1,1,0,49.08730,323.71825,4.16300000,,221.7530000
"Kepler-96 b",1,1,0,7.48242,74.92809,16.23847733,,122.8810000
"Kepler-1038 b",1,1,0,8.06131,78.79138,148.46018190,,584.1360000
"Kepler-288 d",1,3,0,12.60684,71.19269,56.63849917,,1194.1500000
"Kepler-26 b",1,4,0,17.99282,76.67999,12.28235626,2.830,335.3070000
"Kepler-407 b",1,2,0,18.38300,79.95374,0.66931009,,338.3680000
"Kepler-177 b",1,2,0,16.72431,75.49689,36.85500000,2.900,1435.4400000
"Kepler-177 c",1,2,0,16.72431,75.49689,49.41243000,7.100,1435.4400000
"Kepler-177 b",1,2,0,16.72431,75.49689,36.85680080,3.620,1435.4400000
"Kepler-177 c",1,2,0,16.72431,75.49689,49.41121127,6.770,1435.4400000
"BD-00 4475 b",1,1,0,-53.35536,77.53408,723.20000000,,42.6402000
"TOI-220 b",1,1,0,-28.86577,271.18492,10.70411200,2.705,90.7402000
"Kepler-1663 b",1,1,0,15.44414,80.31086,17.60461401,2.640,337.9260000
"Kepler-124 c",1,3,0,17.75101,79.58850,13.82140230,,420.0460000
"Kepler-486 b",1,1,0,18.96862,79.33544,,10.936,436.2570000
"Kepler-18 b",1,3,0,8.92007,79.00740,3.50469125,,433.0470000
"Kepler-75 b",1,1,0,9.71930,69.19995,8.88492268,11.020,835.3560000
"Kepler-542 b",1,1,0,9.84658,71.37602,13.14496443,,436.0160000
"Kepler-520 b",1,2,0,10.58195,74.49539,19.67416124,1.660,623.9010000
"Kepler-698 b",1,1,0,13.59929,72.65360,,6.064,1995.5700000
"Kepler-203 b",1,3,0,7.89379,75.69361,3.16269207,2.610,703.3020000
"Kepler-276 c",1,3,0,9.13322,72.30607,31.88355187,,1144.8600000
"Kepler-194 d",1,3,0,14.09794,79.85362,52.81480510,,1097.9700000
"Kepler-113 c",1,2,0,17.68980,81.73182,,2.545,262.3510000
"Kepler-1013 b",1,1,0,13.73979,76.13159,18.93054959,4.700,422.2460000
"Kepler-87 c",1,2,0,10.10838,80.91089,573.95023000,4.960,1232.9000000
"Kepler-831 b",1,1,0,9.90750,76.12355,5.62153941,1.190,593.5400000
"WASP-21 b",1,1,0,-38.25641,91.75434,4.32251260,11.994,258.4260000
"Kepler-39 b",1,1,0,10.23403,79.75961,21.08717400,9.800,1057.4100000
"Kepler-562 b",1,1,0,14.58257,77.81928,18.00932150,,992.7690000
"Kepler-217 b",1,3,0,12.75822,78.70435,5.37493491,2.110,1104.6400000
"Kepler-343 c",1,2,0,11.75702,74.82498,23.22181890,1.530,927.1930000
"Kepler-243 b",1,2,0,16.22140,72.31271,5.71542142,,693.8600000
"Qatar-3 b",1,1,0,-25.35493,110.71755,2.50792040,12.285,735.6010000
"Kepler-25 c",2,3,0,14.16403,70.34971,12.72037026,4.750,243.2490000
"Kepler-148 d",1,3,0,15.03000,78.27565,51.84688575,8.950,791.1630000
"Kepler-498 b",1,1,0,13.70333,76.24340,9.61374946,,938.8440000
"OGLE-TR-132 b",1,1,0,-2.34319,289.23465,1.68986800,13.227,2012.6200000
"HD 82943 c",1,2,0,28.25070,245.84326,220.07800000,,27.5902000
"Kepler-1517 b",1,1,0,14.83951,74.21590,5.54608431,,847.2990000
"WASP-101 b",1,1,0,-14.23405,232.32233,3.58572000,16.029,201.2240000
"K2-80 b",1,3,0,-29.48306,176.61237,19.09180000,2.010,200.8020000
"Kepler-79 d",1,4,0,7.23801,79.57854,52.09020000,7.160,1020.7200000
"Kepler-107 e",1,4,0,11.23255,81.72606,14.74904900,3.450,525.9970000
"Kepler-75 b",1,1,0,9.71930,69.19995,8.88491160,11.770,835.3560000
"Kepler-903 b",1,2,0,13.15584,72.14102,10.35077210,2.010,1369.2400000
"Kepler-933 b",1,1,0,13.81149,75.08255,14.20455271,,1017.2000000
"HATS-12 b",1,1,0,-14.11663,18.14948,3.14283300,15.132,746.1380000
"Kepler-341 c",1,4,0,13.59083,75.11189,,2.049,1047.0300000
"WASP-50 b",1,1,0,-56.78937,189.67935,1.95509380,12.924,184.8480000
"Kepler-319 c",1,3,0,12.75373,71.32161,6.94135704,,503.4360000
"Kepler-612 b",1,1,0,13.58368,77.69523,3.72215735,,1445.5300000
"Kepler-31 b",1,3,0,11.95710,78.62698,20.86024027,,1664.6400000
"Kepler-631 b",1,1,0,7.45831,74.59769,17.97979059,2.900,761.9660000
"WASP-47 b",1,4,0,-48.18707,45.74798,4.15922100,12.300,264.7800000
"Kepler-1571 b",1,1,0,7.61693,80.78026,3.38557445,1.630,675.3030000
"Kepler-1524 b",1,1,0,9.14077,72.85526,70.96709728,,381.7730000
"WASP-65 b",1,1,0,30.91920,219.40614,2.31142430,12.464,273.7030000
"Kepler-188 c",1,2,0,19.64002,73.51949,5.99655700,3.200,968.5440000
"Kepler-847 b",1,1,0,19.87459,79.20453,2.34323057,,513.1030000
"Kepler-471 b",1,1,0,7.66243,78.28462,5.01423473,,1249.4100000
"K2-17 b",1,1,0,65.10211,266.61925,17.96540000,1.530,125.1060000
"WASP-10 b",1,1,0,-27.14412,100.11200,3.09276360,14.348,140.9980000
"Kepler-133 b",1,2,0,11.13965,81.90697,8.13000457,1.590,653.6000000
"Kepler-922 b",1,1,0,19.14950,79.56585,0.93846696,,536.3230000
"Kepler-942 b",1,1,0,10.59114,77.39112,44.96417488,2.130,216.3540000
"Kepler-387 c",1,2,0,15.81604,76.56610,,1.138,801.0520000
"KOI-1783.02",1,2,0,15.36009,78.27209,284.06313700,6.360,865.7300000
"GJ 436 b",1,1,0,74.57238,210.55638,2.64388312,4.170,9.7532100
"Kepler-166 c",1,3,0,13.81924,81.14899,34.25954112,,603.5300000
"Kepler-108 c",2,2,0,11.71993,78.99024,190.32004680,7.780,338.7320000
"Kepler-21 b",2,1,0,13.33672,69.85644,2.78581504,,108.5220000
"Kepler-1499 b",1,1,0,16.85567,71.61600,44.20412551,,309.8690000
"Kepler-419 c",1,2,0,13.53223,83.93458,675.47000000,,1011.3600000
"Kepler-1638 b",1,1,0,12.28820,81.52166,259.34304000,,1525.5200000
"Kepler-1604 b",1,1,0,16.90627,74.69980,0.34184202,,541.1890000
"Kepler-1609 b",1,1,0,11.78036,71.67209,114.34219000,2.050,1826.0400000
"Kepler-1645 b",1,1,0,11.06907,82.06020,16.17795610,1.780,1202.4700000
"Kepler-500 b",1,1,0,9.81856,77.46634,8.50833310,,807.4800000
"Kepler-1538 b",1,1,0,18.58164,74.99672,175.13881900,2.940,1125.3000000
"Kepler-709 b",1,1,0,11.63797,74.82489,16.08524954,2.920,664.8430000
"Kepler-1224 b",1,1,0,13.38330,68.50921,13.32351601,1.110,559.5980000
"Kepler-903 b",1,2,0,13.15584,72.14102,10.35078415,1.970,1369.2400000
"WASP-32 b",1,1,0,-60.40423,104.68518,2.71865900,13.227,275.9940000
"Kepler-1121 b",1,1,0,10.63302,81.68567,,1.679,482.0470000
"Kepler-1204 b",1,1,0,13.46382,74.06900,85.74280000,3.000,1175.2200000
"Kepler-1689 b",1,1,0,10.34205,71.24425,8.48293296,0.840,294.1220000
"Kepler-1000 b",1,1,0,17.07309,77.65310,120.01812720,4.670,1115.6200000
"Kepler-1426 b",1,1,0,14.41171,81.47085,14.25619240,,1697.8100000
"Kepler-130 c",2,3,0,13.20337,71.64555,27.50868200,2.810,316.6630000
"Kepler-759 b",1,1,0,12.52759,73.25192,41.80595440,2.020,1073.4800000
"Kepler-303 c",1,2,0,18.16052,73.34339,7.06117322,1.230,209.7380000
"Kepler-213 c",1,2,0,13.45626,76.50700,4.82293400,2.100,634.9390000
"Kepler-1507 b",1,1,0,15.67191,77.62192,16.05054640,0.810,320.4780000
"Kepler-317 c",1,2,0,8.18819,72.81063,8.77508519,1.850,940.5840000
"Kepler-67 b",1,1,0,12.01771,78.95460,,2.920,1131.1900000
"HD 209458 b",1,1,0,-28.52705,76.75338,,15.917,48.3016000
"WASP-16 b",1,1,0,38.09725,329.23463,3.11860000,13.675,194.1340000
"Qatar-4 b",1,1,0,-18.46753,116.87585,1.80537040,,329.0360000
"Kepler-670 b",1,1,0,11.72179,82.63553,2.81650480,,939.7440000
"Kepler-52 d",1,3,0,18.08721,80.47826,,2.012,321.5420000
"K2-136 d",2,3,0,-17.35063,174.77536,25.57150000,1.550,59.2474000
"Kepler-137 c",1,2,0,18.62824,72.46721,18.73575579,2.150,302.9790000
"Kepler-1363 b",1,1,0,11.74736,82.65749,2.94194407,,541.7140000
"K2-122 b",2,1,0,29.53205,203.78125,2.21944122,,72.0444000
"Kepler-937 c",1,2,0,12.25527,79.46009,153.34336400,2.670,1571.4600000
"K2-279 b",1,1,0,54.88181,323.85074,7.12260500,1.210,182.9830000
"Kepler-238 f",1,5,0,13.74892,71.83506,50.44727195,,1798.7500000
"Kepler-1125 b",1,1,0,8.63690,74.51966,17.67006420,1.840,2011.4100000
"Kepler-84 f",1,5,0,6.68858,75.35385,44.55202660,,1023.9000000
"Kepler-169 b",1,5,0,15.17842,71.50909,3.25058201,,406.5290000
"Kepler-533 b",1,1,0,13.48340,81.25178,28.51117639,,302.9550000
"KOI-351 h",1,8,0,19.25567,79.26947,,10.987,848.2540000
"Kepler-127 c",1,3,0,17.64003,76.21619,29.39326312,,352.7940000
"Kepler-473 b",1,1,0,13.95171,69.83524,14.55730433,,905.9370000
"Kepler-1045 b",1,1,0,17.95838,75.01611,26.41044199,,942.4850000
"Kepler-100 d",1,3,0,11.94515,74.22764,35.33308660,1.480,304.6450000
"Kepler-33 b",1,5,0,15.13411,77.26281,5.66807500,1.790,1209.1600000
"Kepler-197 d",2,4,0,13.35928,83.30414,15.67754660,,330.5750000
"Kepler-870 b",1,1,0,13.22301,83.28194,21.35870629,,1259.4600000
"Kepler-1284 b",1,1,0,14.44622,79.48676,0.66407381,1.190,882.3240000
"Kepler-1697 b",1,1,0,15.04776,74.44132,33.49690000,1.260,247.7710000
"Kepler-176 e",1,4,0,10.63645,77.02616,51.16580190,,527.3210000
"Kepler-220 d",1,4,0,13.97444,78.81162,28.12246550,0.970,171.1090000
"Kepler-1492 b",1,1,0,13.43002,72.43279,16.75255007,3.690,331.5530000
"K2-108 b",1,1,0,25.35171,206.69134,4.73399900,5.330,477.2950000
"Kepler-568 b",1,1,0,10.69666,82.24963,11.02346978,,130.6450000
"Kepler-821 b",1,1,0,14.84472,69.92349,1.92279873,1.250,614.5710000
"K2-132 b",1,1,0,52.65691,285.33405,9.17386600,6.865,609.8180000
"Kepler-1255 b",1,1,0,9.74242,76.21133,36.29193360,2.020,1617.0700000
"CoRoT-4 b",1,1,0,-0.89847,213.22759,9.20205000,13.002,726.4120000
"Kepler-1641 c",1,2,0,8.46248,75.58833,32.65703500,3.730,860.3700000
"Kepler-1400 b",1,1,0,16.72230,75.93397,9.06689421,1.620,752.2370000
"Kepler-383 c",1,2,0,10.37328,70.89567,31.20093330,1.390,
"Kepler-290 b",1,2,0,15.58121,73.31632,14.58932429,,694.6270000
"Kepler-1569 b",1,1,0,9.24991,70.17366,5.79179934,,945.4540000
"Kepler-62 f",1,5,0,18.69539,75.03750,267.28330100,1.420,300.8740000
"Kepler-1591 b",1,1,0,9.82378,78.33732,8.18504859,,1419.5800000
"HATS-14 b",1,1,0,-37.08329,20.03137,2.76676410,11.646,513.0110000
"Kepler-768 b",1,1,0,8.45513,71.93296,11.39102358,,784.5600000
"Kepler-771 b",1,1,0,13.02028,69.29811,8.73485836,1.670,1393.8500000
"Kepler-108 b",2,2,0,11.71993,78.99024,49.18394922,8.970,338.7320000
"Kepler-338 b",1,4,0,17.24444,70.48314,13.72707449,2.470,552.7980000
"K2-258 b",1,1,0,61.26650,292.00804,19.09210000,3.000,661.8730000
"Kepler-512 b",1,1,0,10.85325,82.76100,34.43587975,1.980,467.3750000
"HD 3167 b",1,3,0,-58.24060,115.11108,0.95966500,1.624,47.2899000
"K2-281 b",1,1,0,-55.44818,128.82965,8.68772100,8.180,458.1390000
"Kepler-1554 b",1,1,0,15.10187,72.46828,198.08877400,2.740,946.8470000
"K2-275 b",1,2,0,34.58078,205.82396,3.28085800,2.129,123.4380000
"Kepler-614 b",1,1,0,9.49001,80.46178,14.03490255,2.410,527.9950000
"Kepler-20 d",2,6,0,14.57345,73.37692,77.61159870,2.620,282.5630000
"Kepler-6 b",1,1,0,11.35940,81.69270,3.23469931,13.380,587.0390000
"CoRoT-22 b",1,1,0,4.77500,37.48307,9.75598000,4.880,627.1580000
"Kepler-733 b",1,1,0,12.61070,78.36431,20.83495000,2.420,916.7060000
"Kepler-1145 b",1,1,0,9.84769,76.52003,3.97076603,,691.9610000
"Kepler-111 c",1,2,0,12.94056,76.80348,224.77893550,,657.2230000
"Kepler-322 c",1,2,0,19.58672,73.51645,4.33722007,1.630,400.4800000
"Kepler-33 f",1,5,0,15.13411,77.26281,41.02834240,3.920,1209.1600000
"Kepler-761 b",1,1,0,13.45143,75.93811,10.12805158,1.950,830.7070000
"Kepler-49 b",1,4,0,10.71393,73.25730,7.20385586,,311.2220000
"Kepler-362 c",1,2,0,14.07858,79.48280,37.86589640,2.010,1090.5100000
"Kepler-1316 b",1,1,0,6.20238,75.40427,87.97242270,,800.8710000
"Kepler-305 d",1,4,0,5.97338,75.59975,16.73866000,3.600,868.4770000
"Kepler-288 d",1,3,0,12.60684,71.19269,56.63791800,,1194.1500000
"Kepler-965 b",1,1,0,7.22017,76.66856,134.25204740,3.430,582.8280000
"Kepler-1218 b",1,1,0,12.92087,76.63511,22.92272000,1.470,840.5030000
"K2-116 b",1,1,0,-52.23321,49.97279,4.65533500,0.719,49.3855000
"Kepler-605 c",1,2,0,15.21800,74.14976,2.35900200,0.740,556.5800000
"Kepler-1480 b",2,1,0,14.68579,81.20839,22.12708850,3.940,500.8920000
"Kepler-1644 b",1,1,0,18.17315,78.25959,21.09079090,,629.2700000
"Kepler-625 b",1,2,0,10.38327,72.33987,7.75192755,,760.7080000
"Kepler-916 b",1,1,0,13.91322,77.79338,32.29687980,1.840,830.7120000
"Kepler-1117 b",1,1,0,14.60846,81.17194,4.79027800,1.140,568.4870000
"Kepler-739 b",1,1,0,14.73989,78.09236,12.53248465,3.370,1370.6500000
"Kepler-945 b",1,1,0,12.06911,74.28654,31.00338140,2.790,1651.2500000
"K2-250 b",1,1,0,53.10691,289.98214,4.01457000,2.440,414.7080000
"Kepler-1347 b",1,1,0,5.94739,76.20242,14.00947528,0.990,
"Kepler-208 b",1,4,0,10.52882,75.56386,4.22864988,1.680,775.3280000
"K2-3 c",1,3,0,55.25008,264.98752,24.64658200,,44.0727000
"OGLE-2018-BLG-1269L b",1,1,0,-1.82023,2.61007,,,
"Kepler-210 b",1,2,0,11.68733,75.60062,2.45323390,2.560,232.7500000
"Kepler-331 b",1,3,0,10.45298,71.92848,8.45746636,1.870,580.1190000
"Kepler-758 c",1,4,0,10.42657,74.02528,4.75793986,1.650,1502.3200000
"Kepler-703 b",1,1,0,6.71348,76.79525,4.58352176,5.690,1156.8300000
"Kepler-207 b",1,3,0,12.92920,73.94724,1.61188718,1.090,875.5190000
"K2-19 b",1,3,0,58.39355,267.02928,7.91949300,6.751,289.8270000
"Kepler-1505 b",1,1,0,11.44400,74.24726,30.86093660,1.130,495.1480000
"Kepler-104 d",2,3,0,14.56786,73.18543,51.75529576,3.410,400.7850000
"Kepler-216 b",1,2,0,12.26418,78.78512,7.69363627,2.120,1187.4700000
"HAT-P-37 b",1,1,0,19.98353,81.20831,2.79744710,13.798,390.5940000
"WASP-47 b",1,4,0,-48.18707,45.74798,4.15912820,12.710,264.7800000
"HATS-61 b",1,1,0,-46.47071,222.08862,7.81795300,13.395,679.7610000
"Kepler-971 b",1,1,0,16.60734,71.19357,9.59063300,4.770,338.5220000
"HD 5319 b",1,2,0,-62.06908,124.84560,638.60000000,,121.4050000
"Kepler-47 c",2,3,0,11.66115,80.00709,303.22700000,4.650,1025.0200000
"WASP-28 b",1,1,0,-58.48637,83.86040,3.40883870,14.011,348.4940000
"Kepler-234 c",1,2,0,10.21430,71.12598,7.21204152,3.510,1733.1000000
"Kepler-357 b",1,3,0,12.91325,76.04453,6.47539108,1.920,688.5730000
"Kepler-100 c",1,3,0,11.94515,74.22764,12.81588378,2.280,304.6450000
"Kepler-405 c",1,2,0,10.31603,70.89842,29.72668200,4.660,1065.0800000
"Kepler-1012 b",1,1,0,15.17668,77.75547,5.50860699,1.490,411.0770000
"Kepler-780 b",1,1,0,19.30376,73.61865,0.67737516,0.970,557.6520000
"Kepler-624 b",1,1,0,8.26063,73.35450,14.58667500,2.110,748.1880000
"Kepler-20 d",2,6,0,14.57345,73.37692,77.61145505,,282.5630000
"K2-275 c",1,2,0,34.58078,205.82396,8.43875600,2.340,123.4380000
"Kepler-1374 b",1,1,0,13.34189,77.15811,10.65276707,2.390,1078.4600000
"Kepler-1301 b",1,1,0,15.35579,73.14330,9.08237046,1.410,854.2800000
"Kepler-498 b",1,1,0,13.70333,76.24340,9.61375356,3.460,938.8440000
"WASP-42 b",1,1,0,20.79804,303.02858,4.98168190,12.576,177.2910000
"Kepler-1602 b",1,1,0,9.76833,73.56095,11.17931581,1.810,629.8040000
"Kepler-162 b",1,2,0,8.91719,77.82088,6.91986988,1.390,855.6410000
"Kepler-1131 b",1,1,0,12.52682,82.24447,3.53229200,1.400,1030.7000000
"HD 142 c",2,2,0,-66.38756,321.58140,6005.00000000,,26.1853000
"Kepler-331 d",1,3,0,10.45298,71.92848,32.13493000,2.190,580.1190000
"WASP-157 b",1,1,0,53.54342,317.68341,3.95200000,,334.0370000
