pl_name,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,sy_dist
"K2-59 b",1,2,0,-55.79751,48.55544,20.69210000,2.410,311.3130000
"Kepler-1073 c",1,2,0,8.35401,71.80378,4.02582434,1.790,809.8970000
"Kepler-33 d",1,5,0,15.13411,77.26281,21.77566056,,1209.1600000
"GJ 1252 b",1,1,0,-35.49343,341.21724,0.51822400,1.135,20.3730000
"Kepler-174 d",1,3,0,15.33905,74.71852,247.35491400,,384.7570000
"Kepler-910 b",1,1,0,9.22798,76.51187,2.36436901,0.820,400.2890000
"Kepler-408 b",1,1,0,18.73849,78.47517,2.46502000,0.820,88.7832000
"Kepler-324 c",1,2,0,18.13155,80.09266,51.80403000,2.500,501.5740000
"Kepler-395 b",1,2,0,11.95556,77.80798,7.05425900,1.186,421.3820000
"Kepler-59 b",1,2,0,16.67763,77.30341,11.86915070,1.140,1163.2200000
"Kepler-1130 b",2,1,0,17.39614,75.59135,5.45298175,0.800,249.3430000
"Kepler-802 b",1,1,0,16.72791,75.44422,40.05881661,,780.5850000
"Kepler-340 c",1,2,0,8.12813,74.30416,22.82451440,,808.7620000
"HAT-P-14 b",2,1,0,33.53751,62.58916,4.62765940,,222.6630000
"Kepler-1171 b",1,1,0,7.96784,72.42526,1.44259231,,573.0000000
"Kepler-990 b",1,2,0,10.05477,80.84382,9.91721500,2.100,802.1630000
"Kepler-229 b",1,3,0,17.34816,78.97779,6.25296490,2.490,826.2650000
"WASP-33 b",2,1,0,-21.55688,143.09688,,,121.9440000
"Kepler-1028 b",1,1,0,16.30795,81.00863,,1.263,607.9160000
"Kepler-1364 b",1,1,0,12.96444,82.39110,13.32196237,2.150,1056.9000000
"Kepler-713 b",1,1,0,9.61971,76.62730,,2.947,1089.8700000
"Kepler-281 b",1,2,0,11.41339,77.66929,14.64613058,,1745.4500000
"Kepler-333 c",2,2,0,10.86393,73.54712,24.08841780,,324.4130000
"Kepler-862 b",1,1,0,9.96035,80.44530,3.14867900,2.540,1039.0300000
"Kepler-10 b",1,2,0,18.81626,80.48988,,,185.5060000
"Kepler-220 c",1,4,0,13.97444,78.81162,9.03419900,1.570,171.1090000
"Kepler-551 b",1,1,0,18.17379,78.28132,12.37647168,,311.1750000
"Kepler-636 b",2,1,0,10.06814,74.16649,16.08066115,4.450,310.3010000
"Kepler-1607 b",1,1,0,9.17825,76.43909,13.64712110,1.250,1286.1000000
"Kepler-1462 b",1,1,0,8.83542,76.33029,65.64883410,3.160,1017.8200000
"Kepler-1034 b",1,1,0,13.92633,68.74506,12.12401737,,654.5490000
"Kepler-447 b",1,1,0,18.48573,78.72698,,14.379,268.0410000
"Kepler-1140 b",1,1,0,20.21553,76.26770,24.08627070,2.770,656.4800000
"Kepler-763 b",1,1,0,13.69152,79.24600,1.19654846,1.250,962.4590000
"Kepler-280 c",1,2,0,12.02527,74.40417,4.80709100,2.010,780.3610000
"Kepler-1581 b",1,1,0,13.69395,70.69427,6.28385491,0.800,493.1750000
"Kepler-664 b",1,1,0,16.21038,79.29355,2.52559178,,1210.1200000
"Kepler-590 b",1,1,0,11.62171,81.54221,5.85296885,,1421.8100000
"Kepler-188 c",1,2,0,19.64002,73.51949,5.99653344,,968.5440000
"Kepler-680 b",1,1,0,15.45125,82.34558,3.68992010,,1492.4800000
"Kepler-750 b",1,2,0,14.31346,75.37602,9.42889884,4.390,1296.0200000
"Kepler-20 f",2,6,0,14.57345,73.37692,,0.863,282.5630000
"Kepler-182 b",1,2,0,16.48159,81.84308,9.82578495,2.660,1549.0900000
"Kepler-1465 b",1,1,0,16.99670,83.11070,,1.877,359.4970000
"Kepler-247 b",1,3,0,14.22116,74.32823,3.33611851,,663.7110000
"K2-74 b",1,1,0,-53.84042,57.29683,19.56555700,2.959,377.8220000
"Kepler-1274 b",1,1,0,18.17536,76.47638,6.98152703,1.420,614.6480000
"Kepler-265 b",1,4,0,12.21177,73.25046,6.84618786,,1280.2500000
"Kepler-698 b",1,1,0,13.59929,72.65360,16.32967059,,1995.5700000
"Kepler-232 b",1,2,0,13.28087,83.99267,4.43123554,,1349.1300000
"Kepler-720 b",1,1,0,8.28944,78.70250,4.70832654,11.100,1065.3700000
"Kepler-1321 c",1,2,0,12.00174,79.50690,2.22649620,,769.1460000
"Kepler-1254 c",1,3,0,18.61756,78.91187,3.60083271,,622.8180000
"Kepler-267 d",1,3,0,9.07311,81.73773,28.46381000,2.310,264.9930000
"Kepler-579 b",1,1,0,8.58677,73.65092,9.66855291,,530.7650000
"Kepler-320 c",1,2,0,12.60394,78.66510,,2.003,826.6130000
"Kepler-148 b",1,3,0,15.03000,78.27565,1.72936708,1.820,791.1630000
"Kepler-1047 c",1,2,0,17.25221,81.73967,3.18899015,0.980,817.6470000
"Kepler-170 c",1,2,0,16.47671,71.75047,16.66594066,,738.6570000
"Kepler-1539 b",1,1,0,17.64757,74.23506,133.30346460,,748.3260000
"Kepler-238 e",1,5,0,13.74892,71.83506,23.65367567,,1798.7500000
"Kepler-1092 b",1,1,0,10.29547,80.97663,,2.142,981.2330000
"Kepler-1575 b",1,1,0,12.09016,78.45373,2.55314213,1.330,1246.9200000
"Kepler-1195 b",1,1,0,16.30468,70.94977,8.49642241,2.080,918.5660000
"Kepler-493 b",1,1,0,7.86789,72.81371,3.00387658,15.130,1745.7700000
"Kepler-1413 b",1,1,0,12.05195,79.31782,13.18293290,1.840,1167.4900000
"Kepler-107 b",1,4,0,11.23255,81.72606,3.18002180,1.536,525.9970000
"Kepler-200 c",1,2,0,16.40754,71.33871,10.22215697,1.720,665.9120000
"Kepler-137 b",1,2,0,18.62824,72.46721,8.43639364,1.660,302.9790000
"Kepler-711 b",1,1,0,8.36869,77.10690,23.58914398,3.410,624.5750000
"Kepler-1266 b",1,1,0,15.96593,73.20234,28.47553832,,849.3120000
"Kepler-384 b",1,2,0,16.63717,75.22928,22.59705300,1.120,895.6780000
"K2-24 c",1,2,0,19.20525,349.99931,42.36398200,7.118,170.5620000
"Kepler-278 b",1,2,0,11.39023,70.77221,30.16021152,,443.0300000
"Kepler-1225 b",1,1,0,11.64822,72.27105,7.01072300,1.820,1347.5200000
"Kepler-164 c",1,3,0,16.58456,78.45857,10.94577783,,890.7580000
"Kepler-33 e",1,5,0,15.13411,77.26281,31.78476785,3.200,1209.1600000
"Kepler-222 c",1,3,0,16.24184,77.82550,10.08879697,4.810,758.8540000
"Kepler-1018 b",1,1,0,18.46206,75.19311,49.10110930,3.280,1010.0100000
"Kepler-322 c",1,2,0,19.58672,73.51645,4.33722007,,400.4800000
"Kepler-699 b",1,1,0,8.02966,75.62569,27.80756293,14.460,2089.7000000
"Kepler-661 b",1,1,0,19.22395,77.66083,,2.708,534.7880000
"Kepler-1622 b",1,1,0,10.86809,81.47197,10.81185858,,796.4770000
"K2-36 b",1,2,0,57.73789,254.97594,1.42264700,1.450,109.7490000
"K2-111 b",1,2,0,-23.55083,170.97857,5.35161000,2.090,200.3940000
"Kepler-1450 b",1,1,0,11.27466,78.09810,54.50886620,,505.8290000
"Kepler-423 b",1,1,0,12.92101,78.75260,2.68432847,,758.7530000
"Kepler-1020 b",1,1,0,13.02867,78.68313,96.91512125,,415.3580000
"Kepler-265 b",1,4,0,12.21177,73.25046,6.84619236,,1280.2500000
"Kepler-1362 b",1,1,0,13.40440,72.26499,136.20530000,2.310,731.2980000
"Kepler-290 c",1,2,0,15.58121,73.31632,36.77049350,2.830,694.6270000
"Kepler-178 c",1,3,0,16.73486,77.56786,20.55238506,,716.0250000
"L 168-9 b",1,1,0,-53.55913,321.95595,1.40150000,1.390,25.1496000
"Kepler-1398 c",1,2,0,12.70334,81.43624,4.13827471,,852.2040000
"Kepler-576 b",1,1,0,7.84412,72.56526,29.91147041,,617.5500000
"Kepler-1014 b",1,1,0,16.98722,74.32695,16.57110363,2.390,624.8000000
"Kepler-268 c",1,2,0,9.79009,70.84335,83.44629501,,851.8700000
"Kepler-1562 b",1,1,0,12.09288,79.57728,64.27290880,,2060.7200000
"Kepler-1579 b",1,1,0,11.36968,76.25532,0.84990673,0.590,
"Kepler-411 b",2,4,0,17.40063,80.24936,3.00515592,,153.6760000
"Kepler-157 b",1,3,0,10.77283,71.27591,1.73234640,1.370,773.7130000
"Kepler-345 b",1,2,0,11.26477,79.12551,7.41557859,0.810,
"K2-8 b",1,2,0,54.74227,260.18944,10.35239000,3.580,403.5130000
"Kepler-707 b",1,1,0,12.92363,73.89376,2.23751556,,591.7760000
"Kepler-258 c",1,2,0,12.25592,79.30454,,2.549,575.9880000
"Kepler-9 b",1,3,0,14.48974,68.98012,19.24628649,,628.2570000
"K2-162 b",1,1,0,61.00680,288.75080,9.45889000,1.440,124.4330000
"Kepler-307 b",1,2,0,6.95002,75.10988,,2.834,575.5810000
"TOI-1601 b",1,1,0,-17.87153,142.89047,5.33155000,14.610,336.6080000
"Kepler-1154 c",1,2,0,6.89130,74.51592,8.45808312,2.360,1460.1000000
"Kepler-1574 b",1,1,0,14.73259,81.56853,6.94243340,1.270,1384.1600000
"Kepler-278 c",1,2,0,11.39023,70.77221,51.08510000,3.310,443.0300000
"Kepler-1341 b",2,1,0,20.10976,73.17245,132.99550000,1.930,476.9570000
"Kepler-1615 b",1,1,0,15.43982,72.86678,47.31286450,3.710,1393.8300000
"Kepler-327 b",1,3,0,12.04240,76.56618,2.54955900,1.200,241.9870000
"Kepler-1213 b",1,1,0,16.82071,82.09998,5.34932500,1.210,807.8120000
"Kepler-549 b",1,2,0,19.46173,76.89558,,2.501,635.1450000
"Kepler-445 c",1,3,0,9.39004,80.78005,,2.649,127.2010000
"Kepler-65 d",1,4,0,13.41465,72.56961,8.13135942,,303.7280000
"Kepler-272 d",1,3,0,9.70399,81.87731,10.93730400,2.250,889.6080000
"CoRoT-11 b",1,1,0,4.63005,37.24009,2.99433000,15.984,655.0370000
"Kepler-775 b",1,1,0,11.78814,73.97975,0.97486890,1.160,398.6760000
"Kepler-473 b",1,1,0,13.95171,69.83524,14.55732190,,905.9370000
"HATS-56 b",1,1,0,16.16540,293.75341,4.32479900,18.921,564.4090000
"Kepler-284 c",1,2,0,13.32739,80.07785,37.51428788,,1031.9500000
"KOI-94 c",2,4,0,7.98316,76.22605,10.42367744,,477.0520000
"WASP-36 b",2,1,0,21.08881,234.38549,1.53736530,14.359,386.3460000
"Kepler-322 b",1,2,0,19.58672,73.51645,1.65388948,,400.4800000
"Kepler-308 c",1,2,0,8.29409,74.37222,15.38250060,2.150,1335.9200000
"Kepler-130 c",2,3,0,13.20337,71.64555,,3.002,316.6630000
"Kepler-1409 b",1,1,0,16.57577,82.50635,0.76486352,,694.8900000
"Kepler-1643 b",1,1,0,7.48190,79.86512,5.34264507,2.300,341.7740000
"Kepler-149 c",1,3,0,14.28192,69.05421,55.32850000,2.660,571.0340000
"KIC 8540376 c",1,2,0,19.02783,74.17444,75.20000000,2.400,1072.3000000
"Kepler-225 b",1,2,0,13.78927,79.53972,,1.527,561.1010000
"Kepler-150 d",1,5,0,13.46754,71.83343,12.56091000,2.900,891.0920000
"Kepler-186 c",1,5,0,8.17058,78.51990,7.26731100,1.640,177.5940000
"Kepler-276 b",1,3,0,9.13322,72.30607,14.12853811,,1144.8600000
"Kepler-695 b",1,1,0,6.15922,76.04946,3.04033046,,842.9470000
"Kepler-675 b",1,1,0,14.01054,82.59658,2.33743801,2.440,665.6800000
"Kepler-237 c",1,2,0,16.94089,70.20006,8.10363600,2.080,657.8220000
"KOI-351 g",1,8,0,19.25567,79.26947,210.60300000,8.070,848.2540000
"Kepler-54 b",1,3,0,10.19810,76.34485,,1.917,271.7010000
"Kepler-394 c",1,2,0,12.80293,83.72613,12.13070414,,1058.7200000
"Kepler-376 b",1,2,0,10.20893,71.03282,4.92044000,1.110,923.0670000
"Kepler-1646 b",1,1,0,14.91811,73.86962,4.48558383,1.230,127.5910000
"GJ 3470 b",1,1,0,21.75667,206.23529,3.33664900,,29.4214000
"Kepler-800 b",1,1,0,16.28111,75.39413,14.13176026,2.850,1019.2600000
"WASP-77 A b",2,1,0,-59.43598,176.35044,1.36003090,13.563,105.1660000
"K2-15 b",1,1,0,63.14101,268.74194,11.80839800,3.100,493.9920000
"Kepler-654 b",1,1,0,10.55253,80.50950,13.72453369,,974.1240000
"Kepler-195 b",1,2,0,16.50144,78.87415,8.30783912,,652.0510000
"Kepler-107 b",1,4,0,11.23255,81.72606,3.17996241,,525.9970000
"Kepler-292 d",1,5,0,9.25750,76.12806,7.05564542,,1056.4800000
"Kepler-1025 b",1,1,0,17.34224,74.01370,37.32281000,2.000,803.7760000
"Kepler-454 b",2,2,0,13.05368,69.44110,10.57375768,,230.8690000
"K2-277 b",1,1,0,46.02638,315.66347,6.32676300,2.070,113.1230000
"Kepler-920 b",1,2,0,19.29073,79.09161,6.53194024,,1001.6800000
"Kepler-301 b",1,3,0,19.50898,79.09376,2.50856700,1.410,719.1660000
"TOI-1130 c",1,2,0,-20.04121,355.72868,8.34998000,11.142,58.2609000
"bet Pic b",1,2,0,-30.61167,258.36341,,16.800,19.7442000
"Kepler-1277 b",1,1,0,8.81353,74.23928,40.83663070,,557.1930000
"Kepler-1199 b",1,1,0,12.76351,79.80955,15.04463000,1.440,563.4930000
"Kepler-144 c",1,2,0,18.68909,72.14748,,1.309,384.9170000
"Kepler-514 b",2,1,0,18.47594,80.62372,,1.859,455.3360000
"Kepler-550 b",1,1,0,10.67286,81.63717,8.60009931,,531.9440000
"Kepler-186 b",1,5,0,8.17058,78.51990,3.88678897,,177.5940000
"Kepler-741 b",1,1,0,15.15521,77.94558,7.03900320,,1661.8700000
"Kepler-827 b",1,1,0,9.91121,76.09952,51.92981000,5.200,2046.6800000
"WASP-31 b",1,1,0,38.53920,274.22551,,,383.8290000
"Kepler-181 c",1,2,0,12.62270,83.15616,4.30216300,2.290,609.2830000
"Kepler-79 d",1,4,0,7.23801,79.57854,,7.239,1020.7200000
"Kepler-94 c",1,2,0,20.71013,76.71253,820.30000000,,191.9040000
"Kepler-206 d",1,3,0,11.71043,74.16686,23.44323530,0.980,594.4470000
"Kepler-446 c",1,3,0,19.18908,74.36798,3.03621550,,96.3390000
"Kepler-186 f",1,5,0,8.17058,78.51990,129.94251121,,177.5940000
"Kepler-1280 b",1,1,0,12.02713,78.05474,66.55980000,1.490,1486.7000000
"Kepler-645 b",1,1,0,13.52399,75.78138,3.27582262,2.100,1173.5700000
"KOI-1599.02",1,2,0,6.67033,75.50723,13.61634560,64.050,1131.6400000
"Kepler-1322 b",1,1,0,12.28194,77.98305,,1.827,1350.3200000
"Kepler-115 b",1,2,0,9.40002,79.33273,2.40364330,1.000,623.6090000
"Kepler-1215 b",1,1,0,10.96452,81.84303,4.76702759,1.190,661.0220000
"Kepler-203 d",1,3,0,7.89379,75.69361,11.32975018,1.270,703.3020000
"Kepler-87 b",1,2,0,10.10838,80.91089,114.73658000,,1232.9000000
"Kepler-1224 b",1,1,0,13.38330,68.50921,13.32356500,1.140,559.5980000
"Kepler-405 c",1,2,0,10.31603,70.89842,29.72682000,2.700,1065.0800000
"Kepler-167 d",2,4,0,9.44486,71.35329,21.80353249,,341.9080000
"Kepler-1411 b",1,1,0,15.72302,73.57259,86.11579044,,1660.4800000
"Kepler-707 b",1,1,0,12.92363,73.89376,2.23749275,1.330,591.7760000
"Kepler-66 b",1,1,0,12.35796,79.37647,,3.492,1202.9600000
"KIC 10001893 d",1,3,0,16.58578,77.73040,0.81161000,,1672.9400000
"Kepler-330 c",1,2,0,15.05947,75.93709,,2.141,717.5270000
"Kepler-743 b",2,1,0,9.56351,76.40070,3.17926200,1.280,278.9870000
"Kepler-193 c",1,2,0,10.77346,80.09004,50.69749400,2.750,1009.1000000
"Kepler-802 b",1,1,0,16.72791,75.44422,40.05874730,3.540,780.5850000
"Kepler-735 b",1,1,0,18.01603,76.22744,11.51509300,2.700,695.0590000
"Kepler-144 c",1,2,0,18.68909,72.14748,10.10500000,1.690,384.9170000
"Kepler-79 b",1,4,0,7.23801,79.57854,13.48450000,3.470,1020.7200000
"Kepler-144 c",1,2,0,18.68909,72.14748,10.10464800,1.260,384.9170000
"Kepler-1061 b",1,1,0,12.66062,83.34317,2.75800485,,543.3750000
"Kepler-264 b",1,2,0,9.43386,70.25469,40.80921440,,942.1730000
"Kepler-203 c",1,3,0,7.89379,75.69361,5.37063900,2.100,703.3020000
"Kepler-341 d",1,4,0,13.59083,75.11189,27.66692270,,1047.0300000
"K2-114 b",1,1,0,27.55072,213.24587,11.39101300,10.670,475.7580000
"Kepler-150 d",1,5,0,13.46754,71.83343,12.56093000,2.790,891.0920000
"Kepler-253 b",1,3,0,12.89296,77.02002,3.78403393,1.770,838.5950000
"Kepler-144 b",1,2,0,18.68909,72.14748,,1.311,384.9170000
"Kepler-235 d",1,4,0,14.47665,69.97316,20.06031851,,428.0180000
"Kepler-1224 b",1,1,0,13.38330,68.50921,13.32354078,,559.5980000
"Kepler-82 e",1,5,0,11.39306,75.61681,5.90220600,2.470,904.3260000
"Kepler-53 d",1,3,0,11.95055,72.60483,,2.861,1366.0700000
"Kepler-255 d",1,3,0,10.75408,79.40697,1.04562195,,1052.5300000
"Kepler-126 b",1,3,0,14.23267,75.64407,10.49571100,1.520,237.4010000
"K2-26 b",1,1,0,3.90125,187.22234,14.56702500,2.790,99.0504000
"Kepler-120 b",1,2,0,13.21918,70.61567,6.31250373,2.450,388.6300000
"Kepler-587 b",1,1,0,15.94105,78.47760,10.94027841,2.160,787.8940000
"Kepler-781 b",1,1,0,16.58248,78.21693,13.21404536,,1064.4700000
"Kepler-410 A b",2,1,0,18.66425,74.81395,17.83363130,2.647,147.5270000
"Kepler-1306 b",1,1,0,12.17061,79.76901,16.29599160,,1107.5000000
"Kepler-161 b",1,2,0,12.99462,74.95576,4.92136390,,434.6320000
"Kepler-504 b",2,1,0,17.79385,76.09155,9.54927709,1.570,99.0688000
"WASP-72 b",1,1,0,-65.14654,226.66477,2.21673000,14.460,434.7540000
"Kepler-758 d",1,4,0,10.42657,74.02528,20.49716970,,1502.3200000
"Kepler-360 b",1,2,0,16.46655,75.29990,3.28970072,,876.0440000
"Kepler-1129 b",1,2,0,11.49987,73.67590,24.34003000,3.500,1183.8800000
"Kepler-348 c",1,2,0,7.37141,75.01850,17.26542700,1.330,570.7830000
"Kepler-667 b",1,1,0,12.47127,81.99268,,11.406,2302.4500000
"Kepler-594 b",1,1,0,16.70050,80.81553,13.64614318,,769.2000000
"Kepler-236 c",1,2,0,16.28889,69.88341,23.96812000,1.740,288.7630000
"Kepler-238 b",1,5,0,13.74892,71.83506,2.09087900,1.100,1798.7500000
"Kepler-196 b",1,2,0,16.33606,72.31497,20.74011000,2.100,451.3120000
"Kepler-834 b",1,1,0,16.11418,75.89955,13.32411000,1.860,633.9370000
"Kepler-1400 b",1,1,0,16.72230,75.93397,9.06687800,2.300,752.2370000
"Kepler-254 b",1,3,0,15.64277,76.82240,5.82665582,,1389.4800000
"Kepler-1210 b",1,1,0,13.72935,80.43780,,1.672,1176.5300000
"K2-174 b",1,1,0,-26.34917,175.58217,19.56325000,2.590,99.9293000
"Kepler-401 c",1,3,0,16.44236,82.17430,47.32020475,,965.5600000
"KIC 10001893 b",1,3,0,16.58578,77.73040,0.21970000,,1672.9400000
"OGLE-TR-132 b",1,1,0,-2.34319,289.23465,1.68986531,13.776,2012.6200000
"Kepler-1305 b",1,1,0,10.15481,80.16669,13.56309720,1.880,1575.2300000
"Kepler-1677 b",1,1,0,9.78928,81.14917,22.06400000,2.702,735.3690000
"Kepler-1544 b",1,1,0,11.56055,82.70924,168.81128288,,335.0900000
"Kepler-718 b",1,1,0,7.37548,78.46264,,13.870,1302.3300000
"Kepler-854 b",1,1,0,11.15702,75.93048,2.14463323,,1397.0400000
"Kepler-900 b",1,1,0,11.16647,80.36296,6.99131301,,487.5250000
"Kepler-680 b",1,1,0,15.45125,82.34558,3.68993800,1.880,1492.4800000
"Kepler-804 b",1,2,0,11.88612,77.44180,14.37457351,1.940,649.6500000
"Kepler-1409 b",1,1,0,16.57577,82.50635,0.76486493,1.040,694.8900000
"Kepler-883 b",1,1,0,18.38460,80.72494,12.98488216,,627.4550000
"Kepler-1092 b",1,1,0,10.29547,80.97663,58.60162473,,981.2330000
"Kepler-275 d",1,3,0,9.64684,71.44115,35.67569630,3.100,2034.2500000
"Kepler-357 d",1,3,0,12.91325,76.04453,49.50046066,,688.5730000
"Kepler-236 b",1,2,0,16.28889,69.88341,8.29561738,1.820,288.7630000
"Kepler-1596 b",1,1,0,18.57532,79.55824,,3.378,2146.2300000
"Kepler-27 c",1,2,0,10.97438,73.68708,31.33046537,,1044.3600000
"Kepler-263 c",1,2,0,9.22104,70.58352,47.33304842,,754.7470000
"Kepler-25 b",2,3,0,14.16403,70.34971,6.23850000,2.710,243.2490000
"Kepler-1086 c",2,2,0,11.19167,79.01712,,3.022,466.0840000
"Kepler-1398 c",1,2,0,12.70334,81.43624,4.13827595,0.840,852.2040000
"Kepler-1263 b",1,1,0,17.07331,77.26389,4.55139880,,664.8300000
"Kepler-1560 b",1,1,0,11.56277,75.81527,,0.880,502.4970000
"HATS-34 b",1,1,0,-53.76568,312.35473,2.10616070,16.029,508.8420000
"Kepler-1504 b",1,1,0,16.37273,81.37270,,6.193,2435.9400000
"Kepler-903 c",1,2,0,13.15584,72.14102,,4.144,1369.2400000
"Kepler-1624 b",1,1,0,9.05558,70.45170,3.29030452,5.700,258.9790000
"Kepler-812 b",1,1,0,16.14187,79.30359,10.11715807,,1482.7400000
"Kepler-162 c",1,2,0,8.91719,77.82088,19.44631300,3.300,855.6410000
"Kepler-123 b",1,2,0,8.63544,76.88818,17.23236600,2.940,1021.6600000
"Kepler-129 b",1,2,0,18.21023,78.03530,15.79193725,2.210,408.8450000
"Kepler-218 d",1,3,0,11.28870,79.45283,124.52452240,2.690,656.3800000
"Kepler-993 b",1,1,0,12.19619,76.83877,22.08548072,,324.4230000
"Kepler-1185 b",1,1,0,13.67532,70.39750,,2.187,459.2730000
"Kepler-376 c",1,2,0,10.20893,71.03282,14.17232169,,923.0670000
"Kepler-359 c",1,3,0,10.76968,75.05892,57.68956952,,1443.2100000
"Kepler-739 b",1,1,0,14.73989,78.09236,12.53250700,3.100,1370.6500000
"Kepler-1001 c",1,2,0,17.88434,79.03209,9.18189122,,928.9780000
"Kepler-1456 b",1,1,0,15.66341,74.56571,18.13757382,,370.3120000
"Kepler-815 b",1,1,0,18.27833,78.04531,8.57518039,,1259.2800000
"Kepler-560 b",2,1,0,7.75597,80.01329,18.47761960,1.930,109.3080000
"Kepler-686 b",1,1,0,14.99461,69.46155,1.59474537,,1490.9400000
"Kepler-1285 b",1,1,0,19.21154,73.49975,14.79763000,0.790,422.2690000
"Kepler-1205 b",1,1,0,12.48421,73.42429,1.07839020,1.600,698.4850000
"Kepler-535 b",1,1,0,12.20039,82.92057,4.90331338,,685.5990000
"Kepler-545 b",1,1,0,11.93508,72.75932,13.24931848,2.860,818.0010000
"Kepler-210 b",1,2,0,11.68733,75.60062,2.45320000,,232.7500000
"Kepler-1119 b",1,1,0,9.37412,78.26280,8.32651530,1.680,1757.2300000
"Kepler-594 b",1,1,0,16.70050,80.81553,13.64625000,2.500,769.2000000
"Kepler-559 b",1,1,0,9.36083,77.66271,17.58753942,,776.7080000
"OGLE-TR-113 b",1,1,0,-1.78974,289.20142,1.43247580,,566.4590000
"Kepler-139 b",1,2,0,18.74477,73.37771,15.77111583,2.570,391.0380000
"Kepler-414 c",1,2,0,10.70429,82.06217,7.17073208,2.980,413.4600000
"Kepler-479 b",1,1,0,10.33490,70.24138,12.49343755,,344.9010000
"Kepler-1360 b",1,1,0,7.98461,80.58703,40.52965562,,1516.2700000
"Kepler-1005 b",1,1,0,15.91092,73.89280,6.49801470,1.870,567.8060000
"Kepler-832 b",1,1,0,10.55971,78.82861,7.13972237,,1688.1200000
"Kepler-68 b",2,3,0,15.15359,80.69124,5.39875330,2.354,144.1660000
"Kepler-1460 b",1,1,0,16.65939,74.35134,29.96310912,,553.2180000
"Kepler-139 b",1,2,0,18.74477,73.37771,,2.416,391.0380000
"Kepler-93 b",1,2,0,10.45836,71.20378,4.72673895,,95.9115000
"Kepler-1575 b",1,1,0,12.09016,78.45373,2.55315031,,1246.9200000
"Kepler-358 c",1,2,0,13.51730,80.61347,83.48923341,,1101.1000000
"Kepler-678 b",1,1,0,13.20027,83.31207,7.27504084,4.860,1826.1500000
"HATS-25 b",1,1,0,37.05770,320.25244,4.29864320,14.123,471.1580000
"Kepler-33 f",1,5,0,15.13411,77.26281,41.02813945,,1209.1600000
"Kepler-536 b",1,1,0,11.50532,83.23303,1.82708230,3.100,462.3220000
"WASP-25 b",1,1,0,35.29676,305.64883,3.76483270,13.675,211.4160000
"Kepler-106 e",1,4,0,7.00333,79.67079,43.84449588,,444.3220000
"Kepler-131 c",1,2,0,13.43665,72.32360,,0.818,228.6780000
"K2-131 b",1,1,0,51.82615,286.68054,0.36900000,1.651,152.5090000
"Kepler-461 b",1,1,0,13.20021,78.35619,8.31375900,3.240,692.1580000
"Kepler-825 c",1,2,0,8.48096,73.07163,8.18180095,,807.8500000
"Kepler-83 c",2,3,0,18.77652,73.11400,20.08976000,2.360,400.4090000
"TOI-561 f",1,5,0,42.72934,230.84909,16.28700000,2.320,85.7990000
"Kepler-53 b",1,3,0,11.95055,72.60483,,3.225,1366.0700000
"Kepler-1294 b",1,1,0,13.10236,76.49717,115.68790000,2.800,1855.7000000
"Kepler-1149 b",1,1,0,11.53556,78.04201,3.73092700,1.390,1217.7300000
"K2-95 b",1,1,0,31.59064,206.39412,10.13380000,,179.8540000
"Kepler-283 b",1,2,0,13.09313,80.32004,11.00817635,2.150,468.0940000
"Kepler-110 c",1,2,0,13.83649,80.82269,31.71987000,3.590,586.5310000
"KOI-1599.02",1,2,0,6.67033,75.50723,13.61410000,1.900,1131.6400000
"K2-8 c",1,2,0,54.74227,260.18944,5.06347000,2.320,403.5130000
"K2-36 b",1,2,0,57.73789,254.97594,1.42260200,1.407,109.7490000
"K2-241 b",1,1,0,54.24973,282.91232,26.81990000,2.550,149.4640000
"Kepler-1514 b",1,2,0,9.24415,70.90471,,12.185,397.2920000
"Kepler-154 c",1,5,0,16.24171,81.16841,62.30278730,2.730,915.2120000
"Kepler-68 b",2,3,0,15.15359,80.69124,5.39875286,2.210,144.1660000
"Kepler-142 c",1,3,0,12.48273,81.36992,4.76170590,,548.6860000
"Kepler-525 b",1,1,0,11.33166,80.68890,18.68404933,3.640,992.8520000
"Kepler-102 f",1,5,0,20.43475,76.48359,27.45372940,0.790,107.7960000
"K2-114 b",1,1,0,27.55072,213.24587,11.39095500,10.710,475.7580000
"Kepler-1135 b",1,1,0,16.64256,75.19741,76.95705600,2.090,1314.6400000
"TOI-169 b",1,1,0,-41.88837,301.58794,2.25544770,12.173,407.8400000
"KOI-94 e",2,4,0,7.98316,76.22605,54.32031000,6.560,477.0520000
"Kepler-426 b",1,1,0,16.28256,80.67164,3.21751883,12.218,843.6950000
"XO-5 b",1,1,0,26.93448,180.62567,4.18775580,12.780,276.2110000
"WASP-80 b",1,1,0,-19.00928,40.51938,3.10000000,10.650,49.7876000
"K2-3 b",1,3,0,55.25008,264.98752,10.05467000,1.450,44.0727000
"Kepler-186 b",1,5,0,8.17058,78.51990,3.88700000,1.240,177.5940000
"Kepler-207 d",1,3,0,12.92920,73.94724,5.86806628,3.600,875.5190000
"Kepler-744 b",1,1,0,11.06166,80.63242,,1.516,449.9640000
"Kepler-669 b",1,1,0,14.70350,81.14548,,5.345,2063.4100000
"Kepler-1092 b",1,1,0,10.29547,80.97663,58.60179250,2.150,981.2330000
