pl_name,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,glat,glon,pl_orbper,pl_rade,sy_dist,pl_eqt,pl_orbeccen
"Kepler-770 d","Transit",2016,"Kepler",1,3,13.82103,69.25204,4.15244722,1.400,930.4570000,1.94100000000e+03,0.000000
"Kepler-82 f","Transit Timing Variations",2019,"KOINet",1,5,11.39306,75.61681,75.73200000,4.840,904.3260000,,0.001400
"Kepler-746 b","Transit",2016,"Kepler",1,1,10.39195,69.74208,3.48159251,1.110,450.0000000,1.15600000000e+03,0.000000
"Kepler-796 b","Transit",2016,"Kepler",1,1,13.55144,70.24259,6.40087618,1.300,817.5840000,1.10900000000e+03,0.000000
"Kepler-765 b","Transit",2016,"Kepler",1,1,19.32312,76.82872,27.66552260,2.430,1076.2800000,6.41000000000e+02,0.000000
"Kepler-542 b","Transit",2016,"Kepler",1,1,9.84658,71.37602,13.14497566,1.570,436.0160000,6.98000000000e+02,0.000000
"Kepler-549 b","Transit",2016,"Kepler",1,2,19.46173,76.89558,42.94956490,2.570,635.1450000,4.87000000000e+02,0.000000
"Kepler-81 c","Transit",2012,"Kepler",1,3,10.83017,75.74590,12.04000000,2.370,348.2910000,5.02000000000e+02,0.000000
"Kepler-810 b","Transit",2016,"Kepler",1,1,11.41579,81.47969,4.59725385,1.930,1458.5900000,1.10500000000e+03,0.000000
"Kepler-80 b","Transit",2012,"Kepler",1,6,7.85257,74.08669,7.05246000,2.670,369.4510000,5.47000000000e+02,0.000000
"Kepler-758 b","Transit",2016,"Kepler",1,4,10.42657,74.02528,12.10971040,2.480,1502.3200000,1.00500000000e+03,0.000000
"Kepler-80 f","Transit",2016,"Kepler",1,6,7.85257,74.08669,0.98678730,1.210,369.4510000,1.05400000000e+03,0.000000
"Kepler-553 c","Transit",2016,"Kepler",1,2,10.40509,82.33516,328.23995460,11.200,728.5250000,2.24000000000e+02,0.000000
"Kepler-766 b","Transit",2016,"Kepler",1,1,8.90471,71.20838,6.10027804,3.390,2297.6200000,9.90000000000e+02,0.000000
"Kepler-770 c","Transit",2016,"Kepler",1,3,13.82103,69.25204,1.47532231,1.200,930.4570000,2.74000000000e+03,0.000000
"Kepler-778 b","Transit",2016,"Kepler",1,1,15.47229,75.11678,3.75574426,1.680,938.1680000,9.77000000000e+02,0.000000
"Kepler-783 b","Transit",2016,"Kepler",1,2,14.49447,79.23370,4.29264638,0.780,516.0900000,9.91000000000e+02,0.000000
"Kepler-784 b","Transit",2016,"Kepler",1,1,11.53087,80.68512,31.59226460,1.580,1303.7200000,6.88000000000e+02,0.000000
"Kepler-801 b","Transit",2016,"Kepler",1,1,16.56057,75.12850,11.41928253,2.000,440.4260000,4.19000000000e+02,0.000000
"Kepler-744 b","Transit",2016,"Kepler",1,1,11.06166,80.63242,12.06222443,1.620,449.9640000,7.50000000000e+02,0.000000
"Kepler-283 c","Transit",2014,"Kepler",1,2,13.09313,80.32004,92.74371100,1.820,468.0940000,2.40000000000e+02,0.000000
"Kepler-830 b","Transit",2016,"Kepler",1,1,9.87661,76.17365,11.29695137,1.700,1122.0000000,9.07000000000e+02,0.000000
"Kepler-797 b","Transit",2016,"Kepler",1,1,8.00979,76.08384,27.07237711,2.170,1315.2600000,6.05000000000e+02,0.000000
"Kepler-758 c","Transit",2016,"Kepler",1,4,10.42657,74.02528,4.75793986,1.690,1502.3200000,1.37200000000e+03,0.000000
"Kepler-798 b","Transit",2016,"Kepler",1,1,11.28489,74.73250,13.71933369,2.390,972.2740000,8.64000000000e+02,0.000000
"Kepler-799 b","Transit",2016,"Kepler",1,1,15.91971,75.64356,133.46052350,6.880,1509.0840000,4.33000000000e+02,0.000000
"Kepler-589 b","Transit",2016,"Kepler",1,1,21.14301,76.85046,16.54964934,2.270,612.8030000,6.56000000000e+02,0.000000
"Kepler-57 b","Transit",2012,"Kepler",1,2,11.65774,77.41261,5.72931960,2.190,644.1400000,8.50000000000e+02,0.000000
"Kepler-593 b","Transit",2016,"Kepler",1,1,12.65857,81.47347,21.21708973,2.870,973.7600000,7.06000000000e+02,0.000000
"Kepler-76 b","Orbital Brightness Modulation",2013,"Kepler",1,1,8.97802,73.05590,1.54492980,15.244,822.9600000,2.14000000000e+03,0.000000
"Kepler-831 b","Transit",2016,"Kepler",1,1,9.90750,76.12355,5.62153941,1.270,593.5400000,9.92000000000e+02,0.000000
"Kepler-58 d","Transit",2014,"Kepler",1,3,7.26637,73.41902,40.10137100,2.940,969.2520000,5.83000000000e+02,0.000000
"Kepler-581 b","Transit",2016,"Kepler",1,1,8.62923,74.42746,40.60698210,2.630,703.7580000,5.21000000000e+02,0.000000
"Kepler-585 b","Transit",2016,"Kepler",1,1,15.96032,74.49390,2.75235975,2.830,585.1870000,1.17800000000e+03,0.000000
"Kepler-59 c","Transit",2012,"Kepler",1,2,16.67763,77.30341,17.98012350,1.980,1163.2200000,7.52000000000e+02,0.000000
"Kepler-591 b","Transit",2016,"Kepler",1,1,17.97201,78.78638,81.16942990,3.390,785.1370000,4.36000000000e+02,0.000000
"Kepler-8 b","Transit",2010,"Kepler",1,1,19.01274,71.65893,3.52249910,15.872,1021.8700000,1.68000000000e+03,0.000000
"Kepler-812 b","Transit",2016,"Kepler",1,1,16.14187,79.30359,10.11716531,3.550,1482.7400000,1.16300000000e+03,0.000000
"Kepler-651 b","Transit",2016,"Kepler",1,1,16.32520,76.96162,21.38521506,2.370,509.4080000,5.74000000000e+02,0.000000
"Kepler-790 b","Transit",2016,"Kepler",1,1,13.71774,69.85924,13.73469807,2.180,703.1680000,6.34000000000e+02,0.000000
"Kepler-615 b","Transit",2016,"Kepler",1,1,19.52171,75.81741,10.35584657,1.740,330.0000000,6.20000000000e+02,0.000000
"Kepler-793 b","Transit",2016,"Kepler",1,1,7.87857,72.68455,4.24153639,1.370,985.6990000,1.17700000000e+03,0.000000
"Kepler-794 b","Transit",2016,"Kepler",1,1,12.90645,70.37593,11.13125132,2.110,931.1920000,9.52000000000e+02,0.000000
"Kepler-802 b","Transit",2016,"Kepler",1,1,16.72791,75.44422,40.05874730,3.540,780.5850000,4.89000000000e+02,0.000000
"Kepler-825 b","Transit",2016,"Kepler",1,2,8.48096,73.07163,3.77360059,1.530,807.8500000,1.27000000000e+03,0.000000
"Kepler-284 c","Transit",2014,"Kepler",1,2,13.32739,80.07785,37.51445600,2.610,1031.9500000,4.78000000000e+02,0.000000
"Kepler-679 b","Transit",2016,"Kepler",1,1,12.91313,83.54705,12.39358604,3.010,922.2440000,6.77000000000e+02,0.000000
"Kepler-777 b","Transit",2016,"Kepler",1,1,18.67711,73.91733,5.72812599,1.470,443.1060000,5.69000000000e+02,0.000000
"Kepler-611 b","Transit",2016,"Kepler",1,1,16.91068,75.89955,2.43703330,1.650,1395.5600000,1.51300000000e+03,0.000000
"Kepler-637 b","Transit",2016,"Kepler",1,1,11.00115,74.05044,23.20584623,4.750,786.0910000,1.00200000000e+03,0.000000
"Kepler-639 b","Transit",2016,"Kepler",1,1,11.29385,74.25482,10.21420496,2.380,850.2420000,9.57000000000e+02,0.000000
"Kepler-760 b","Transit",2016,"Kepler",1,2,15.37324,75.09507,8.70419416,3.060,792.3360000,7.48000000000e+02,0.000000
"Kepler-814 b","Transit",2016,"Kepler",1,1,18.66390,78.51337,6.14698510,2.120,2055.7700000,1.16400000000e+03,0.000000
"Kepler-605 c","Transit",2016,"Kepler",1,2,15.21800,74.14976,2.35895152,0.860,556.5800000,1.27800000000e+03,0.000000
"Kepler-805 b","Transit",2016,"Kepler",1,1,12.09596,77.64116,30.86389310,2.890,638.4900000,7.43000000000e+02,0.000000
"Kepler-731 b","Transit",2016,"Kepler",1,1,10.35870,79.15173,3.85560355,13.880,1257.1600000,1.21200000000e+03,0.000000
"Kepler-712 b","Transit",2016,"Kepler",1,2,10.05381,76.28323,21.02247699,3.410,872.4930000,5.21000000000e+02,0.000000
"Kepler-722 b","Transit",2016,"Kepler",1,2,13.78052,76.24955,4.09357325,2.630,1239.5000000,1.18200000000e+03,0.000000
"Kepler-680 b","Transit",2016,"Kepler",1,1,15.45125,82.34558,3.68992629,2.420,1492.4800000,1.14700000000e+03,0.000000
"Kepler-85 e","Transit",2014,"Kepler",1,4,13.63209,77.15239,25.21675100,1.270,765.0250000,5.59000000000e+02,0.000000
"Kepler-616 b","Transit",2016,"Kepler",1,2,11.81086,79.83355,9.99761851,2.430,945.7750000,8.60000000000e+02,0.000000
"Kepler-618 b","Transit",2016,"Kepler",1,1,17.69860,78.47948,3.59576964,2.600,1221.9600000,1.29600000000e+03,0.000000
"Kepler-769 c","Transit",2016,"Kepler",1,2,9.41260,71.38452,15.98701740,1.790,1169.5700000,8.03000000000e+02,0.000000
"Kepler-277 c","Transit",2013,"Kepler",1,2,14.03810,69.94431,33.00600000,3.360,976.6430000,7.78000000000e+02,0.000000
"Kepler-712 c","Transit",2016,"Kepler",1,2,10.05381,76.28323,226.89047000,4.850,872.4930000,2.36000000000e+02,0.000000
"Kepler-887 b","Transit",2016,"Kepler",1,2,11.88425,71.79245,20.42228798,1.840,886.5880000,7.85000000000e+02,0.000000
"Kepler-74 b","Transit",2013,"Kepler",1,1,10.52134,74.22740,7.34071100,10.760,1177.5500000,1.07800000000e+03,0.000000
"Kepler-701 b","Transit",2016,"Kepler",1,1,13.40611,73.11839,10.35533177,2.840,774.1520000,7.77000000000e+02,0.000000
"Kepler-740 b","Transit",2016,"Kepler",1,1,17.05193,77.20505,3.58410122,4.570,1442.0200000,1.13100000000e+03,0.000000
"Kepler-696 b","Transit",2016,"Kepler",1,1,10.15154,74.17127,4.19042557,6.140,1416.4400000,1.23400000000e+03,0.000000
"Kepler-686 b","Transit",2016,"Kepler",1,1,14.99461,69.46155,1.59474546,12.150,1490.9400000,1.53900000000e+03,0.000000
"BD+14 4559 b","Radial Velocity",2009,"McDonald Observatory",1,1,-22.63172,64.41837,268.94000000,13.800,49.3520000,,0.290000
"Kepler-785 b","Transit",2016,"Kepler",1,1,10.08152,71.58933,1.97376093,13.020,642.0510000,7.53000000000e+02,0.000000
"Kepler-653 c","Transit",2016,"Kepler",1,2,19.80583,76.15849,0.90037648,0.780,595.6340000,2.07800000000e+03,0.000000
"Kepler-656 b","Transit",2016,"Kepler",1,1,16.14809,78.36700,1.26025909,3.120,890.3520000,1.56900000000e+03,0.000000
"Kepler-66 b","Transit",2013,"Kepler",1,1,12.35796,79.37647,17.81581500,2.800,1202.9600000,6.99000000000e+02,0.000000
"Kepler-682 b","Transit",2016,"Kepler",1,1,17.33766,82.77499,12.61190667,7.370,1979.2500000,7.53000000000e+02,0.000000
"Kepler-815 b","Transit",2016,"Kepler",1,1,18.27833,78.04531,8.57503552,4.110,1259.2800000,1.37400000000e+03,0.000000
"Kepler-82 c","Transit",2012,"Kepler",1,5,11.39306,75.61681,51.54000000,5.340,904.3260000,4.50000000000e+02,0.007000
"Kepler-834 b","Transit",2016,"Kepler",1,1,16.11418,75.89955,13.32388301,2.020,633.9370000,3.78000000000e+02,0.000000
"Kepler-907 b","Transit",2016,"Kepler",1,1,15.81674,72.03420,15.86621821,1.200,352.0000000,8.79000000000e+02,0.000000
"Kepler-850 b","Transit",2016,"Kepler",1,1,13.73198,80.84283,7.19303878,1.780,1661.2800000,9.95000000000e+02,0.000000
"Kepler-930 b","Transit",2016,"Kepler",1,1,7.52807,76.90346,71.45177750,2.130,848.3960000,5.61000000000e+02,0.000000
"Kepler-978 b","Transit",2016,"Kepler",1,1,15.51824,73.75122,49.62215090,2.990,682.5220000,5.46000000000e+02,0.000000
"Kepler-979 b","Transit",2016,"Kepler",1,1,8.37228,81.27691,8.08801350,2.720,576.5030000,7.92000000000e+02,0.000000
"Kepler-783 c","Transit",2020,"Kepler",1,2,14.49447,79.23370,7.05395000,2.332,516.0900000,8.40000000000e+02,0.000000
"Kepler-963 b","Transit",2016,"Kepler",1,1,9.88428,78.80407,9.97683705,2.660,771.4940000,8.02000000000e+02,0.000000
"Kepler-752 b","Transit",2016,"Kepler",1,1,9.53998,70.85949,18.82747265,2.810,1232.2900000,6.32000000000e+02,0.000000
"Kepler-755 b","Transit",2016,"Kepler",2,2,7.90120,75.35254,1.26909037,1.760,399.0340000,1.33100000000e+03,0.000000
"Kepler-774 b","Transit",2016,"Kepler",1,1,10.52435,70.64753,11.08957230,3.170,917.8040000,1.42200000000e+03,0.000000
"Kepler-808 b","Transit",2016,"Kepler",1,1,14.57061,80.28908,0.63133235,1.460,321.0000000,1.32200000000e+03,0.000000
"Kepler-748 b","Transit",2016,"Kepler",1,1,9.21589,70.20931,7.40742793,2.520,1705.9900000,9.38000000000e+02,0.000000
"Kepler-772 b","Transit",2016,"Kepler",1,1,10.25091,70.79123,12.99207337,1.820,1130.2100000,8.66000000000e+02,0.000000
"Kepler-776 b","Transit",2016,"Kepler",1,1,14.58220,72.58052,4.89718784,1.280,727.9040000,9.04000000000e+02,0.000000
"Kepler-795 b","Transit",2016,"Kepler",2,1,10.68138,70.94724,29.61934210,1.680,492.1220000,5.80000000000e+02,0.000000
"Kepler-804 c","Transit",2016,"Kepler",1,2,11.88612,77.44180,9.65185017,1.140,649.6500000,8.90000000000e+02,0.000000
"Kepler-967 c","Transit",2016,"Kepler",1,2,13.78488,69.30269,198.71125020,3.650,568.5460000,2.58000000000e+02,0.000000
"Kepler-968 c","Transit",2016,"Kepler",1,2,18.81793,80.34362,5.70940492,1.690,290.3240000,6.44000000000e+02,0.000000
"Kepler-734 b","Transit",2016,"Kepler",1,1,10.17880,79.78237,6.10485286,3.560,1157.2100000,7.84000000000e+02,0.000000
"Kepler-750 b","Transit",2016,"Kepler",1,2,14.31346,75.37602,9.42887179,3.070,1296.0200000,1.16300000000e+03,0.000000
"Kepler-750 c","Transit",2016,"Kepler",1,2,14.31346,75.37602,4.08899022,1.620,1296.0200000,1.53700000000e+03,0.000000
"Kepler-757 b","Transit",2016,"Kepler",1,1,8.16092,75.54039,1.02267882,1.360,1068.6800000,1.73400000000e+03,0.000000
"Kepler-761 b","Transit",2016,"Kepler",1,1,13.45143,75.93811,10.12804789,2.030,830.7070000,7.67000000000e+02,0.000000
"Kepler-763 b","Transit",2016,"Kepler",1,1,13.69152,79.24600,1.19655156,1.220,962.4590000,1.41400000000e+03,0.000000
"NGC 2682 YBP 1194 b","Radial Velocity",2014,"Multiple Observatories",1,1,31.83866,215.64575,6.95900000,12.300,872.9200000,,0.300000
"Kepler-869 b","Transit",2016,"Kepler",1,1,16.87545,82.13273,40.42877550,3.610,939.4550000,4.94000000000e+02,0.000000
"Kepler-81 b","Transit",2012,"Kepler",1,3,10.83017,75.74590,5.95500000,2.420,348.2910000,6.35000000000e+02,0.000000
"Kepler-877 b","Transit",2016,"Kepler",1,1,14.84816,77.97859,18.45847097,2.120,602.1760000,6.32000000000e+02,0.000000
"Kepler-932 b","Transit",2016,"Kepler",1,1,8.90386,77.30447,1.92143740,1.370,465.6120000,1.27600000000e+03,0.000000
"Kepler-854 b","Transit",2016,"Kepler",1,1,11.15702,75.93048,2.14463285,16.720,1397.0400000,1.73600000000e+03,0.000000
"Kepler-779 b","Transit",2016,"Kepler",2,1,16.72400,74.66170,7.09714223,0.920,283.1550000,4.25000000000e+02,0.000000
"Kepler-878 b","Transit",2016,"Kepler",1,1,17.77788,76.80766,25.94220330,1.930,791.6250000,5.01000000000e+02,0.000000
"Kepler-855 b","Transit",2016,"Kepler",1,1,10.21625,76.88822,7.88663110,8.350,1506.5800000,9.96000000000e+02,0.000000
"Kepler-92 d","Transit",2015,"Kepler",1,3,13.31439,73.08205,49.35680000,2.067,477.9920000,6.37000000000e+02,0.070000
"Kepler-824 b","Transit",2016,"Kepler",1,1,11.57965,71.84571,4.51436633,1.870,1201.4000000,1.23100000000e+03,0.000000
"Kepler-879 b","Transit",2016,"Kepler",1,1,13.19003,83.79582,33.38559380,2.570,802.6720000,5.80000000000e+02,0.000000
"Kepler-856 b","Transit",2016,"Kepler",1,1,14.92486,77.70822,8.02768059,9.300,1351.1700000,8.24000000000e+02,0.000000
"Kepler-818 b","Transit",2016,"Kepler",1,1,7.47435,73.59645,10.03538581,5.110,925.0370000,7.86000000000e+02,0.000000
"Kepler-914 b","Transit",2016,"Kepler",1,1,13.82764,76.61586,4.40966548,1.380,753.7230000,1.19200000000e+03,0.000000
"Kepler-857 b","Transit",2016,"Kepler",1,1,10.44943,76.60594,85.35129427,6.800,983.5020000,3.90000000000e+02,0.000000
"Kepler-851 b","Transit",2016,"Kepler",1,1,13.03779,81.83905,8.50699658,1.680,839.2550000,9.00000000000e+02,0.000000
"Kepler-807 b","Transit",2016,"Kepler",1,1,16.00604,79.26313,117.93108781,10.420,1492.9500000,4.18000000000e+02,0.000000
"Kepler-826 b","Transit",2016,"Kepler",1,1,15.33019,69.55449,4.48758907,1.250,779.5960000,1.30500000000e+03,0.000000
"Kepler-927 b","Transit",2016,"Kepler",1,1,13.04075,73.01880,9.11499030,1.720,831.6850000,9.06000000000e+02,0.000000
"Kepler-862 b","Transit",2016,"Kepler",1,1,9.96035,80.44530,3.14866453,2.210,1039.0300000,1.09700000000e+03,0.000000
"OGLE-2008-BLG-092L b","Microlensing",2014,"OGLE",2,1,-3.78643,355.58019,,8.740,8100.0000000,,
"Kepler-836 b","Transit",2016,"Kepler",1,1,16.05709,76.51480,11.36112327,2.730,980.0350000,8.69000000000e+02,0.000000
"Kepler-860 b","Transit",2016,"Kepler",1,1,11.18255,79.49597,5.10137945,3.240,1056.3600000,1.05000000000e+03,0.000000
"Kepler-873 b","Transit",2016,"Kepler",1,1,13.02195,84.30180,20.55338440,3.750,1182.2200000,7.49000000000e+02,0.000000
"Kepler-874 b","Transit",2016,"Kepler",1,1,10.06030,76.37063,40.06867270,3.940,1082.1600000,5.60000000000e+02,0.000000
"Kepler-936 b","Transit",2016,"Kepler",1,1,12.62740,79.29455,10.56134221,1.450,823.3990000,8.67000000000e+02,0.000000
"Kepler-863 b","Transit",2016,"Kepler",1,1,8.44029,77.54123,15.59461874,2.900,1499.6600000,7.18000000000e+02,0.000000
"Kepler-915 b","Transit",2016,"Kepler",1,1,14.06204,77.45493,4.59489604,1.500,849.0360000,1.31900000000e+03,0.000000
"Kepler-949 b","Transit",2016,"Kepler",1,1,9.44424,80.69553,8.68930730,2.910,486.1050000,7.82000000000e+02,0.000000
"Kepler-951 b","Transit",2016,"Kepler",2,1,12.82100,69.42083,71.52530845,5.590,382.5090000,3.40000000000e+02,0.000000
"Kepler-82 b","Transit",2012,"Kepler",1,5,11.39306,75.61681,26.44000000,4.070,904.3260000,5.62000000000e+02,0.003300
"Kepler-867 b","Transit",2016,"Kepler",1,1,18.21762,81.86131,150.24212700,4.640,1195.5400000,3.27000000000e+02,0.000000
"Kepler-833 b","Transit",2016,"Kepler",1,1,14.07649,77.29320,18.75469980,2.020,467.3700000,3.82000000000e+02,0.000000
"Kepler-870 b","Transit",2016,"Kepler",1,1,13.22301,83.28194,21.35876210,2.780,1259.4600000,6.91000000000e+02,0.000000
"Kepler-864 b","Transit",2016,"Kepler",1,1,17.83069,76.46837,5.83376092,2.400,2022.9000000,1.14300000000e+03,0.000000
"Kepler-865 b","Transit",2016,"Kepler",1,1,8.53980,77.80764,14.16399294,2.490,586.1370000,6.94000000000e+02,0.000000
"Kepler-905 b","Transit",2016,"Kepler",1,1,14.80518,78.21427,5.08274652,1.410,529.2680000,9.28000000000e+02,0.000000
"Kepler-887 c","Transit",2016,"Kepler",1,2,11.88425,71.79245,7.63846023,1.130,886.5880000,1.08900000000e+03,0.000000
"Kepler-9 d","Transit",2010,"Kepler",1,3,14.48974,68.98012,1.59285100,1.640,628.2570000,2.02600000000e+03,0.000000
"Kepler-871 b","Transit",2016,"Kepler",1,1,10.50230,76.54074,22.04590180,3.740,1976.0500000,6.40000000000e+02,0.000000
"Kepler-880 b","Transit",2016,"Kepler",1,1,18.95671,73.05327,7.71468975,2.660,601.3240000,1.62200000000e+03,0.000000
"Kepler-894 b","Transit",2016,"Kepler",1,1,15.72150,78.05534,9.80322400,2.780,1162.9100000,8.96000000000e+02,0.000000
"Kepler-9 b","Transit",2010,"Kepler",1,3,14.48974,68.98012,19.23891000,8.290,628.2570000,6.61000000000e+02,0.060900
"Kepler-90 i","Transit",2017,"Kepler",1,8,19.25567,79.26947,14.44912000,1.320,848.2540000,7.09000000000e+02,
"Kepler-882 b","Transit",2016,"Kepler",1,1,10.40800,76.55358,3.98953967,1.230,504.6050000,9.03000000000e+02,0.000000
"Kepler-883 b","Transit",2016,"Kepler",1,1,18.38460,80.72494,12.98495573,1.780,627.4550000,8.18000000000e+02,0.000000
"Kepler-92 b","Transit",2013,"Kepler",1,3,13.31439,73.08205,13.74900000,3.510,477.9920000,9.75000000000e+02,0.170000
"Kepler-920 b","Transit",2016,"Kepler",1,2,19.29073,79.09161,6.53192704,2.420,1001.6800000,9.07000000000e+02,0.000000
"Kepler-929 b","Transit",2016,"Kepler",1,1,7.10317,76.41534,0.92103214,1.110,1311.2300000,2.36200000000e+03,0.000000
"Kepler-47 b","Transit",2012,"Kepler",2,3,11.66115,80.00709,49.46430000,3.050,1025.0200000,,0.021000
"Kepler-901 b","Transit",2016,"Kepler",1,1,11.62048,73.13666,3.51749439,1.370,253.8670000,7.04000000000e+02,0.000000
"Kepler-903 b","Transit",2016,"Kepler",1,2,13.15584,72.14102,10.35077210,2.010,1369.2400000,8.42000000000e+02,0.000000
"Kepler-937 b","Transit",2016,"Kepler",1,2,12.25527,79.46009,67.66882700,3.720,1571.4600000,4.95000000000e+02,0.000000
"Kepler-933 b","Transit",2016,"Kepler",1,1,13.81149,75.08255,14.20443009,2.460,1017.2000000,6.02000000000e+02,0.000000
"Kepler-934 b","Transit",2016,"Kepler",1,1,13.42851,75.50887,55.67383090,2.090,608.7380000,3.84000000000e+02,0.000000
"Kepler-947 b","Transit",2016,"Kepler",1,1,10.08954,75.48070,26.96443170,2.280,1730.7800000,5.73000000000e+02,0.000000
"Kepler-858 b","Transit",2016,"Kepler",1,1,17.29145,82.19755,76.13602028,4.870,298.5320000,3.99000000000e+02,0.000000
"Kepler-940 b","Transit",2016,"Kepler",1,1,12.46341,79.99619,59.62252570,3.340,1260.7800000,4.86000000000e+02,0.000000
"Kepler-912 b","Transit",2016,"Kepler",1,1,7.41391,76.40024,2.53475627,2.800,2004.7200000,1.21800000000e+03,0.000000
"Kepler-917 b","Transit",2016,"Kepler",1,1,9.92543,82.16423,2.97041437,1.910,3460.5100000,9.91000000000e+02,0.000000
"Kepler-920 c","Transit",2016,"Kepler",1,2,19.29073,79.09161,100.82741130,3.800,1001.6800000,3.64000000000e+02,0.000000
"Kepler-93 c","Radial Velocity",2014,"W. M. Keck Observatory",1,2,10.45836,71.20378,1460.00000000,,95.9115000,,
"Kepler-96 b","Transit",2014,"Kepler",1,1,7.48242,74.92809,16.23850000,2.670,122.8810000,7.11000000000e+02,0.000000
"Kepler-967 b","Transit",2016,"Kepler",1,2,13.78488,69.30269,13.22713379,2.350,568.5460000,6.38000000000e+02,0.000000
"Kepler-85 d","Transit",2014,"Kepler",1,4,13.63209,77.15239,17.91323000,1.200,765.0250000,6.26000000000e+02,0.000000
"WASP-11 b","Transit",2008,"SuperWASP",3,1,-23.46286,155.01832,3.72247000,12.442,124.7300000,9.92000000000e+02,0.000000
"WASP-113 b","Transit",2016,"SuperWASP-North",1,1,58.02919,79.82831,4.54216875,15.793,435.1560000,1.49600000000e+03,0.000000
"WASP-114 b","Transit",2016,"SuperWASP-North",2,1,-32.27271,67.32589,1.54877430,15.009,523.3370000,2.04300000000e+03,0.012000
"TOI-1266 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,2,51.16066,119.58108,10.89484300,2.370,36.0118000,4.13000000000e+02,0.090000
"Kepler-835 b","Transit",2016,"Kepler",1,1,18.58969,75.51099,11.41909375,2.790,2406.3300000,9.21000000000e+02,0.000000
"CoRoT-27 b","Transit",2014,"CoRoT",1,1,6.39649,35.89455,3.57532000,11.287,1010.2800000,1.50000000000e+03,0.065000
"K2-131 b","Transit",2017,"K2",1,1,51.82615,286.68054,0.36931000,1.700,152.5090000,2.06200000000e+03,0.000000
"TOI-421 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",2,2,-24.93742,216.79355,5.19672000,2.680,74.7969000,9.81400000000e+02,0.163000
"WASP-13 b","Transit",2009,"SuperWASP",1,1,44.53647,190.92869,4.35301000,13.675,227.5370000,1.53100000000e+03,0.000000
"USco1621 b","Imaging",2019,"Multiple Observatories",1,1,17.01404,351.43650,,12.200,137.9010000,2.27000000000e+03,
"Kepler-983 b","Transit",2016,"Kepler",1,1,17.32725,75.19637,60.08550820,2.360,714.4370000,4.85000000000e+02,0.000000
"Kepler-987 b","Transit",2016,"Kepler",1,1,14.97262,77.47820,105.30331480,3.260,914.1260000,3.51000000000e+02,0.000000
"Kepler-989 b","Transit",2016,"Kepler",1,1,20.37813,76.53241,7.96431535,2.210,491.9780000,8.05000000000e+02,0.000000
"Kepler-997 b","Transit",2016,"Kepler",1,1,16.58282,81.06648,2.70730672,1.360,467.5680000,1.70900000000e+03,0.000000
"Kepler-991 b","Transit",2016,"Kepler",1,1,11.86823,83.02035,82.53425190,2.540,389.5610000,2.60000000000e+02,0.000000
"L 168-9 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-53.55913,321.95595,1.40150000,1.390,25.1496000,9.65000000000e+02,0.210000
"L 98-59 b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,3,-17.59330,281.81705,2.25310000,0.800,10.6194000,6.10000000000e+02,0.120000
"MOA-2007-BLG-400L b","Microlensing",2008,"MOA",1,1,-4.70081,2.38132,,13.900,5800.0000000,1.03000000000e+02,
"MOA-2008-BLG-310L b","Microlensing",2009,"MOA",1,1,-4.56257,355.91449,,5.180,7700.0000000,,
"TOI-421 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",2,2,-24.93742,216.79355,16.06819000,5.090,74.7969000,6.73600000000e+02,0.152000
"Kepler-809 b","Transit",2016,"Kepler",1,1,15.92719,79.18303,55.63934000,3.010,961.4050000,4.78000000000e+02,0.000000
"V1298 Tau b","Transit",2019,"K2",1,4,-23.37696,172.89486,24.13960000,10.270,108.1990000,6.77000000000e+02,0.290000
"Kepler-941 b","Transit",2016,"Kepler",1,1,12.38563,79.96930,17.42395198,3.080,1088.3600000,7.22000000000e+02,0.000000
"LHS 3844 b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-43.90616,318.24947,0.46292913,1.303,14.8846000,8.05000000000e+02,
"Kepler-97 b","Transit",2014,"Kepler",1,2,17.25653,79.35114,2.58664000,1.480,400.9070000,1.32800000000e+03,0.000000
"Kepler-972 b","Transit",2016,"Kepler",1,1,9.69390,77.04273,7.03932553,4.650,1198.0300000,1.06000000000e+03,0.000000
"Kepler-973 b","Transit",2016,"Kepler",1,1,16.02462,81.29598,49.60773310,1.960,328.5200000,4.02000000000e+02,0.000000
"Kepler-990 c","Transit",2016,"Kepler",1,2,10.05477,80.84382,0.53835431,1.530,802.1630000,2.38600000000e+03,0.000000
"Kepler-998 b","Transit",2016,"Kepler",1,1,11.86453,82.53844,5.65377733,2.320,986.3640000,1.02000000000e+03,0.000000
"MOA-2012-BLG-505L b","Microlensing",2017,"MOA",1,1,-2.88066,358.10757,,2.480,7210.0000000,,
"Kepler-959 b","Transit",2016,"Kepler",1,1,10.89592,73.41447,14.80074836,4.380,807.7290000,1.91200000000e+03,0.000000
"Kepler-888 b","Transit",2016,"Kepler",1,1,12.81989,82.64032,70.69790610,1.760,420.8170000,4.17000000000e+02,0.000000
