pl_name,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,glat,glon,pl_orbper,pl_rade,sy_dist,pl_eqt,pl_orbeccen
"GJ 676 A c","Radial Velocity",2016,"Paranal Observatory",2,4,-9.54226,339.10272,7337.00000000,12.700,16.0272000,,
"GJ 687 b","Radial Velocity",2014,"Lick Observatory",1,2,31.96608,98.59611,38.14200000,4.320,4.5493900,,0.170000
"OGLE-2008-BLG-355L b","Microlensing",2014,"OGLE",1,1,-3.45246,359.92169,,12.900,6800.0000000,,
"Kepler-119 c","Transit",2014,"Kepler",1,2,9.25285,76.40109,4.12510300,0.920,701.9960000,1.01600000000e+03,0.000000
"MOA-2013-BLG-220L b","Microlensing",2014,"MOA",1,1,-3.75748,1.49223,,13.200,6720.0000000,,
"Kepler-1030 b","Transit",2016,"Kepler",1,1,12.15345,78.48533,19.32952416,2.480,758.7020000,5.29000000000e+02,0.000000
"USco1556 b","Imaging",2019,"Multiple Observatories",1,1,20.91629,347.10445,,12.300,140.6350000,2.24000000000e+03,
"GJ 1151 b","Radial Velocity",2021,"Multiple Observatories",1,1,65.72032,147.86957,2.01800000,1.390,8.0362500,,0.000000
"HR 858 d","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",2,3,-63.46852,228.14045,11.23000000,2.164,31.9640000,1.07500000000e+03,0.280000
"K2-280 b","Transit",2018,"K2",1,1,-17.32247,16.32379,19.89520200,7.670,391.5370000,7.44000000000e+02,
"K2-326 b","Transit",2020,"K2",1,1,-54.94703,83.82219,1.25600000,2.280,282.3080000,1.11400000000e+03,
"KELT-18 b","Transit",2017,"KELT-North",2,1,53.81036,102.71473,2.87175180,17.598,321.3760000,2.08500000000e+03,0.000000
"HD 39091 b","Radial Velocity",2001,"Anglo-Australian Telescope",1,2,-29.77608,292.50808,2093.07000000,12.300,18.2702000,,0.637000
"HAT-P-28 b","Transit",2011,"HATNet",1,1,-28.14320,123.06375,3.25721500,13.585,401.3190000,1.38400000000e+03,0.051000
"HD 18742 b","Radial Velocity",2011,"W. M. Keck Observatory",1,1,-60.00474,207.80483,766.00000000,13.100,162.6850000,,0.040000
"HD 33564 b","Radial Velocity",2005,"Haute-Provence Observatory",1,1,22.64801,133.73361,388.00000000,12.500,20.9531000,,0.340000
"HD 33142 b","Radial Velocity",2011,"W. M. Keck Observatory",1,2,-29.22647,214.33741,326.00000000,13.600,121.3750000,,0.066000
"GJ 676 A e","Radial Velocity",2012,"La Silla Observatory",2,4,-9.54226,339.10272,35.39000000,2.770,16.0272000,,0.125000
"HD 34445 f","Radial Velocity",2017,"Multiple Observatories",1,6,-17.02221,195.03880,676.80000000,6.880,46.0907000,,0.031000
"HD 3167 d","Transit",2017,"W. M. Keck Observatory",1,3,-58.24060,115.11108,8.50900000,2.520,47.2899000,,0.360000
"HATS-41 b","Transit",2018,"HATSouth",1,1,-11.43574,237.62132,4.19364900,14.908,737.6680000,1.71000000000e+03,0.380000
"HD 1461 b","Radial Velocity",2010,"W. M. Keck Observatory",1,2,-69.41004,99.30680,5.77152000,2.420,23.4534000,,0.172000
"Kepler-1687 b","Transit",2020,"Kepler",1,1,16.61049,82.01382,5.77954000,1.656,417.0140000,5.98000000000e+02,0.000000
"Kepler-132 c","Transit",2014,"Kepler",2,4,17.26662,71.10178,6.41491400,1.280,349.5490000,1.06900000000e+03,0.000000
"Kepler-347 b","Transit",2014,"Kepler",1,2,16.35836,80.44858,12.79836000,1.970,1298.8800000,9.08000000000e+02,0.000000
"Kepler-537 b","Transit",2016,"Kepler",1,1,16.72009,82.52041,3.24755522,1.410,439.4000000,1.18100000000e+03,0.000000
"Kepler-313 c","Transit",2014,"Kepler",1,2,10.76951,82.64379,32.27327300,2.570,1079.3952487,6.83000000000e+02,0.000000
"K2-274 b","Transit",2018,"K2",1,1,32.01486,204.79384,14.12971400,2.200,228.3270000,5.89000000000e+02,
"K2-30 b","Transit",2016,"K2",1,1,-27.54962,164.50146,4.09850300,11.646,333.0420000,1.09200000000e+03,0.000000
"K2-90 c","Transit",2016,"K2",1,2,-23.20116,169.54805,2.90070600,1.300,134.1880000,,0.190000
"HD 2685 b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-40.74999,304.65803,4.12688000,16.141,196.8520000,2.06100000000e+03,0.091000
"Kepler-1189 b","Transit",2016,"Kepler",1,1,10.28813,81.95210,3.78858982,1.770,782.8520000,1.15800000000e+03,0.000000
"HD 202696 c","Radial Velocity",2019,"W. M. Keck Observatory",1,2,-15.08562,75.08304,946.60000000,,188.5460000,,0.028000
"Kepler-1045 b","Transit",2016,"Kepler",1,1,17.95838,75.01611,26.41045478,2.690,942.4850000,5.12000000000e+02,0.000000
"Kepler-107 d","Transit",2014,"Kepler",1,4,11.23255,81.72606,7.95839000,0.860,525.9970000,1.17300000000e+03,0.000000
"HATS-38 b","Transit",2020,"HATSouth",1,1,25.74431,264.16473,4.37502100,6.882,343.5250000,1.29400000000e+03,0.000000
"Kepler-244 c","Transit",2014,"Kepler",1,3,14.86746,73.20300,9.76729200,2.050,1036.4900000,7.91000000000e+02,0.000000
"HD 20003 c","Radial Velocity",2019,"La Silla Observatory",1,2,-41.17624,289.87654,33.92390000,3.890,41.8316000,,0.100000
"HD 167042 b","Radial Velocity",2007,"Lick Observatory",1,1,27.54691,82.54900,420.77000000,13.500,49.6633000,,0.089000
"HD 168443 b","Radial Velocity",1998,"W. M. Keck Observatory",1,2,2.50674,20.81376,58.11247000,12.600,39.6245000,,0.528830
"K2-110 b","Transit",2017,"K2",1,1,48.15270,324.42967,13.86387000,2.560,116.4740000,5.75000000000e+02,0.079000
"K2-317 b","Transit",2020,"K2",1,1,30.70086,342.30740,6.22000000,2.930,176.2910000,4.32000000000e+02,
"Kepler-1339 b","Transit",2016,"Kepler",1,1,19.37193,78.17886,1.34155513,0.710,371.0490000,1.64200000000e+03,0.000000
"Kepler-668 b","Transit",2016,"Kepler",1,1,18.59261,79.49209,8.35390639,2.700,784.6180000,7.90000000000e+02,0.000000
"K2-273 b","Transit",2018,"K2",1,1,31.96885,206.52056,11.71633200,4.420,308.1050000,6.72000000000e+02,
"Kepler-735 b","Transit",2016,"Kepler",1,1,18.01603,76.22744,11.51516988,2.950,695.0590000,6.57000000000e+02,0.000000
"K2-188 c","Transit",2018,"K2",1,2,33.44489,201.65994,7.81025300,2.830,446.8210000,1.02600000000e+03,
"Kepler-114 d","Transit",2013,"Kepler",1,3,13.01505,80.94435,11.77600000,2.530,259.5330000,4.46000000000e+02,0.000000
"Kepler-1234 b","Transit",2016,"Kepler",1,1,18.12452,82.04089,11.94014029,2.810,916.7490000,6.25000000000e+02,0.000000
"Kepler-1153 b","Transit",2016,"Kepler",1,1,15.03403,77.15097,1.75583533,1.730,1119.4900000,1.34300000000e+03,0.000000
"Kepler-220 c","Transit",2014,"Kepler",1,4,13.97444,78.81162,9.03419900,1.570,171.1090000,5.86000000000e+02,0.000000
"Kepler-240 c","Transit",2014,"Kepler",1,2,11.55622,73.01252,7.95352800,2.200,746.9270000,6.96000000000e+02,0.000000
"HD 126525 b","Radial Velocity",2018,"La Silla Observatory",1,1,8.17624,317.62367,960.41000000,10.300,37.6506000,,0.035000
"HD 6718 b","Radial Velocity",2009,"La Silla Observatory",1,1,-70.71162,135.28348,2496.00000000,13.500,51.3444000,,0.100000
"Kepler-68 d","Radial Velocity",2013,"W. M. Keck Observatory",2,3,15.15359,80.69124,634.60000000,13.900,144.1660000,,0.112000
"OGLE-TR-132 b","Transit",2004,"OGLE",1,1,-2.34319,289.23465,1.68986800,13.450,2012.6200000,2.01300000000e+03,0.600000
"Kepler-1377 b","Transit",2016,"Kepler",1,1,15.31757,77.91073,0.74092842,1.250,1146.1000000,1.87300000000e+03,0.000000
"Kepler-1171 b","Transit",2016,"Kepler",1,1,7.96784,72.42526,1.44259224,2.560,573.0000000,2.70000000000e+03,0.000000
"Kepler-1207 b","Transit",2016,"Kepler",1,1,12.91225,82.15527,13.68237119,1.620,1754.1900000,8.02000000000e+02,0.000000
"Kepler-126 d","Transit",2014,"Kepler",1,3,14.23267,75.64407,100.28313400,2.500,237.4010000,4.75000000000e+02,0.020000
"Kepler-1283 b","Transit",2016,"Kepler",1,1,8.67095,74.55274,12.94609780,1.910,2921.9900000,7.64000000000e+02,0.000000
"Kepler-197 e","Transit",2014,"Kepler",2,4,13.35928,83.30414,25.20971500,0.910,330.5750000,6.91000000000e+02,0.380000
"K2-120 b","Transit",2017,"K2",1,1,33.41085,209.50031,9.56274200,2.010,289.5438740,,0.140000
"K2-116 b","Transit",2017,"K2",1,1,-52.23321,49.97279,4.65541100,0.690,49.3855000,,0.060000
"K2-24 c","Transit",2016,"K2",1,2,19.20525,349.99931,42.33910000,7.500,170.5620000,5.60000000000e+02,0.070000
"HIP 57274 b","Radial Velocity",2011,"W. M. Keck Observatory",1,3,74.93234,194.25280,8.13520000,2.400,25.8618000,,0.190000
"K2-123 b","Transit",2017,"K2",1,1,36.91396,205.51379,30.95152400,2.760,161.5550000,3.38000000000e+02,0.060000
"Kepler-154 c","Transit",2014,"Kepler",1,5,16.24171,81.16841,62.30327600,2.950,915.2120000,4.54000000000e+02,0.000000
"Kepler-389 b","Transit",2014,"Kepler",1,2,12.83567,77.09593,3.24410700,1.510,816.5590000,1.04700000000e+03,0.000000
"Kepler-626 b","Transit",2016,"Kepler",1,1,12.80662,71.22602,14.48585199,2.290,635.6430000,7.84000000000e+02,0.000000
"Kepler-545 b","Transit",2016,"Kepler",1,1,11.93508,72.75932,13.24934059,2.690,818.0010000,8.06000000000e+02,0.000000
"MOA-2009-BLG-266L b","Microlensing",2011,"MOA",1,1,-3.58099,355.06999,2774.00000000,3.210,3040.0000000,,
"Kepler-176 e","Transit",2016,"Kepler",1,4,10.63645,77.02616,51.16579000,1.450,527.3210000,3.98000000000e+02,0.000000
"OGLE-2018-BLG-1011L b","Microlensing",2019,"OGLE",1,2,-2.03540,1.04163,,13.500,7100.0000000,,
"HATS-59 c","Radial Velocity",2018,"HATSouth",1,2,35.90172,276.98925,1422.00000000,12.300,642.8840000,1.75900000000e+02,0.083000
"GJ 9827 b","Transit",2017,"K2",1,3,-57.18299,81.34803,1.20898190,1.577,29.6610000,1.04350000000e+03,0.000000
"Kepler-294 c","Transit",2014,"Kepler",1,2,16.23218,76.83914,6.62640000,2.710,1357.0100000,8.95000000000e+02,0.000000
"Kepler-228 d","Transit",2014,"Kepler",1,3,11.67615,81.50262,11.09428600,4.040,1644.6100000,8.35000000000e+02,0.000000
"Kepler-23 b","Transit",2011,"Kepler",1,3,13.45799,82.01371,7.10730000,1.900,835.7560000,1.15700000000e+03,0.060000
"Kepler-251 c","Transit",2014,"Kepler",1,4,9.55133,77.90710,16.51404300,2.770,924.6250000,6.55000000000e+02,0.000000
"Kepler-1623 b","Transit",2016,"Kepler",1,1,9.02309,72.95966,4.36128348,1.310,837.4810000,1.00000000000e+03,0.000000
"Kepler-181 b","Transit",2014,"Kepler",1,2,12.62270,83.15616,3.13787300,1.270,609.2830000,1.04100000000e+03,0.000000
"Kepler-336 c","Transit",2014,"Kepler",1,3,12.43412,73.24044,9.60000100,2.100,768.8600000,9.67000000000e+02,0.000000
"HIP 54373 c","Radial Velocity",2019,"Las Campanas Observatory",1,2,37.18456,271.64987,15.14400000,3.570,18.7168000,,0.200000
"K2-141 c","Transit",2018,"K2",1,2,-56.59530,80.19878,7.74850000,7.000,61.8736000,,0.000000
"K2-161 b","Transit",2018,"K2",1,1,58.15001,285.59227,9.28318800,6.117,916.3190000,,
"K2-168 b","Transit",2018,"K2",1,2,-51.71337,40.91076,15.85230000,1.860,243.9350000,7.66350000000e+02,
"KIC 8540376 c","Transit",2015,"Kepler",1,2,19.02783,74.17444,75.20000000,2.400,1072.3000000,,
"LTT 3780 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",2,2,36.30503,254.20063,12.25190000,2.300,21.9814000,3.53000000000e+02,0.060000
"OGLE-2018-BLG-1428L b","Microlensing",2021,"OGLE",1,1,2.11254,1.98637,,14.000,6220.0000000,,
"Kepler-98 b","Transit",2014,"Kepler",1,1,14.25314,68.59512,1.54168000,1.990,350.3150000,1.59200000000e+03,0.000000
"TOI-201 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-30.62853,262.84921,52.97818000,11.299,113.8250000,7.59000000000e+02,0.280000
"OGLE-2015-BLG-1649L b","Microlensing",2019,"OGLE",1,1,-5.42183,358.87550,,13.200,4230.0000000,,
"KOI-351 g","Transit",2013,"Kepler",1,8,19.25567,79.26947,210.60697000,8.100,848.2540000,3.42000000000e+02,0.000000
"Kepler-846 b","Transit",2016,"Kepler",1,1,17.55834,79.64610,19.80792185,2.480,1127.1200000,6.24000000000e+02,0.000000
"Kepler-416 b","Transit Timing Variations",2014,"Kepler",1,2,10.60929,71.75799,6.31900000,2.480,690.8190000,9.86000000000e+02,0.000000
"Kepler-1685 b","Transit",2020,"Kepler",1,1,9.70889,77.62455,20.49050000,2.577,1141.8900000,6.25000000000e+02,0.000000
"Kepler-123 c","Transit",2014,"Kepler",1,2,8.63544,76.88818,26.69507400,1.480,1021.6600000,7.06000000000e+02,0.000000
"Kepler-372 c","Transit",2014,"Kepler",1,3,15.10953,80.96007,20.05376300,2.090,1493.9500000,7.55000000000e+02,0.000000
"Kepler-402 c","Transit",2014,"Kepler",1,4,14.53038,74.54275,6.12482100,1.560,625.3390000,1.14000000000e+03,0.000000
"Kepler-404 c","Transit",2014,"Kepler",1,2,16.60325,75.87463,14.75116600,1.720,812.5240000,6.78000000000e+02,0.000000
"Kepler-27 c","Transit",2011,"Kepler",1,2,10.97438,73.68708,31.33090000,4.900,1044.3600000,4.81000000000e+02,0.000000
"Kepler-296 e","Transit",2014,"Kepler",2,5,18.01445,79.90117,34.14211000,1.530,167.0000000,3.37000000000e+02,0.330000
"Kepler-310 b","Transit",2014,"Kepler",1,3,15.67408,78.12992,13.93069800,1.190,602.2680000,6.65000000000e+02,0.000000
"Kepler-1022 b","Transit",2016,"Kepler",1,1,15.34767,78.26128,10.99469878,2.360,420.0420000,5.12000000000e+02,0.000000
"K2-244 b","Transit",2018,"K2",1,1,57.73900,285.17361,21.06884000,1.750,212.9020000,6.38000000000e+02,
"K2-315 b","Transit",2020,"K2",1,1,31.76781,342.43152,3.14431890,0.950,56.9686000,4.60000000000e+02,
"K2-72 e","Transit",2016,"K2",1,4,-49.94032,51.46106,24.15886800,1.290,66.4321000,,0.110000
"K2-59 b","Transit",2016,"K2",1,2,-55.79751,48.55544,20.69210000,2.410,311.3130000,,
"TOI-700 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,3,-26.88106,275.46822,16.05111000,2.650,31.1265000,3.56000000000e+02,0.078000
"Kepler-595 b","Transit",2016,"Kepler",1,2,13.78271,83.21827,25.30290920,3.708,643.0090000,5.35000000000e+02,0.000000
"WASP-50 b","Transit",2011,"SuperWASP",1,1,-56.78937,189.67935,1.95510000,13.070,184.8480000,1.39484000000e+03,0.009000
"HAT-P-24 b","Transit",2010,"HATNet",2,1,11.65314,202.73799,3.35524000,14.572,415.3440000,1.63700000000e+03,0.070000
"HAT-P-42 b","Transit",2012,"HATNet",1,1,31.58211,223.00400,4.64187800,14.348,405.2380000,1.42800000000e+03,0.000000
"K2-151 b","Transit",2018,"K2",2,1,-52.84098,133.49358,3.83547600,1.490,69.4798000,5.66000000000e+02,
"HD 107148 b","Radial Velocity",2005,"W. M. Keck Observatory",2,1,58.57514,287.37149,48.05600000,9.600,49.4156000,,0.050000
"HD 24085 b","Radial Velocity",2019,"Las Campanas Observatory",1,1,-40.50147,284.95295,2.04550000,3.460,54.9004000,,0.220000
"WASP-140 b","Transit",2016,"SuperWASP-South",2,1,-46.25415,214.79407,2.23598350,16.141,117.5980000,1.32000000000e+03,0.047000
"Kepler-768 b","Transit",2016,"Kepler",1,1,8.45513,71.93296,11.39100250,1.790,784.5600000,6.18000000000e+02,0.000000
"Kepler-363 b","Transit",2014,"Kepler",1,3,17.28360,71.05260,3.61456800,1.160,762.5960000,1.34700000000e+03,0.000000
"Kepler-307 c","Transit",2013,"Kepler",1,2,6.95002,75.10988,13.07290000,2.200,575.5810000,7.39000000000e+02,0.000000
"Kepler-332 c","Transit",2014,"Kepler",1,3,17.20394,77.95395,15.99562200,1.090,344.1900000,5.50000000000e+02,0.000000
"Kepler-342 d","Transit",2014,"Kepler",1,4,13.17723,79.00786,39.45935700,2.490,781.6110000,6.58000000000e+02,0.000000
"Kepler-364 b","Transit",2014,"Kepler",1,2,20.43826,76.69680,25.74571800,1.550,891.4620000,7.53000000000e+02,0.000000
"WASP-173 A b","Transit",2018,"SuperWASP-South",2,1,-72.33626,3.29979,1.38665318,13.451,232.9800000,1.88000000000e+03,0.000000
"K2-223 b","Transit",2018,"K2",1,2,51.87879,290.83817,0.50565000,0.890,198.6040000,2.27100000000e+03,
"K2-45 b","Transit",2016,"K2",1,1,53.45096,261.48531,1.72926840,6.710,495.3170000,,0.100000
"Kepler-127 c","Transit",2014,"Kepler",1,3,17.64003,76.21619,29.39319500,2.660,352.7940000,6.98000000000e+02,0.030000
"Kepler-11 b","Transit",2010,"Kepler",1,6,8.13328,76.16130,10.30390000,1.800,646.3460000,8.49000000000e+02,0.045000
"Kepler-112 c","Transit",2014,"Kepler",1,2,8.85504,77.25979,28.57426300,2.400,513.2060000,5.38000000000e+02,0.000000
"BD+20 2457 c","Radial Velocity",2009,"McDonald Observatory",1,2,53.95226,216.04472,621.99000000,12.400,1539.7100000,,0.180000
"CoRoT-5 b","Transit",2009,"CoRoT",1,1,-1.03620,211.48472,4.03789620,15.558,882.4720000,1.43800000000e+03,0.090000
"WASP-101 b","Transit",2014,"SuperWASP",1,1,-14.23405,232.32233,3.58572000,16.029,201.2240000,1.56000000000e+03,0.000000
"WASP-157 b","Transit",2016,"SuperWASP",1,1,53.54342,317.68341,3.95162300,11.190,334.0370000,1.19300000000e+03,0.000000
"WASP-148 b","Transit",2020,"SuperWASP-North",1,2,38.65518,69.45427,8.80381000,8.093,246.3530000,9.40000000000e+02,0.220000
"Kepler-1035 b","Transit",2016,"Kepler",1,1,13.89008,74.30404,2.71407755,1.170,562.1160000,1.30100000000e+03,0.000000
"Kepler-227 c","Transit",2014,"Kepler",1,2,14.23776,80.10231,54.41869400,3.040,1083.0600000,4.43000000000e+02,0.000000
"HD 164922 d","Radial Velocity",2020,"Roque de los Muchachos Observatory",1,3,21.78318,52.29591,12.45800000,1.830,22.0016000,,0.120000
"Kepler-238 d","Transit",2014,"Kepler",1,5,13.74892,71.83506,13.23354900,3.070,1798.7500000,8.88000000000e+02,0.000000
"Kepler-238 b","Transit",2014,"Kepler",1,5,13.74892,71.83506,2.09087600,1.730,1798.7500000,1.64200000000e+03,0.000000
"nu Oph c","Radial Velocity",2012,"Okayama Astrophysical Observatory",1,2,6.97417,18.16751,3184.83000000,12.000,46.2107000,,0.180000
"WASP-107 c","Radial Velocity",2020,"Multiple Observatories",1,2,52.47382,295.69143,1088.00000000,13.200,64.7414000,,0.280000
"OGLE-2012-BLG-0026L b","Microlensing",2012,"OGLE",1,2,3.06650,0.19492,,7.720,4019.0000000,,
"K2-148 b","Transit",2018,"K2",2,3,-63.01790,126.58855,4.38395000,1.330,124.4580000,,
"Kepler-1411 b","Transit",2016,"Kepler",1,1,15.72302,73.57259,86.11508880,2.820,1660.4800000,4.41000000000e+02,0.000000
"Kepler-172 e","Transit",2014,"Kepler",1,4,17.34751,71.60688,35.11873600,2.760,828.5920000,5.50000000000e+02,0.000000
"Kepler-1254 c","Transit",2016,"Kepler",1,3,18.61756,78.91187,3.60084276,1.300,622.8180000,9.27000000000e+02,0.000000
"Kepler-154 d","Transit",2016,"Kepler",1,5,16.24171,81.16841,20.54981883,3.840,915.2120000,6.57000000000e+02,0.000000
"Kepler-1520 b","Transit",2016,"Kepler",1,1,16.18623,83.01587,0.65355357,5.770,607.9170000,1.43700000000e+03,0.000000
"Kepler-652 b","Transit",2016,"Kepler",1,1,15.99842,77.40775,4.18200253,2.490,394.5500000,9.74000000000e+02,0.000000
"Kepler-1541 b","Transit",2016,"Kepler",1,1,19.23140,77.84505,8.40691199,1.160,416.6920000,1.04800000000e+03,0.000000
"GJ 1148 b","Radial Velocity",2010,"W. M. Keck Observatory",1,2,68.91636,160.61794,41.38000000,11.900,11.0143000,,0.380000
"HD 187123 b","Radial Velocity",1998,"W. M. Keck Observatory",1,2,4.67926,69.46581,3.09658280,14.200,45.9548000,,0.010300
"HD 216536 b","Radial Velocity",2015,"McDonald Observatory",1,1,-13.45694,101.68984,148.60001000,13.800,376.2330000,,0.380000
"HD 63433 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,2,24.14746,193.28189,20.54530000,2.670,22.4035000,6.21909976000e+02,0.000000
"HD 72659 b","Radial Velocity",2002,"W. M. Keck Observatory",1,1,21.88046,226.75388,3658.00000000,13.000,51.8949000,,0.220000
"Kepler-482 b","Transit",2016,"Kepler",1,1,11.30521,81.56932,56.35418576,2.360,313.0680000,3.52000000000e+02,0.000000
"Kepler-87 b","Transit",2013,"Kepler",1,2,10.10838,80.91089,114.73635000,13.490,1232.9000000,4.78000000000e+02,0.036000
"K2-33 b","Transit",2016,"K2",1,1,23.10048,354.42038,5.42486500,5.040,139.2680000,8.50000000000e+02,0.000000
"Kepler-1537 b","Transit",2016,"Kepler",1,1,10.80439,76.90536,1.44445380,1.180,517.2920000,1.80000000000e+03,0.000000
"Kepler-684 b","Transit",2016,"Kepler",1,1,10.66531,70.64665,6.77030201,3.360,1731.2700000,8.12000000000e+02,0.000000
"Kepler-1295 b","Transit",2016,"Kepler",1,1,13.48868,77.56008,3.81371974,1.550,1174.4600000,1.02900000000e+03,0.000000
"Kepler-204 c","Transit",2014,"Kepler",1,2,15.95528,72.12006,25.66059300,1.790,686.7230000,6.83000000000e+02,0.000000
"Kepler-250 c","Transit",2014,"Kepler",1,3,14.04353,75.65661,7.15680400,2.280,760.5850000,7.82000000000e+02,0.000000
"PSR B1620-26 b","Pulsar Timing",2003,"Hubble Space Telescope",2,1,15.95997,350.97627,,13.300,,,
"Kepler-131 b","Transit",2014,"Kepler",1,2,13.43665,72.32360,16.09200000,2.410,228.6780000,7.18000000000e+02,0.000000
"Kepler-340 b","Transit",2014,"Kepler",1,2,8.12813,74.30416,14.84438700,2.530,808.7620000,1.09200000000e+03,0.000000
"Kepler-1688 b","Transit",2020,"Kepler",1,1,12.88540,72.98548,5.62012000,1.262,567.4468709,7.72000000000e+02,0.000000
"Kepler-1694 b","Transit",2020,"Kepler",1,1,9.53827,73.46926,3.89526000,1.180,513.3290000,9.56000000000e+02,0.000000
"Kepler-305 d","Transit",2014,"Kepler",1,4,5.97338,75.59975,16.73866100,2.710,868.4770000,5.76000000000e+02,0.000000
"Kepler-268 c","Transit",2014,"Kepler",1,2,9.79009,70.84335,83.44639300,3.380,851.8700000,4.71000000000e+02,0.000000
"Kepler-250 d","Transit",2014,"Kepler",1,3,14.04353,75.65661,17.64831200,2.180,760.5850000,5.79000000000e+02,0.000000
"HD 27894 b","Radial Velocity",2005,"La Silla Observatory",1,3,-42.00943,270.09987,18.02000000,14.100,43.8214000,,0.047000
"HD 3167 b","Transit",2016,"K2",1,3,-58.24060,115.11108,0.95962400,1.700,47.2899000,1.66900000000e+03,0.000000
"K2-54 b","Transit",2016,"K2",1,1,-56.53533,42.19002,9.78430000,1.150,174.9550000,,
"Kepler-1039 b","Transit",2016,"Kepler",1,1,9.04999,79.59565,0.93488424,1.460,306.9100000,2.08000000000e+03,0.000000
"Kepler-1028 b","Transit",2016,"Kepler",1,1,16.30795,81.00863,2.51462432,1.330,607.9160000,1.21700000000e+03,0.000000
"Kepler-106 b","Transit",2014,"Kepler",1,4,7.00333,79.67079,6.16486000,0.820,444.3220000,1.02100000000e+03,0.000000
"Kepler-1246 b","Transit",2016,"Kepler",1,1,17.16890,79.73595,11.32271513,1.360,436.5050000,5.54000000000e+02,0.000000
"Kepler-130 c","Transit",2014,"Kepler",2,3,13.20337,71.64555,27.50868000,2.900,316.6630000,6.83000000000e+02,0.000000
"Kepler-11 f","Transit",2010,"Kepler",1,6,8.13328,76.16130,46.68880000,2.490,646.3460000,5.13000000000e+02,0.013000
"Kepler-147 b","Transit",2014,"Kepler",1,2,13.05555,70.40788,12.61058400,1.530,1042.0200000,9.53000000000e+02,0.000000
"Wolf 1061 b","Radial Velocity",2015,"La Silla Observatory",1,3,23.67715,3.34702,4.88690000,1.210,4.3059200,,0.150000
"Kepler-48 b","Transit",2012,"Kepler",1,4,6.33882,76.08999,4.77800000,1.880,306.7380000,9.32000000000e+02,0.000000
"Kepler-277 b","Transit",2013,"Kepler",1,2,14.03810,69.94431,17.32400000,2.920,976.6430000,9.64000000000e+02,0.000000
"Kepler-32 f","Transit",2012,"Kepler",1,5,9.96232,80.53919,0.74296000,0.820,323.8470000,1.02600000000e+03,0.000000
"USco CTIO 108 b","Imaging",2008,"Teide Observatory",1,1,24.53881,354.46972,,12.300,144.0190000,,
"Kepler-754 b","Transit",2016,"Kepler",1,1,8.79872,71.12324,14.55962370,2.010,1770.2700000,7.58000000000e+02,0.000000
"Kepler-261 c","Transit",2014,"Kepler",1,2,10.02041,70.21850,24.57085800,2.000,317.4990000,5.05000000000e+02,0.000000
"Kepler-266 c","Transit",2014,"Kepler",1,2,10.89836,77.24742,107.72360100,3.890,1370.7900000,4.21000000000e+02,0.000000
"Kepler-273 b","Transit",2014,"Kepler",1,2,14.43623,79.50293,2.93653200,1.500,713.9640000,1.20900000000e+03,0.000000
"Kepler-284 b","Transit",2014,"Kepler",1,2,13.32739,80.07785,12.69914900,2.240,1031.9500000,6.86000000000e+02,0.000000
"Kepler-270 b","Transit",2014,"Kepler",1,2,19.05505,73.85816,11.47609400,2.010,948.7810000,9.84000000000e+02,0.000000
"K2-259 b","Transit",2018,"K2",1,1,63.78688,289.11701,15.48043000,2.320,416.4570000,7.95000000000e+02,
"K2-183 d","Transit",2018,"K2",1,3,25.84832,209.82242,22.63196400,2.860,329.0410000,6.15000000000e+02,
"K2-32 b","Transit",2016,"K2",2,4,15.80164,0.54581,8.99200000,5.299,157.6820000,8.37000000000e+02,0.030000
"Kepler-217 d","Transit",2016,"Kepler",1,3,12.75822,78.70435,3.88689525,1.320,1104.6400000,1.57400000000e+03,0.000000
"Kepler-364 c","Transit",2014,"Kepler",1,2,20.43826,76.69680,59.98062700,2.150,891.4620000,5.68000000000e+02,0.000000
"Kepler-135 c","Transit",2014,"Kepler",1,2,11.15868,70.99230,11.44870800,1.160,621.8550000,9.75000000000e+02,0.000000
"Kepler-1459 b","Transit",2016,"Kepler",1,1,19.43843,75.50289,62.86916110,1.360,455.4790000,3.49000000000e+02,0.000000
"Kepler-1365 b","Transit",2016,"Kepler",1,2,11.42713,74.55066,7.69993485,0.920,840.1280000,9.69000000000e+02,0.000000
"Kepler-1193 b","Transit",2016,"Kepler",1,1,17.72552,82.09102,2.83265213,1.320,802.1160000,1.45300000000e+03,0.000000
"Kepler-1415 b","Transit",2016,"Kepler",1,1,18.31592,78.02145,0.63642408,1.290,1043.5600000,1.84600000000e+03,0.000000
"Kepler-1433 b","Transit",2016,"Kepler",1,1,17.52250,80.12385,4.13592271,1.560,1328.0000000,1.22600000000e+03,0.000000
"Kepler-24 e","Transit",2014,"Kepler",1,4,11.01831,70.54989,18.99835500,2.780,1156.8100000,7.92000000000e+02,0.000000
"PSR J1719-1438 b","Pulsar Timing",2011,"Parkes Observatory",1,1,12.83834,8.85850,0.09070629,,1200.0000000,,0.060000
