pl_name,discoverymethod,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,disc_year
"Kepler-829 b","Transit",1,1,0,18.29325,71.95093,6.88337562,2.110,2016
"Kepler-477 b","Transit",2,1,0,14.33019,73.50616,11.11990653,2.070,2016
"OGLE-2015-BLG-0966L b","Microlensing",1,1,0,-1.82120,0.95823,,4.860,2016
"WASP-123 b","Transit",2,1,0,-19.48704,5.19559,2.97764120,14.773,2016
"Kepler-1390 b","Transit",1,1,0,10.29931,82.29819,6.48021673,1.180,2016
"Kepler-1431 b","Transit",1,1,0,14.53543,81.92215,5.86601526,1.470,2016
"Kepler-1510 b","Transit",1,1,0,10.13197,82.40526,84.70392100,3.360,2016
"Kepler-910 b","Transit",1,1,0,9.22798,76.51187,2.36436901,0.820,2016
"Kepler-1037 b","Transit",1,1,0,11.14897,80.57110,1.06378867,1.280,2016
"Kepler-992 b","Transit",1,1,0,18.69367,77.61384,20.16034462,1.620,2016
"Kepler-1097 b","Transit",1,1,0,18.84996,71.88436,187.74702900,3.260,2016
"Kepler-1310 b","Transit",1,1,0,16.56523,70.71355,0.67933627,1.440,2016
"K2-60 b","Transit",1,1,0,-55.37019,48.74576,3.00265000,7.656,2016
"rho CrB c","Radial Velocity",1,2,0,48.92412,53.48367,102.54000000,5.380,2016
"HATS-28 b","Transit",1,1,0,-21.13143,347.45078,3.18107810,13.384,2016
"HATS-27 b","Transit",1,1,0,16.28136,303.42806,4.63703800,16.814,2016
"HATS-15 b","Transit",1,1,0,-33.28171,26.56133,1.74748753,12.386,2016
"GJ 3998 c","Radial Velocity",1,2,0,26.15047,32.27249,13.74000000,2.380,2016
"HATS-12 b","Transit",1,1,0,-14.11663,18.14948,3.14270200,7.760,2016
"HD 42618 b","Radial Velocity",1,1,0,-5.59129,202.35935,149.61000000,3.890,2016
"Kepler-491 b","Transit",1,1,0,14.96283,73.21539,4.22538451,8.920,2016
"HD 72892 b","Radial Velocity",1,1,0,15.19213,238.38719,39.47500000,12.800,2016
"HD 220842 b","Radial Velocity",2,1,0,-4.09090,111.50544,218.47000000,13.100,2016
"HD 221585 b","Radial Velocity",1,1,0,1.62237,114.20277,1173.00000000,13.500,2016
"Kepler-773 b","Transit",1,1,0,10.55969,70.45457,3.74910006,1.430,2016
"Kepler-751 b","Transit",1,1,0,10.62831,77.28825,17.44490636,2.460,2016
"Kepler-782 b","Transit",1,1,0,15.95896,78.87676,158.68533080,3.210,2016
"HATS-25 b","Transit",1,1,0,37.05770,320.25244,4.29864320,14.123,2016
"GJ 3998 b","Radial Velocity",1,2,0,26.15047,32.27249,2.64977000,1.380,2016
"HR 2562 b","Imaging",1,1,0,-23.49177,270.17524,,12.442,2016
"WASP-92 b","Transit",1,1,0,43.22089,78.78019,2.17467420,16.376,2016
"WASP-93 b","Transit",1,1,0,-11.52565,120.76211,2.73253210,17.901,2016
"HD 111998 b","Radial Velocity",1,1,0,59.31575,303.78445,825.90000000,12.900,2016
"Kepler-56 d","Radial Velocity",1,3,0,10.31441,74.92557,1002.00000000,12.800,2016
"HD 9174 b","Radial Velocity",1,1,0,-78.39051,174.58567,1179.00000000,13.700,2016
"Kepler-756 b","Transit",1,1,0,12.12678,73.24253,1.22486632,1.120,2016
"HD 165155 b","Radial Velocity",1,1,0,-4.32098,1.37910,434.50000000,13.200,2016
"OGLE-2014-BLG-0676L b","Microlensing",1,1,0,-2.09312,359.37612,,13.100,2016
"HD 30177 c","Radial Velocity",1,2,0,-39.73385,267.36972,11613.00000000,12.600,2016
"EPIC 220674823 b","Transit",1,2,0,-52.07644,123.28442,0.57133100,1.820,2016
"Kepler-849 b","Transit",1,1,0,15.05008,80.15038,394.62449040,7.140,2016
"BD+15 2375 b","Radial Velocity",1,1,0,70.27244,249.00212,153.22000000,13.800,2016
"K2-29 b","Transit",2,1,0,-19.55040,170.51373,3.25883210,13.339,2016
"OGLE-2012-BLG-0724L b","Microlensing",1,1,0,-2.37051,0.38505,,14.300,2016
"HD 214823 b","Radial Velocity",2,1,0,-23.31940,92.85957,1854.40000000,12.100,2016
"Kepler-1647 b","Transit",2,1,0,6.83604,75.45396,1107.59230000,11.874,2016
"Kepler-1048 b","Transit",1,1,0,18.49110,71.53877,6.92101021,1.610,2016
"Kepler-821 b","Transit",1,1,0,14.84472,69.92349,1.92279873,1.310,2016
"Kepler-820 b","Transit",1,1,0,10.97902,71.56410,127.83380980,6.090,2016
"Kepler-1009 b","Transit",1,1,0,18.00052,72.29321,11.35011917,2.170,2016
"Kepler-819 b","Transit",1,1,0,7.96666,73.09948,33.19956480,2.760,2016
"Kepler-811 b","Transit",1,1,0,18.13436,78.04972,23.58447697,2.700,2016
"Kepler-961 b","Transit",1,1,0,18.89889,73.02863,16.87727414,2.550,2016
"Kepler-985 b","Transit",1,1,0,13.64629,75.73922,116.33190100,2.980,2016
"Kepler-804 b","Transit",1,2,0,11.88612,77.44180,14.37457351,1.940,2016
"Kepler-732 c","Transit",1,2,0,18.56374,75.77244,0.89304124,1.270,2016
"Kepler-1019 b","Transit",1,1,0,18.99813,77.00583,1.41122985,1.460,2016
"Kepler-842 b","Transit",1,1,0,14.63931,81.63101,1.21956827,1.600,2016
"Kepler-791 b","Transit",1,1,0,9.11103,72.30998,14.55397590,3.050,2016
"Kepler-486 b","Transit",1,1,0,18.96862,79.33544,30.36044667,11.000,2016
"Kepler-786 b","Transit",1,1,0,8.96715,72.28336,53.52934870,2.430,2016
"Kepler-465 b","Transit",1,1,0,18.06408,76.08667,9.94067247,2.950,2016
"Kepler-960 b","Transit",1,1,0,20.30579,76.01081,3.12686223,2.290,2016
"Kepler-1041 b","Transit",1,1,0,13.74396,82.10329,24.75764210,2.940,2016
"Qatar-3 b","Transit",1,1,0,-25.35493,110.71755,2.50792040,12.285,2017
"TRAPPIST-1 e","Transit",1,7,0,-56.64891,69.71519,6.09961500,0.918,2017
"Kepler-150 f","Transit",1,5,0,13.46754,71.83343,637.20930000,3.640,2017
"KELT-16 b","Transit",2,1,0,-8.94230,75.59227,0.96899510,15.861,2017
"HATS-50 b","Transit",1,1,0,-26.21481,15.57751,3.82970150,12.666,2017
"HD 177565 b","Radial Velocity",1,1,0,-19.07842,359.44857,44.50500000,4.000,2017
"K2-115 b","Transit",1,1,0,26.51650,212.27401,20.27261500,12.060,2017
"OGLE-2013-BLG-1721L b","Microlensing",1,1,0,-1.98134,359.60721,,14.100,2017
"GJ 3942 b","Radial Velocity",1,1,0,45.46907,82.20459,6.90500000,2.570,2017
"K2-139 b","Transit",1,1,0,-13.40289,19.45003,28.38061900,9.110,2017
"Qatar-6 b","Transit",2,1,0,62.92644,28.83441,3.50619500,11.904,2017
"HATS-23 b","Transit",1,1,0,-22.61865,346.88498,2.16051560,20.849,2017
"GJ 3323 b","Radial Velocity",1,2,0,-27.47443,206.43154,5.36360000,1.230,2017
"KELT-18 b","Transit",2,1,0,53.81036,102.71473,2.87175180,17.598,2017
"HD 34445 f","Radial Velocity",1,6,0,-17.02221,195.03880,676.80000000,6.880,2017
"HD 3167 d","Transit",1,3,0,-58.24060,115.11108,8.50900000,2.520,2017
"K2-110 b","Transit",1,1,0,48.15270,324.42967,13.86387000,2.560,2017
"K2-120 b","Transit",1,1,0,33.41085,209.50031,9.56274200,2.010,2017
"K2-116 b","Transit",1,1,0,-52.23321,49.97279,4.65541100,0.690,2017
"K2-123 b","Transit",1,1,0,36.91396,205.51379,30.95152400,2.760,2017
"GJ 9827 b","Transit",1,3,0,-57.18299,81.34803,1.20898190,1.577,2017
"K2-133 b","Transit",1,4,0,-14.06760,174.75407,3.07133000,1.340,2017
"tau Cet h","Radial Velocity",1,4,0,-73.44240,173.07319,49.41000000,1.190,2017
"GJ 3293 e","Radial Velocity",1,4,0,-41.61299,223.54147,13.25430000,1.630,2017
"HD 208897 b","Radial Velocity",1,1,0,-27.75212,76.03920,352.70000000,13.600,2017
"K2-130 b","Transit",1,1,0,-15.17249,18.25721,2.49412000,1.250,2017
"K2-132 b","Transit",1,1,0,52.65691,285.33405,9.17510000,14.572,2017
"K2-133 c","Transit",1,4,0,-14.06760,174.75407,4.86784000,1.603,2017
"K2-138 b","Transit",1,6,0,-62.23886,64.21591,2.35309000,1.510,2017
"KELT-20 b","Transit",1,1,0,4.62728,65.80767,3.47410850,19.515,2017
"KELT-19 A b","Transit",2,1,0,11.13398,210.01238,4.61170930,21.409,2017
"K2-138 d","Transit",1,6,0,-62.23886,64.21591,5.40479000,2.390,2017
"KIC 5095269 b","Eclipse Timing Variations",2,1,0,11.74680,72.33368,237.68977000,12.600,2017
"KELT-9 b","Transit",2,1,0,0.24852,78.91292,1.48112350,21.196,2017
"OGLE-2016-BLG-0263L b","Microlensing",1,1,0,-4.05729,359.04540,,13.000,2017
"OGLE-2016-BLG-1190L b","Microlensing",1,1,0,-1.83687,2.62470,1224.00000000,12.300,2017
"Qatar-4 b","Transit",1,1,0,-18.46753,116.87585,1.80535640,12.722,2017
"Ross 128 b","Radial Velocity",1,1,0,59.55577,270.15662,9.86580000,1.110,2017
"OGLE-2016-BLG-0613L AB b","Microlensing",2,1,0,-1.73756,1.98694,,13.000,2017
"TRAPPIST-1 g","Transit",1,7,0,-56.64891,69.71519,12.35294000,1.127,2017
"MASCARA-1 b","Transit",1,1,0,-24.37543,60.44831,2.14878000,16.814,2017
"WASP-91 b","Transit",1,1,0,-46.11619,310.22075,2.79858100,11.545,2017
"GJ 273 b","Radial Velocity",1,2,0,10.37353,212.34455,18.64980000,1.510,2017
"WASP-53 c","Radial Velocity",1,2,0,-71.44770,196.64026,2840.00000000,,2017
"GJ 3138 c","Radial Velocity",1,3,0,-69.01004,185.99827,5.97400000,1.880,2017
"YZ Cet c","Radial Velocity",1,3,0,-78.75503,149.72351,3.06008000,1.000,2017
"WASP-105 b","Transit",1,1,0,-64.94350,285.86339,7.87288000,10.761,2017
"WASP-151 b","Transit",1,1,0,-54.27961,79.21593,4.53347100,12.666,2017
"WASP-156 b","Transit",1,1,0,-54.75990,159.09073,3.83616900,5.717,2017
"CoRoTID 223977153 b","Transit",1,1,0,1.86373,203.48237,6.71837000,6.389,2017
"WASP-153 b","Transit",1,1,0,19.63191,68.68938,3.33260900,17.374,2017
"HD 34445 d","Radial Velocity",1,6,0,-17.02221,195.03880,117.87000000,6.070,2017
"HD 42012 b","Radial Velocity",1,1,0,7.07762,178.06148,857.50000000,13.500,2017
"HATS-51 b","Transit",1,1,0,-12.80521,239.24083,3.34887020,15.805,2017
"HD 20794 e","Radial Velocity",1,4,0,-56.06514,250.73443,147.02000000,2.030,2017
"HD 27894 d","Radial Velocity",1,3,0,-42.00943,270.09987,5174.00000000,12.800,2017
"K2-113 b","Transit",1,1,0,-55.40924,134.50970,5.81768500,12.140,2017
"K2-127 b","Transit",1,1,0,48.89736,324.40165,3.58816300,8.370,2017
"K2-128 b","Transit",1,1,0,52.55328,321.98145,5.67581900,1.420,2017
"K2-138 e","Transit",1,6,0,-62.23886,64.21591,8.26146000,3.390,2017
"K2-138 f","Transit",1,6,0,-62.23886,64.21591,12.75758000,2.904,2017
"K2-140 b","Transit",1,1,0,52.97976,295.18424,6.56918000,12.250,2017
"Kepler-1652 b","Transit",1,1,0,13.56510,82.45902,38.09722000,1.600,2017
"Kepler-448 c","Transit Timing Variations",1,2,0,7.46967,75.49897,2500.00000000,12.000,2017
"OGLE-2016-BLG-1195L b","Microlensing",1,1,0,-2.47579,359.99627,,1.110,2017
"WASP-81 b","Transit",1,1,0,-17.29285,46.05986,2.71647620,16.018,2017
"LHS 1140 b","Transit",1,2,0,-78.05159,115.40542,24.73694000,1.635,2017
"PSR B0329+54 b","Pulsar Timing",1,1,0,-1.22030,144.99499,10140.00000000,1.220,2017
"NGC 2682 Sand 978 b","Radial Velocity",1,1,0,31.87601,215.74169,511.21000000,13.300,2017
"PSR J2322-2650 b","Pulsar Timing",1,1,0,-70.22813,28.63696,0.32296400,13.900,2017
"TAP 26 b","Radial Velocity",1,1,0,-22.84925,177.46304,10.79000000,13.500,2017
"HD 34445 g","Radial Velocity",1,6,0,-17.02221,195.03880,5700.00000000,13.600,2017
"HATS-53 b","Transit",1,1,0,27.09909,287.81848,3.85377680,15.020,2017
"WASP-107 b","Transit",1,2,0,52.47382,295.69143,5.72147420,10.536,2017
"tau Cet f","Radial Velocity",1,4,0,-73.44240,173.07319,636.13000000,1.810,2017
"tau Cet g","Radial Velocity",1,4,0,-73.44240,173.07319,20.00000000,1.180,2017
"TRAPPIST-1 f","Transit",1,7,0,-56.64891,69.71519,9.20669000,1.045,2017
"HD 34445 e","Radial Velocity",1,6,0,-17.02221,195.03880,49.17500000,4.260,2017
"HD 106315 b","Transit",1,2,0,61.03534,283.25037,9.55237000,2.440,2017
"K2-107 b","Transit",1,1,0,-11.74310,13.73298,3.31395900,15.980,2017
"K2-136 c","Transit",2,3,0,-17.35063,174.77536,17.30713700,2.910,2017
"K2-126 b","Transit",1,1,0,47.99348,318.55860,7.38565500,1.970,2017
"Qatar-5 b","Transit",1,1,0,-20.60282,118.33015,2.87923190,12.408,2017
"YZ Cet d","Radial Velocity",1,3,0,-78.75503,149.72351,4.65627000,1.050,2017
"HD 29021 b","Radial Velocity",1,1,0,9.07206,147.39342,1362.30000000,13.300,2017
"MOA-2016-BLG-227L b","Microlensing",1,1,0,-3.24020,3.30299,,13.200,2017
"K2-18 c","Radial Velocity",1,2,0,62.57509,254.63265,8.96200000,2.650,2017
"HD 113996 b","Radial Velocity",2,1,0,86.47046,41.91496,610.20000000,12.700,2017
"K2-136 b","Transit",2,3,0,-17.35063,174.77536,7.97529200,0.990,2017
"tau Cet e","Radial Velocity",1,4,0,-73.44240,173.07319,162.87000000,1.810,2017
"GJ 3293 d","Radial Velocity",1,4,0,-41.61299,223.54147,48.13450000,2.670,2017
"GJ 9827 d","Transit",1,3,0,-57.18299,81.34803,6.20146980,2.022,2017
"GJ 3138 d","Radial Velocity",1,3,0,-69.01004,185.99827,257.80000000,3.230,2017
"GJ 9827 c","Transit",1,3,0,-57.18299,81.34803,3.64809570,1.241,2017
"HD 27894 c","Radial Velocity",1,3,0,-42.00943,270.09987,36.07000000,8.240,2017
"HD 76920 b","Radial Velocity",1,1,0,-14.09976,282.95180,415.40000000,13.000,2017
"HD 176986 c","Radial Velocity",1,2,0,-7.57187,24.36018,16.81910000,2.980,2017
"HD 147379 b","Radial Velocity",2,1,0,39.47188,99.90191,86.78000000,5.820,2017
"WASP-53 b","Transit",1,2,0,-71.44770,196.64026,3.30984430,12.038,2017
"TRAPPIST-1 h","Transit",1,7,0,-56.64891,69.71519,18.76700000,0.752,2017
"GJ 3138 b","Radial Velocity",1,3,0,-69.01004,185.99827,1.22003000,1.180,2017
"HIP 67537 b","Radial Velocity",1,1,0,21.58307,315.03364,2556.50000000,12.400,2017
"MXB 1658-298 b","Eclipse Timing Variations",2,1,0,7.26551,353.82714,760.00000000,12.000,2017
"K2-117 c","Transit",1,2,0,32.24587,217.62487,5.44401700,2.060,2017
"K2-125 b","Transit",1,1,0,46.52200,318.87693,21.75026400,2.180,2017
"GJ 1148 c","Radial Velocity",1,2,0,68.91636,160.61794,532.58000000,9.710,2017
"NGTS-1 b","Transit",1,1,0,-31.20101,241.19241,2.64729800,14.908,2017
"K2-136 d","Transit",2,3,0,-17.35063,174.77536,25.57506500,1.450,2017
"HD 111591 b","Radial Velocity",1,1,0,85.72696,299.38130,1056.40000000,12.900,2017
"Kepler-80 g","Transit",1,6,0,7.85257,74.08669,14.64558000,1.130,2017
"HD 17674 b","Radial Velocity",1,1,0,-25.86168,151.51873,623.80000000,13.900,2017
"K2-105 b","Transit",1,1,0,26.00524,210.53336,8.26770400,3.370,2017
"K2-108 b","Transit",1,1,0,25.35171,206.69134,4.73399900,5.330,2017
"HIP 65426 b","Imaging",1,1,0,11.02906,308.17860,,16.814,2017
"K2-114 b","Transit",1,1,0,27.55072,213.24587,11.39101300,10.670,2017
"K2-119 b","Transit",1,1,0,33.18605,209.76527,7.72728300,2.530,2017
"K2-121 b","Transit",1,1,0,28.93705,206.93309,5.18576100,7.500,2017
"K2-122 b","Transit",2,1,0,29.53205,203.78125,2.21928200,1.210,2017
"K2-118 b","Transit",1,1,0,32.82069,211.19186,50.92092000,2.540,2017
"K2-124 b","Transit",1,1,0,36.72574,203.23147,6.41365100,2.900,2017
"K2-137 b","Transit",1,1,0,56.17618,292.19218,0.17971500,0.890,2017
"K2-111 b","Transit",1,2,0,-23.55083,170.97857,5.35180000,1.820,2017
"K2-133 d","Transit",1,4,0,-14.06760,174.75407,11.02454000,2.003,2017
"K2-117 b","Transit",1,2,0,32.24587,217.62487,1.29160000,2.030,2017
"K2-138 c","Transit",1,6,0,-62.23886,64.21591,3.56004000,2.299,2017
"K2-129 b","Transit",1,1,0,-16.57351,12.14366,8.23949300,1.040,2017
"KELT-11 b","Transit",1,1,0,42.60580,259.03088,4.73610000,15.132,2017
"Kepler-19 d","Radial Velocity",1,3,0,10.79684,70.10235,62.95000000,5.060,2017
"Kepler-1649 b","Transit",1,2,0,11.12886,74.45609,8.68909900,1.017,2017
"Kepler-1653 b","Transit",1,1,0,8.24842,75.35176,140.25240000,2.170,2017
"GJ 273 c","Radial Velocity",1,2,0,10.37353,212.34455,4.72340000,1.060,2017
"Kepler-90 i","Transit",1,8,0,19.25567,79.26947,14.44912000,1.320,2017
"K2-131 b","Transit",1,1,0,51.82615,286.68054,0.36931000,1.700,2017
"MOA-2012-BLG-505L b","Microlensing",1,1,0,-2.88066,358.10757,,2.480,2017
"MOA-2012-BLG-006L b","Microlensing",1,1,0,-3.13158,1.64069,,12.600,2017
"OGLE-2013-BLG-0132L b","Microlensing",1,1,0,-2.27454,1.94444,,11.600,2017
"TYC 4282-00605-1 b","Radial Velocity",1,1,0,2.34353,109.87526,101.54000000,12.400,2017
"YZ Cet b","Radial Velocity",1,3,0,-78.75503,149.72351,1.96876000,0.930,2017
"WASP-167 b","Transit",1,1,0,27.25014,305.84592,2.02195960,17.710,2017
"GJ 3323 c","Radial Velocity",1,2,0,-27.47443,206.43154,40.54000000,1.320,2017
"GJ 625 b","Radial Velocity",1,1,0,42.78368,83.20997,14.62800000,1.490,2017
"BD+03 2562 b","Radial Velocity",1,1,0,61.57342,269.32522,481.90000000,12.700,2017
"KELT-12 b","Transit",1,1,0,27.34278,62.18909,5.03162300,19.952,2017
"Kepler-1650 b","Transit",1,1,0,8.21030,77.22891,1.53818001,0.960,2017
"Kepler-1651 b","Transit",2,1,0,19.45131,78.16880,9.87863917,1.840,2017
"HATS-22 b","Transit",1,1,0,30.52487,283.88751,4.72281240,10.682,2017
"HD 106315 c","Transit",1,2,0,61.03534,283.25037,21.05704000,4.350,2017
"HD 176986 b","Radial Velocity",1,2,0,-7.57187,24.36018,6.48980000,2.260,2017
"HATS-52 b","Transit",1,1,0,12.91685,258.64602,1.36665436,15.491,2017
"HAT-P-67 b","Transit",2,1,0,36.91147,70.15807,4.81010250,23.371,2017
"HATS-24 b","Transit",1,1,0,-17.45562,331.71770,1.34849780,15.637,2017
"HD 34445 c","Radial Velocity",1,6,0,-17.02221,195.03880,214.67000000,8.420,2017
"HD 40956 b","Radial Velocity",1,1,0,19.30989,150.61272,578.60000000,13.200,2017
"PDS 70 b","Imaging",1,2,0,19.20844,318.06196,43500.00000000,30.488,2018
"TYC 3318-01333-1 b","Radial Velocity",1,1,0,-7.80756,143.57787,562.00000000,13.100,2018
"K2-170 b","Transit",1,2,0,-53.03644,45.05421,7.57654400,1.418,2018
"KMT-2016-BLG-0212L b","Microlensing",1,1,0,-1.60371,0.78471,,12.200,2018
"BD+48 740 b","Radial Velocity",1,1,0,-9.96534,141.10904,733.00000000,13.500,2018
"K2-233 b","Transit",1,3,0,30.24863,344.46401,2.46750000,1.343,2018
"WASP-174 b","Transit",1,1,0,21.43298,305.29688,4.23370000,14.572,2018
"KMT-2016-BLG-1397L b","Microlensing",1,1,0,-2.79425,6.32391,,12.700,2018
"K2-195 b","Transit",1,2,0,53.72709,314.63917,15.85297500,3.130,2018
"HD 72490 b","Transit",1,1,0,28.67982,211.79644,858.00000000,13.500,2018
"gam Lib c","Radial Velocity",1,2,0,32.19557,351.51546,964.60000000,12.900,2018
"K2-268 c","Transit",1,2,0,32.70262,216.07310,9.32684100,2.690,2018
"HD 158996 b","Radial Velocity",1,1,0,30.57740,112.37477,820.20000000,12.300,2018
"HD 116029 c","Radial Velocity",2,2,0,82.97723,13.88354,907.00000000,13.700,2018
"HATS-60 b","Transit",1,1,0,-58.32068,48.99978,3.56082900,12.924,2018
"K2-280 b","Transit",1,1,0,-17.32247,16.32379,19.89520200,7.670,2018
"HATS-41 b","Transit",1,1,0,-11.43574,237.62132,4.19364900,14.908,2018
"K2-274 b","Transit",1,1,0,32.01486,204.79384,14.12971400,2.200,2018
"K2-273 b","Transit",1,1,0,31.96885,206.52056,11.71633200,4.420,2018
"K2-188 c","Transit",1,2,0,33.44489,201.65994,7.81025300,2.830,2018
"HD 126525 b","Radial Velocity",1,1,0,8.17624,317.62367,960.41000000,10.300,2018
"HATS-59 c","Radial Velocity",1,2,0,35.90172,276.98925,1422.00000000,12.300,2018
"K2-141 c","Transit",1,2,0,-56.59530,80.19878,7.74850000,7.000,2018
"K2-161 b","Transit",1,1,0,58.15001,285.59227,9.28318800,6.117,2018
"K2-168 b","Transit",1,2,0,-51.71337,40.91076,15.85230000,1.860,2018
"K2-244 b","Transit",1,1,0,57.73900,285.17361,21.06884000,1.750,2018
"K2-151 b","Transit",2,1,0,-52.84098,133.49358,3.83547600,1.490,2018
"WASP-173 A b","Transit",2,1,0,-72.33626,3.29979,1.38665318,13.451,2018
"K2-223 b","Transit",1,2,0,51.87879,290.83817,0.50565000,0.890,2018
"K2-148 b","Transit",2,3,0,-63.01790,126.58855,4.38395000,1.330,2018
"K2-259 b","Transit",1,1,0,63.78688,289.11701,15.48043000,2.320,2018
"K2-183 d","Transit",1,3,0,25.84832,209.82242,22.63196400,2.860,2018
"WASP-172 b","Transit",1,1,0,15.39790,307.55664,5.47743300,17.598,2018
"HD 102329 c","Radial Velocity",1,2,0,61.74645,266.98341,1123.00000000,13.500,2018
"HATS-68 b","Transit",1,1,0,-58.18845,300.82877,3.58622020,13.809,2018
"OGLE-2017-BLG-0482L b","Microlensing",1,1,0,-2.78697,359.80543,,2.950,2018
"GJ 3779 b","Radial Velocity",1,1,0,82.42850,14.08223,3.02320000,2.750,2018
"CoRoT-20 c","Radial Velocity",1,2,0,-4.46860,210.38123,1675.00000000,12.200,2018
"WASP-162 b","Transit",1,1,0,39.26999,272.15320,9.62468000,11.209,2018
"WASP-168 b","Transit",2,1,0,-23.41484,255.07786,4.15365800,16.814,2018
"HD 203473 b","Radial Velocity",1,1,0,-30.16399,57.23494,1552.90000000,12.600,2018
"K2-218 b","Transit",1,1,0,-56.02528,122.84333,8.67988500,2.569,2018
"K2-154 c","Transit",1,2,0,59.97066,295.21370,7.95486000,2.070,2018
"OGLE-2014-BLG-1722L c","Microlensing",1,2,0,-3.03947,358.86307,,11.000,2018
"K2-258 b","Transit",1,1,0,61.26650,292.00804,19.09210000,3.000,2018
"K2-221 b","Transit",1,1,0,-52.50080,129.07585,2.39909400,1.679,2018
"K2-200 b","Transit",1,1,0,56.98927,320.30320,2.84988300,1.364,2018
"K2-211 b","Transit",1,1,0,-60.09222,139.64299,0.66955800,1.375,2018
"K2-265 b","Transit",2,1,0,-58.65451,50.42179,2.36917200,1.710,2018
"K2-190 c","Transit",1,2,0,47.92235,321.26759,21.57402300,1.093,2018
"K2-276 b","Transit",1,1,0,29.84642,201.12810,18.71826900,3.770,2018
"HD 55696 b","Radial Velocity",1,1,0,-12.61400,249.58590,1827.00000000,13.000,2018
"K2-284 b","Transit",1,1,0,-10.25307,183.72406,4.79506900,2.780,2018
"K2-227 b","Transit",1,1,0,54.34518,299.68810,13.62183200,1.666,2018
"K2-239 c","Transit",1,3,0,51.77727,243.59017,7.77500000,1.000,2018
"K2-158 c","Transit",1,2,0,54.85278,280.19801,5.90279000,1.280,2018
"K2-245 b","Transit",1,1,0,60.34375,287.27271,11.89307000,4.340,2018
"K2-226 b","Transit",1,1,0,52.23670,287.99069,3.27108000,1.540,2018
"K2-214 b","Transit",1,1,0,-58.58351,126.79207,8.59680200,2.430,2018
"K2-229 b","Transit",1,2,0,55.65723,292.35223,0.58426000,1.140,2018
"K2-229 c","Transit",1,2,0,55.65723,292.35223,8.32727000,2.030,2018
"KELT-21 b","Transit",1,1,0,-1.98650,71.48138,3.61276470,17.777,2018
"KPS-1 b","Transit",1,1,0,48.29956,140.12745,1.70629100,11.545,2018
"K2-248 b","Transit",1,1,0,52.18224,286.63848,7.17256000,2.570,2018
"K2-281 b","Transit",1,1,0,-55.44818,128.82965,8.68772100,8.180,2018
"K2-287 b","Transit",1,1,0,27.06963,345.04347,14.89329100,9.494,2018
"K2-148 d","Transit",2,3,0,-63.01790,126.58855,9.75790000,1.640,2018
"K2-167 b","Transit",1,1,0,-55.41212,40.45900,9.97748100,2.819,2018
"K2-169 b","Transit",1,1,0,-54.42267,46.19654,6.38080300,1.273,2018
"K2-171 b","Transit",1,1,0,-49.81476,44.59738,5.62846600,2.687,2018
"K2-181 b","Transit",1,1,0,26.83381,214.12703,6.89425600,2.840,2018
"K2-182 b","Transit",1,1,0,29.20051,215.28839,4.73683700,2.760,2018
"K2-183 c","Transit",1,3,0,25.84832,209.82242,10.79263500,2.870,2018
"K2-187 d","Transit",1,4,0,35.76402,202.77723,7.14921000,3.170,2018
"K2-191 b","Transit",1,1,0,49.16582,316.08925,2.85864600,1.579,2018
"K2-209 b","Transit",1,1,0,-61.43447,126.76197,2.08061500,0.869,2018
"K2-210 b","Transit",1,1,0,-60.92611,132.80593,0.57023300,0.819,2018
"K2-212 b","Transit",1,1,0,-59.30136,133.86499,9.79551000,2.520,2018
"Wolf 503 b","Transit",1,1,0,54.08446,327.11621,6.00118000,2.030,2018
"gam Lib b","Radial Velocity",1,2,0,32.19557,351.51546,415.20000000,13.800,2018
"NGTS-2 b","Transit",1,1,0,27.92221,324.44756,4.51116400,17.878,2018
"K2-187 e","Transit",1,4,0,35.76402,202.77723,13.60987800,2.380,2018
"K2-268 b","Transit",1,2,0,32.70262,216.07310,2.15189400,1.410,2018
"K2-271 b","Transit",1,1,0,26.85610,207.78938,8.56242100,7.280,2018
"K2-197 b","Transit",1,1,0,54.28324,319.27444,8.35788100,2.560,2018
"HD 148164 c","Radial Velocity",1,2,0,37.67784,27.05066,5062.00000000,12.800,2018
"K2-165 b","Transit",1,3,0,62.74727,285.33397,2.35499200,1.274,2018
"K2-219 c","Transit",1,3,0,-54.00420,122.90808,6.66767000,1.438,2018
"K2-246 b","Transit",1,1,0,59.71563,280.22006,5.76918000,3.490,2018
"Kepler-1655 b","Transit",1,1,0,14.01685,70.10576,11.87287870,2.213,2018
"K2-285 e","Transit",1,4,0,-53.68469,80.67491,14.76289000,1.950,2018
"HD 4917 b","Radial Velocity",1,1,0,-75.79920,122.60131,400.50000000,13.500,2018
"OGLE-2014-BLG-1722L b","Microlensing",1,2,0,-3.03947,358.86307,,8.590,2018
"K2-188 b","Transit",1,2,0,33.44489,201.65994,1.74216900,1.350,2018
"LHS 1140 c","Transit",1,2,0,-78.05159,115.40542,3.77792000,1.169,2018
"UKIRT-2017-BLG-001L b","Microlensing",1,1,0,-0.32907,359.87820,,13.700,2018
"K2-202 b","Transit",1,1,0,-10.34806,12.94347,3.40516400,2.302,2018
"K2-150 b","Transit",1,1,0,-53.49488,132.06341,10.59357000,2.000,2018
"K2-257 b","Transit",1,1,0,60.58522,293.57789,1.60588000,0.830,2018
